uid,domainID,siteID,plotID,namedLocation,startDate,collectDate,samplingProtocolVersion,horizon,ovenStartDate,ovenEndDate,sampleID,sampleCode,cnSampleID,cnSampleCode,bgcArchiveID,bgcArchiveCode,bgcArchiveMass,toxicodendronPossible,sampleCondition,bgcRemarks,processedBy,bgcDataQF,publicationDate,release,dpID,site_download,year_download,source_table
3e0e91b9-9300-4983-8441-59dba60df38c,D06,KONZ,KONZ_042,KONZ_042.basePlot.bgc,2022-07-11T14:31:00Z,2022-07-11T14:31:00Z,NEON.DOC.014048vO,M,2022-07-11T22:56:00Z,2022-07-14T20:27:00Z,KONZ_042-M-21-20220711,A00000347504,KONZ_042-M-21-20220711-CN,A00000347565,KONZ_042-M-21-20220711-BA,A00000347545,80.8,N,OK,NA,0000-0003-2918-8281,NA,20251217T193901Z,RELEASE-2026,DP1.10086.001,KONZ,2022,sls_bgcSubsampling
6a38e26f-8eaa-4dd6-9636-1073d2fa3810,D06,KONZ,KONZ_045,KONZ_045.basePlot.bgc,2022-07-11T15:10:00Z,2022-07-11T15:10:00Z,NEON.DOC.014048vO,M,2022-07-11T22:56:00Z,2022-07-14T20:27:00Z,KONZ_045-M-41-20220711,A00000347510,KONZ_045-M-41-20220711-CN,A00000347561,KONZ_045-M-41-20220711-BA,A00000347551,156.5,N,OK,NA,0000-0002-1491-0369,NA,20251217T193901Z,RELEASE-2026,DP1.10086.001,KONZ,2022,sls_bgcSubsampling
56799562-88a6-44e4-bb2f-b6f5e31ed332,D06,KONZ,KONZ_042,KONZ_042.basePlot.bgc,2022-07-11T15:19:00Z,2022-07-11T15:19:00Z,NEON.DOC.014048vO,M,2022-07-11T22:56:00Z,2022-07-14T20:27:00Z,KONZ_042-M-39-20220711,A00000347505,KONZ_042-M-39-20220711-CN,A00000347559,KONZ_042-M-39-20220711-BA,A00000347547,186.7,N,OK,NA,0000-0003-2918-8281,NA,20251217T193901Z,RELEASE-2026,DP1.10086.001,KONZ,2022,sls_bgcSubsampling
6306e452-8aba-4bb8-b1f5-87760b28e7bf,D06,KONZ,KONZ_042,KONZ_042.basePlot.bgc,2022-07-11T15:49:00Z,2022-07-11T15:49:00Z,NEON.DOC.014048vO,M,2022-07-11T22:56:00Z,2022-07-14T20:27:00Z,KONZ_042-M-23-20220711,A00000347503,KONZ_042-M-23-20220711-CN,A00000347583,KONZ_042-M-23-20220711-BA,A00000347546,97.5,N,OK,NA,0000-0003-2918-8281,NA,20251217T193901Z,RELEASE-2026,DP1.10086.001,KONZ,2022,sls_bgcSubsampling
d1824453-9a49-4e7b-b170-b36cb6c72ed6,D06,KONZ,KONZ_045,KONZ_045.basePlot.bgc,2022-07-11T15:50:00Z,2022-07-11T15:50:00Z,NEON.DOC.014048vO,M,2022-07-11T22:56:00Z,2022-07-14T20:27:00Z,KONZ_045-M-39-20220711,A00000347509,KONZ_045-M-39-20220711-CN,A00000347574,KONZ_045-M-39-20220711-BA,A00000347552,63.6,N,OK,NA,0000-0002-1491-0369,NA,20251217T193901Z,RELEASE-2026,DP1.10086.001,KONZ,2022,sls_bgcSubsampling
88bb6639-10ea-4abc-bade-4fb887e795b1,D06,KONZ,KONZ_045,KONZ_045.basePlot.bgc,2022-07-11T16:24:00Z,2022-07-11T16:24:00Z,NEON.DOC.014048vO,M,2022-07-11T22:56:00Z,2022-07-14T20:27:00Z,KONZ_045-M-21-20220711,A00000347511,KONZ_045-M-21-20220711-CN,A00000347577,KONZ_045-M-21-20220711-BA,A00000347553,191.5,N,OK,NA,0000-0002-1491-0369,NA,20251217T193901Z,RELEASE-2026,DP1.10086.001,KONZ,2022,sls_bgcSubsampling
1075d909-e99f-4d28-a43e-ae4e9c65ed03,D06,KONZ,KONZ_046,KONZ_046.basePlot.bgc,2022-07-11T17:03:00Z,2022-07-11T17:03:00Z,NEON.DOC.014048vO,M,2022-07-11T22:56:00Z,2022-07-14T20:27:00Z,KONZ_046-M-21-20220711,A00000347512,KONZ_046-M-21-20220711-CN,A00000347582,KONZ_046-M-21-20220711-BA,A00000347556,125.5,N,OK,NA,0000-0003-2918-8281,NA,20251217T193901Z,RELEASE-2026,DP1.10086.001,KONZ,2022,sls_bgcSubsampling
b911bdac-bb3f-4fb5-bca9-ab3a1bf3dcda,D06,KONZ,KONZ_046,KONZ_046.basePlot.bgc,2022-07-11T17:42:00Z,2022-07-11T17:42:00Z,NEON.DOC.014048vO,M,2022-07-11T22:56:00Z,2022-07-14T20:27:00Z,KONZ_046-M-23-20220711,A00000347513,KONZ_046-M-23-20220711-CN,A00000347562,KONZ_046-M-23-20220711-BA,A00000347555,128.2,N,OK,NA,0000-0003-2918-8281,NA,20251217T193901Z,RELEASE-2026,DP1.10086.001,KONZ,2022,sls_bgcSubsampling
c2b1b404-31d3-439a-9f93-2b57c3faab28,D06,KONZ,KONZ_046,KONZ_046.basePlot.bgc,2022-07-11T18:06:00Z,2022-07-11T18:06:00Z,NEON.DOC.014048vO,M,2022-07-11T22:56:00Z,2022-07-14T20:27:00Z,KONZ_046-M-41-20220711,A00000347514,KONZ_046-M-41-20220711-CN,A00000347571,KONZ_046-M-41-20220711-BA,A00000347554,110.8,N,OK,NA,0000-0003-2918-8281,NA,20251217T193901Z,RELEASE-2026,DP1.10086.001,KONZ,2022,sls_bgcSubsampling
8d75e500-67e7-442f-839f-54dbf33b2ecc,D06,KONZ,KONZ_043,KONZ_043.basePlot.bgc,2022-07-11T18:33:00Z,2022-07-11T18:33:00Z,NEON.DOC.014048vO,M,2022-07-11T22:56:00Z,2022-07-14T20:27:00Z,KONZ_043-M-21-20220711,A00000347507,KONZ_043-M-21-20220711-CN,A00000347568,KONZ_043-M-21-20220711-BA,A00000347550,119.4,N,OK,NA,0000-0002-1491-0369,NA,20251217T193901Z,RELEASE-2026,DP1.10086.001,KONZ,2022,sls_bgcSubsampling
23171b1e-98e2-45a3-be89-a6df1f390568,D06,KONZ,KONZ_043,KONZ_043.basePlot.bgc,2022-07-11T19:19:00Z,2022-07-11T19:19:00Z,NEON.DOC.014048vO,M,2022-07-11T22:56:00Z,2022-07-14T20:27:00Z,KONZ_043-M-23-20220711,A00000347506,KONZ_043-M-23-20220711-CN,A00000347564,KONZ_043-M-23-20220711-BA,A00000347549,98.8,N,OK,NA,0000-0002-1491-0369,NA,20251217T193901Z,RELEASE-2026,DP1.10086.001,KONZ,2022,sls_bgcSubsampling
f658513a-5f21-4219-a6ae-fcf4e7f2c887,D06,KONZ,KONZ_043,KONZ_043.basePlot.bgc,2022-07-11T20:19:00Z,2022-07-11T20:19:00Z,NEON.DOC.014048vO,M,2022-07-11T22:46:00Z,2022-07-14T20:27:00Z,KONZ_043-M-41-20220711,A00000347508,KONZ_043-M-41-20220711-CN,A00000347558,KONZ_043-M-41-20220711-BA,A00000347548,184.4,N,OK,NA,0000-0002-1491-0369,NA,20251217T193901Z,RELEASE-2026,DP1.10086.001,KONZ,2022,sls_bgcSubsampling
6b7b4972-137c-423c-9374-6adf7cc6733c,D06,KONZ,KONZ_002,KONZ_002.basePlot.bgc,2022-07-13T14:30:00Z,2022-07-13T14:30:00Z,NEON.DOC.014048vO,M,2022-07-13T20:26:00Z,2022-07-15T20:57:00Z,KONZ_002-M-39-20220713,A00000347489,KONZ_002-M-39-20220713-CN,A00000347576,KONZ_002-M-39-20220713-BA,A00000347528,144.8,N,OK,NA,0000-0002-2112-9159,NA,20251217T193901Z,RELEASE-2026,DP1.10086.001,KONZ,2022,sls_bgcSubsampling
5feef946-6836-4f6b-8986-3ac5c52c5961,D06,KONZ,KONZ_002,KONZ_002.basePlot.bgc,2022-07-13T15:23:00Z,2022-07-13T15:23:00Z,NEON.DOC.014048vO,M,2022-07-13T20:26:00Z,2022-07-15T20:57:00Z,KONZ_002-M-41-20220713,A00000347488,KONZ_002-M-41-20220713-CN,A00000347581,KONZ_002-M-41-20220713-BA,A00000347527,107.4,Y,OK,NA,0000-0002-1491-0369,NA,20251217T193901Z,RELEASE-2026,DP1.10086.001,KONZ,2022,sls_bgcSubsampling
6ce7bd2c-481c-4878-ade3-9168c780bd37,D06,KONZ,KONZ_002,KONZ_002.basePlot.bgc,2022-07-13T15:47:00Z,2022-07-13T15:47:00Z,NEON.DOC.014048vO,M,2022-07-13T20:26:00Z,2022-07-15T20:57:00Z,KONZ_002-M-23-20220713,A00000347490,KONZ_002-M-23-20220713-CN,A00000347579,KONZ_002-M-23-20220713-BA,A00000347529,218.6,N,OK,NA,0000-0003-2131-612X,NA,20251217T193901Z,RELEASE-2026,DP1.10086.001,KONZ,2022,sls_bgcSubsampling
