uid,namedLocation,domainID,siteID,plotID,plotType,sampleID,sampleCode,collectDate,ovenStartDate,ovenEndDate,sampleCondition,cnSampleID,cnSampleCode,ligninSampleID,ligninSampleBarcode,archiveSampleID,archiveSampleCode,archiveMass,toxicodendronPossible,processedBy,remarks,dataQF,publicationDate,release,dpID,site_download,year_download,source_table
e46628ef-93e5-4b7a-af8d-fb1a52aa4e8f,SJER_016.basePlot.cfc,D17,SJER,SJER_016,distributed,2kN0Z0OxE8E/ZOWfsLptbECUcfCio0q0JmAthmW+V5A=,A00000397081,2024-04-08T15:04:00Z,2024-04-09T22:00:00Z,2024-04-18T17:00:00Z,OK,2kN0Z0OxE8E/ZOWfsLptbECUcfCio0q0xodDJFZgS58=,A00000398259,2kN0Z0OxE8E/ZOWfsLptbECUcfCio0q0yYsX+cBdwng=,A00000398244,2kN0Z0OxE8E/ZOWfsLptbECUcfCio0q0nXPMeta5JdE=,A00000398228,10.2,NA,0000-0002-6388-833X,Oven end date estimated based on LMA : samples re-dried for 24 hours after long-term storage,NA,20260106T155622Z,RELEASE-2026,DP1.10026.001,SJER,2024,cfc_chemistrySubsampling
7bc43fe6-7599-4469-b282-7bb6fade3a0f,SJER_016.basePlot.cfc,D17,SJER,SJER_016,distributed,2kN0Z0OxE8EdHCE0H8fEFboRkb13g/yPOKgF6R4fTPY=,NA,2024-04-08T15:04:00Z,2024-04-09T22:00:00Z,2024-04-18T17:00:00Z,OK,2kN0Z0OxE8EdHCE0H8fEFboRkb13g/yPUR/qin0TC6g=,A00000398215,2kN0Z0OxE8EdHCE0H8fEFboRkb13g/yPTO8i8A0DfHo=,A00000398214,2kN0Z0OxE8EdHCE0H8fEFboRkb13g/yPNhqtTASc+Vs=,A00000398199,3.1,N,0000-0002-6388-833X,Oven end date estimated based on LMA : samples re-dried for 24 hours after long-term storage,NA,20260106T155622Z,RELEASE-2026,DP1.10026.001,SJER,2024,cfc_chemistrySubsampling
aae97945-c97d-4974-bdbb-69f991aab3b6,SJER_016.basePlot.cfc,D17,SJER,SJER_016,distributed,2kN0Z0OxE8FjnNzpkc8JhDPhPb1uXFr7Y1TPiks3eeA=,A00000397091,2024-04-08T15:04:00Z,2024-04-09T22:00:00Z,2024-04-18T17:00:00Z,OK,2kN0Z0OxE8FjnNzpkc8JhDPhPb1uXFr7kyJtdBnJMBg=,A00000398082,2kN0Z0OxE8FjnNzpkc8JhDPhPb1uXFr7O0lZncCG9kTbYhE7G6/bgQ==,A00000398098,2kN0Z0OxE8FjnNzpkc8JhDPhPb1uXFr7ECtRJtcmhhg=,A00000398081,9.6,NA,0000-0002-6388-833X,Oven end date estimated based on LMA : samples re-dried for 24 hours after long-term storage,NA,20260106T155622Z,RELEASE-2026,DP1.10026.001,SJER,2024,cfc_chemistrySubsampling
b5931b67-4aff-4206-9123-0465562e47f6,SJER_014.basePlot.cfc,D17,SJER,SJER_014,distributed,2kN0Z0OxE8GgcyGjlRGWMjXDcLqd+ffiqdZVtVeMsgE=,A00000397100,2024-04-08T16:48:00Z,2024-04-09T22:00:00Z,2024-04-18T17:00:00Z,OK,2kN0Z0OxE8GgcyGjlRGWMjXDcLqd+ffitz1C+bxrzrI=,A00000398242,2kN0Z0OxE8GgcyGjlRGWMjXDcLqd+ffiDU0/pMIyaes=,A00000398226,2kN0Z0OxE8GgcyGjlRGWMjXDcLqd+ffiAKrhtAduxPQ=,A00000398257,5.92,N,0000-0002-6388-833X,Oven end date estimated based on LMA : samples re-dried for 24 hours after long-term storage,NA,20260106T155622Z,RELEASE-2026,DP1.10026.001,SJER,2024,cfc_chemistrySubsampling
ff49ad06-3c16-4a9f-abd6-6c208a809537,SJER_014.basePlot.cfc,D17,SJER,SJER_014,distributed,2kN0Z0OxE8F4qS+rd3bR8KnRtAHRe+WGRbGo6Zb8Fc4=,NA,2024-04-08T16:48:00Z,2024-04-09T22:00:00Z,2024-04-18T17:00:00Z,OK,2kN0Z0OxE8F4qS+rd3bR8KnRtAHRe+WGco+GwqTzM+A=,A00000398260,2kN0Z0OxE8F4qS+rd3bR8KnRtAHRe+WG+4PJ3edUpIZpZsUM1QG5jQ==,A00000398261,2kN0Z0OxE8F4qS+rd3bR8KnRtAHRe+WGPk7mWaR1ZVw=,A00000398229,7.46,NA,0000-0002-6388-833X,Oven end date estimated based on LMA : samples re-dried for 24 hours after long-term storage,NA,20260106T155622Z,RELEASE-2026,DP1.10026.001,SJER,2024,cfc_chemistrySubsampling
f0c98290-6af7-4073-9334-dadbfda5b3b5,SJER_015.basePlot.cfc,D17,SJER,SJER_015,distributed,2kN0Z0OxE8FjCRHv1/2ezBRVkbsk4WIq1upKBT3VOY8=,NA,2024-04-09T14:51:00Z,2024-04-09T22:00:00Z,2024-04-18T17:00:00Z,OK,2kN0Z0OxE8FjCRHv1/2ezBRVkbsk4WIqz1LszzH+fiw=,A00000398208,2kN0Z0OxE8FjCRHv1/2ezBRVkbsk4WIqhtlh2qbCDb0=,A00000398207,2kN0Z0OxE8FjCRHv1/2ezBRVkbsk4WIqc9b0B1BZxFA=,A00000398209,7.64,NA,0000-0002-6388-833X,Oven end date estimated based on LMA : samples re-dried for 24 hours after long-term storage,NA,20260106T155622Z,RELEASE-2026,DP1.10026.001,SJER,2024,cfc_chemistrySubsampling
7cafebfd-93ea-4d72-86e3-3da96c9a73d0,SJER_015.basePlot.cfc,D17,SJER,SJER_015,distributed,2kN0Z0OxE8FERIW0ws+1VvVUxNXSDSiHsDc5PqWiT1Q=,NA,2024-04-09T14:51:00Z,2024-04-09T23:00:00Z,2024-04-18T17:00:00Z,OK,2kN0Z0OxE8FERIW0ws+1VvVUxNXSDSiHXgiavy+NA/Q=,A00000398177,2kN0Z0OxE8FERIW0ws+1VvVUxNXSDSiHELn2S9JhcGM=,A00000398176,2kN0Z0OxE8FERIW0ws+1VvVUxNXSDSiHMlgZR/y4fuc=,A00000398175,3.12,N,0000-0002-6388-833X,Oven dates estimated based on LMA : samples re-dried for 24 hours after long-term storage,NA,20260106T155622Z,RELEASE-2026,DP1.10026.001,SJER,2024,cfc_chemistrySubsampling
a7655f2b-0e61-4fe9-9c33-b1eec55f8bab,SJER_015.basePlot.cfc,D17,SJER,SJER_015,distributed,2kN0Z0OxE8HLfd00JnX4i+7jb5JyhncVA0ZBGvQuoPg=,A00000397113,2024-04-09T14:51:00Z,2024-04-09T22:00:00Z,2024-04-18T17:00:00Z,OK,2kN0Z0OxE8HLfd00JnX4i+7jb5JyhncVOFFpc3QMi4Y=,A00000398255,2kN0Z0OxE8HLfd00JnX4i+7jb5JyhncV19CTIMCAZyC4I4Az21jdIA==,A00000398256,2kN0Z0OxE8HLfd00JnX4i+7jb5JyhncVYKWSEd+q6Z0=,A00000398102,9.15,NA,0000-0002-6388-833X,Oven end date estimated based on LMA : samples re-dried for 24 hours after long-term storage,NA,20260106T155622Z,RELEASE-2026,DP1.10026.001,SJER,2024,cfc_chemistrySubsampling
e737a07c-a22b-468f-9868-56807a21be21,SJER_012.basePlot.cfc,D17,SJER,SJER_012,distributed,2kN0Z0OxE8GeT1an5Vbz9kgZ+akt+TESH70O4sxJReA=,NA,2024-04-09T15:58:00Z,2024-04-09T22:00:00Z,2024-04-18T17:00:00Z,OK,2kN0Z0OxE8GeT1an5Vbz9kgZ+akt+TESL88Ygkgz/uQ=,A00000398158,2kN0Z0OxE8GeT1an5Vbz9kgZ+akt+TESIlnFyTE/JZU=,A00000398085,2kN0Z0OxE8GeT1an5Vbz9kgZ+akt+TESqC1hdZ29xcE=,A00000398077,7.96,NA,0000-0002-6388-833X,Oven end date estimated based on LMA : samples re-dried for 24 hours after long-term storage,NA,20260106T155622Z,RELEASE-2026,DP1.10026.001,SJER,2024,cfc_chemistrySubsampling
0318f5ec-274f-4b4b-8b46-b65d69478396,SJER_012.basePlot.cfc,D17,SJER,SJER_012,distributed,2kN0Z0OxE8HfzJ2cXhW90jHZH/cUs5AqveyEvUV3U/M=,NA,2024-04-09T15:58:00Z,2024-04-09T22:00:00Z,2024-04-18T17:00:00Z,OK,2kN0Z0OxE8HfzJ2cXhW90jHZH/cUs5AqiW1q04h3luc=,A00000398181,2kN0Z0OxE8HfzJ2cXhW90jHZH/cUs5AqLgyt2YCa3TY=,A00000398182,2kN0Z0OxE8HfzJ2cXhW90jHZH/cUs5AqvbX/VgX8mXs=,A00000398183,4.27,N,0000-0002-6388-833X,Oven end date estimated based on LMA : samples re-dried for 24 hours after long-term storage,NA,20260106T155622Z,RELEASE-2026,DP1.10026.001,SJER,2024,cfc_chemistrySubsampling
