uid,namedLocation,domainID,siteID,plotID,plotType,sampleID,sampleCode,ligninSampleID,ligninSampleBarcode,collectDate,analysisDate,analyticalRepNumber,dryMass,ligninPercent,cellulosePercent,measurementQF,accuracyQF,remarks,laboratoryName,testMethod,analyzedBy,reviewedBy,dataQF,publicationDate,release,dpID,site_download,year_download,source_table
9d884e54-6c8f-4eed-afd7-c8581e255809,RMNP_004.basePlot.cfc,D10,RMNP,RMNP_004,distributed,pbg8g17+dIqQ8pN5Eah6OFRdiXdB7+aVFoUgLB+XBQQ=,A00000125493,pbg8g17+dIqQ8pN5Eah6OFRdiXdB7+aVCkI7/bl+J5rVoIvxwKx5XA==,A00000134097,2020-07-06T19:40:00Z,2020-11-06,1,0.461,7.84,11.19,OK,OK,NA,A and L Great Lakes,SOP APF-10-024,5CCjZV/fgtQ=,6AyUQh3hBk8=,NA,20260106T154307Z,RELEASE-2026,DP1.10026.001,RMNP,2020,cfc_lignin
5c67aad0-aca4-45bb-906b-172469847896,RMNP_004.basePlot.cfc,D10,RMNP,RMNP_004,distributed,pbg8g17+dIr7e1AmzqwUH7PLRuOMGARr4Pv8HGUxmZs=,A00000125517,pbg8g17+dIr7e1AmzqwUH7PLRuOMGARrEq88QA16ky0=,A00000134109,2020-07-06T20:13:00Z,2020-11-06,1,0.479,13.42,15.64,OK,OK,NA,A and L Great Lakes,SOP APF-10-024,5CCjZV/fgtQ=,6AyUQh3hBk8=,NA,20260106T154307Z,RELEASE-2026,DP1.10026.001,RMNP,2020,cfc_lignin
c476f9d3-98aa-4fd0-ad1a-0c37032837b1,RMNP_004.basePlot.cfc,D10,RMNP,RMNP_004,distributed,pbg8g17+dIp6705ag9pa0lUooCzfvWWeJWkfNMWWx2U=,A00000125516,pbg8g17+dIp6705ag9pa0lUooCzfvWWel62mcqFRIwn2b3VxU+gA6w==,A00000134084,2020-07-06T20:48:00Z,2020-11-06,1,0.484,16.35,17.09,OK,OK,NA,A and L Great Lakes,SOP APF-10-024,5CCjZV/fgtQ=,6AyUQh3hBk8=,NA,20260106T154307Z,RELEASE-2026,DP1.10026.001,RMNP,2020,cfc_lignin
c17efa85-e36b-4b2a-82d9-3abfc8bd3e92,RMNP_011.basePlot.cfc,D10,RMNP,RMNP_011,distributed,pbg8g17+dIrK1XGZ5YcJ7nfg+afU4P1iVJEVbKKEWCg=,A00000125515,pbg8g17+dIrK1XGZ5YcJ7nfg+afU4P1iL2TVykswSAc=,A00000134103,2020-07-07T14:58:00Z,2020-11-06,1,0.471,15.11,15.05,OK,OK,NA,A and L Great Lakes,SOP APF-10-024,5CCjZV/fgtQ=,6AyUQh3hBk8=,NA,20260106T154307Z,RELEASE-2026,DP1.10026.001,RMNP,2020,cfc_lignin
a90704af-0993-480e-a241-e6464ee09fd4,RMNP_011.basePlot.cfc,D10,RMNP,RMNP_011,distributed,pbg8g17+dIrmZk1x6mlUMUkZvixu+SxqxohUypHW1Q0=,A00000125514,pbg8g17+dIrmZk1x6mlUMUkZvixu+Sxqfk8FAPda97JdxRwr6FXVPg==,A00000134095,2020-07-07T15:10:00Z,2020-11-06,1,0.483,15.18,17.15,OK,OK,NA,A and L Great Lakes,SOP APF-10-024,5CCjZV/fgtQ=,6AyUQh3hBk8=,NA,20260106T154307Z,RELEASE-2026,DP1.10026.001,RMNP,2020,cfc_lignin
fe22d6d2-9d93-4386-a241-dbc08df9aef9,RMNP_044.basePlot.cfc,D10,RMNP,RMNP_044,tower,pbg8g17+dIq8kK9yxxEDhdX9Rp0AvKGQCH4qEIAn/jo=,A00000125513,pbg8g17+dIq8kK9yxxEDhdX9Rp0AvKGQdON7i5Sm9UgH5PcSzb+kLw==,A00000134098,2020-07-09T16:58:00Z,2020-11-06,1,0.494,8.83,12.97,OK,OK,NA,A and L Great Lakes,SOP APF-10-024,5CCjZV/fgtQ=,6AyUQh3hBk8=,NA,20260106T154307Z,RELEASE-2026,DP1.10026.001,RMNP,2020,cfc_lignin
fe343dbe-55b2-4e68-811b-1c5e8aeddc0d,RMNP_044.basePlot.cfc,D10,RMNP,RMNP_044,tower,pbg8g17+dIpVatTZUVb9WdltQJEZLImiaQcA976KyuE=,A00000125512,pbg8g17+dIpVatTZUVb9WdltQJEZLImiE2et4e7GVO4=,A00000134107,2020-07-09T17:44:00Z,2020-11-06,1,0.496,16.9,20.51,OK,OK,NA,A and L Great Lakes,SOP APF-10-024,5CCjZV/fgtQ=,6AyUQh3hBk8=,NA,20260106T154307Z,RELEASE-2026,DP1.10026.001,RMNP,2020,cfc_lignin
78943698-54cd-4b4f-a80f-ffefdb8a62a2,RMNP_041.basePlot.cfc,D10,RMNP,RMNP_041,tower,pbg8g17+dIpFIdxBMMAh1n+eNlqg7zRCejgddeoto30=,A00000125511,pbg8g17+dIpFIdxBMMAh1n+eNlqg7zRCdarNy+vWy1HPe+etg+8CYw==,A00000134099,2020-07-09T18:30:00Z,2020-11-06,1,0.483,7.13,10.24,OK,OK,NA,A and L Great Lakes,SOP APF-10-024,5CCjZV/fgtQ=,6AyUQh3hBk8=,NA,20260106T154307Z,RELEASE-2026,DP1.10026.001,RMNP,2020,cfc_lignin
26dc015f-3055-41f8-a464-9f00022d86ef,RMNP_041.basePlot.cfc,D10,RMNP,RMNP_041,tower,pbg8g17+dIp5EAEaN5AcVGCQcrgPXRCk8Q2QVjTiRFo=,A00000125510,pbg8g17+dIp5EAEaN5AcVGCQcrgPXRCkKzBN2D4OUaLkaKiC2hGoQg==,A00000134086,2020-07-09T18:53:00Z,2020-11-06,1,0.469,16.07,16.41,OK,OK,NA,A and L Great Lakes,SOP APF-10-024,5CCjZV/fgtQ=,6AyUQh3hBk8=,NA,20260106T154307Z,RELEASE-2026,DP1.10026.001,RMNP,2020,cfc_lignin
864ec235-b317-49f3-b415-ccdd8c968a07,RMNP_020.basePlot.cfc,D10,RMNP,RMNP_020,distributed,pbg8g17+dIpZpz3KRWPziPM1SrwiC3JL9fO1RHUlNYc=,A00000125509,pbg8g17+dIpZpz3KRWPziPM1SrwiC3JLmPt3LWVRiicAyJErbvAY7w==,A00000134096,2020-07-13T12:45:00Z,2020-11-06,1,0.492,10.05,14.27,OK,OK,NA,A and L Great Lakes,SOP APF-10-024,5CCjZV/fgtQ=,6AyUQh3hBk8=,NA,20260106T154307Z,RELEASE-2026,DP1.10026.001,RMNP,2020,cfc_lignin
41c244a8-c928-446d-8e5e-ef2e45fe6c55,RMNP_020.basePlot.cfc,D10,RMNP,RMNP_020,distributed,pbg8g17+dIrzX4S/5+jgXBn/rXvkyJUcNbprHXI5lXw=,A00000125508,pbg8g17+dIrzX4S/5+jgXBn/rXvkyJUcH2vZnpYddeMV4y4rYscl5A==,A00000134082,2020-07-13T13:14:00Z,2020-11-06,1,0.484,15.61,16.24,OK,OK,NA,A and L Great Lakes,SOP APF-10-024,5CCjZV/fgtQ=,6AyUQh3hBk8=,NA,20260106T154307Z,RELEASE-2026,DP1.10026.001,RMNP,2020,cfc_lignin
03d3a43c-0225-49a8-8d94-3b7356025ab8,RMNP_019.basePlot.cfc,D10,RMNP,RMNP_019,distributed,pbg8g17+dIon1xBNkOqUZ3wgwT4kS8nFS2hWurbyLk8=,A00000125507,pbg8g17+dIon1xBNkOqUZ3wgwT4kS8nFmENuIqbG9dxm4puM4zWxSQ==,A00000134105,2020-07-14T12:13:00Z,2020-11-06,1,0.486,13.07,18.61,OK,OK,NA,A and L Great Lakes,SOP APF-10-024,5CCjZV/fgtQ=,6AyUQh3hBk8=,NA,20260106T154307Z,RELEASE-2026,DP1.10026.001,RMNP,2020,cfc_lignin
212cb7ca-44f5-4d76-b8d8-1bc5b9ecfa36,RMNP_019.basePlot.cfc,D10,RMNP,RMNP_019,distributed,pbg8g17+dIqXOQvcgub1nXZxtxgENpTsu/56N3eVQ7k=,A00000125506,pbg8g17+dIqXOQvcgub1nXZxtxgENpTsJlVPc6bNYIYIiWWkraKSrw==,A00000134081,2020-07-14T12:34:00Z,2020-11-06,1,0.47,14.8,17.74,OK,OK,NA,A and L Great Lakes,SOP APF-10-024,5CCjZV/fgtQ=,6AyUQh3hBk8=,NA,20260106T154307Z,RELEASE-2026,DP1.10026.001,RMNP,2020,cfc_lignin
d8052127-3887-4b17-81c6-ecfec9dc9053,RMNP_009.basePlot.cfc,D10,RMNP,RMNP_009,distributed,pbg8g17+dIqJHkI1mLtu9s4aAs51j9S900Sw8XpM9Os=,A00000125505,pbg8g17+dIqJHkI1mLtu9s4aAs51j9S994GLFv6bz+hM5dLWgE+3Uw==,A00000134078,2020-07-16T12:54:00Z,2020-11-06,1,0.489,13.12,17.86,OK,OK,NA,A and L Great Lakes,SOP APF-10-024,5CCjZV/fgtQ=,6AyUQh3hBk8=,NA,20260106T154307Z,RELEASE-2026,DP1.10026.001,RMNP,2020,cfc_lignin
1aefc655-40d6-4acb-822c-680e1960fb41,RMNP_009.basePlot.cfc,D10,RMNP,RMNP_009,distributed,pbg8g17+dIp3UynaVDsbUH7cqezkCPUzMGNmDb4B5X0=,A00000125504,pbg8g17+dIp3UynaVDsbUH7cqezkCPUzbFqTBCa8KpDhitiNPTPthw==,A00000134104,2020-07-16T13:12:00Z,2020-11-06,1,0.486,14.09,19.65,OK,OK,NA,A and L Great Lakes,SOP APF-10-024,5CCjZV/fgtQ=,6AyUQh3hBk8=,NA,20260106T154307Z,RELEASE-2026,DP1.10026.001,RMNP,2020,cfc_lignin
63c779bb-c295-4b2f-929e-d394630b9257,RMNP_009.basePlot.cfc,D10,RMNP,RMNP_009,distributed,pbg8g17+dIoArlSiw1ROPXGnIZqlsN4htuazkQgt1Qc=,A00000125503,pbg8g17+dIoArlSiw1ROPXGnIZqlsN4hrLttk8TFt5KSgcCCkXY3CQ==,A00000134100,2020-07-16T13:27:00Z,2020-11-06,1,0.495,9.07,13,OK,OK,NA,A and L Great Lakes,SOP APF-10-024,5CCjZV/fgtQ=,6AyUQh3hBk8=,NA,20260106T154307Z,RELEASE-2026,DP1.10026.001,RMNP,2020,cfc_lignin
f535a14d-4688-4b8b-86bc-0b30c12ab76a,RMNP_009.basePlot.cfc,D10,RMNP,RMNP_009,distributed,pbg8g17+dIrT4/Od5jlg8W8R2Huj5dEFrTRlhETj9hY=,A00000125502,pbg8g17+dIrT4/Od5jlg8W8R2Huj5dEFCCXc87FxJ+0=,A00000134102,2020-07-16T13:58:00Z,2020-11-06,1,0.478,14.94,15.33,OK,OK,NA,A and L Great Lakes,SOP APF-10-024,5CCjZV/fgtQ=,6AyUQh3hBk8=,NA,20260106T154307Z,RELEASE-2026,DP1.10026.001,RMNP,2020,cfc_lignin
2a8c70e6-b839-47ba-b4f4-81a3954a3787,RMNP_005.basePlot.cfc,D10,RMNP,RMNP_005,distributed,pbg8g17+dIr3DkbFeZO4OIGkHUVDkAdAPSNytIPhCT8=,A00000125501,pbg8g17+dIr3DkbFeZO4OIGkHUVDkAdAwzdi/0VN5SAMhfxW/eA5yA==,A00000134085,2020-07-20T13:58:00Z,2020-11-06,1,0.463,18.71,18.42,OK,OK,NA,A and L Great Lakes,SOP APF-10-024,5CCjZV/fgtQ=,6AyUQh3hBk8=,NA,20260106T154307Z,RELEASE-2026,DP1.10026.001,RMNP,2020,cfc_lignin
