uid,domainID,siteID,plotID,namedLocation,startDate,collectDate,eventID,samplingProtocolVersion,genomicsPooledIDList,genomicsSampleID,genomicsSampleCode,sampleCondition,processedDate,processedBy,remarks,genomicsDataQF,publicationDate,release,dpID,site_download,year_download,source_table
6edcc43a-65bd-4898-af4d-f2fcfe0f998e,D17,SOAP,SOAP_025,SOAP_025.basePlot.bgc,2024-05-22T20:05:00Z,2024-05-22T20:26:00Z,SOAP.peakGreenness.2024,NEON.DOC.014048vP,SOAP_025-M-23-20240522|SOAP_025-M-21-20240522,SOAP_025-M-20240522-COMP,B00000125523,OK,2024-05-22T20:26:00Z,0009-0005-3443-707X,NA,NA,20251217T193547Z,RELEASE-2026,DP1.10086.001,SOAP,2024,sls_metagenomicsPooling
