dpID,site,table,years_averaged,siteID,plotID,namedLocation,n_raw_records,year_download_mean_2018_2024,collectYear_mean_2018_2024,year_download_mean_2018_2024_unit,collectYear_mean_2018_2024_unit
DP1.10086.001,NIWO,sls_metagenomicsPooling,2018-2024,NIWO,NIWO_001,NIWO_001.basePlot.bgc,11,2021.3636363636363,2021.3636363636363,NA,NA
DP1.10086.001,NIWO,sls_metagenomicsPooling,2018-2024,NIWO,NIWO_002,NIWO_002.basePlot.bgc,9,2021.111111111111,2021.111111111111,NA,NA
DP1.10086.001,NIWO,sls_metagenomicsPooling,2018-2024,NIWO,NIWO_003,NIWO_003.basePlot.bgc,7,2021,2021,NA,NA
DP1.10086.001,NIWO,sls_metagenomicsPooling,2018-2024,NIWO,NIWO_004,NIWO_004.basePlot.bgc,12,2021.0833333333333,2021.0833333333333,NA,NA
DP1.10086.001,NIWO,sls_metagenomicsPooling,2018-2024,NIWO,NIWO_005,NIWO_005.basePlot.bgc,12,2021.0833333333333,2021.0833333333333,NA,NA
DP1.10086.001,NIWO,sls_metagenomicsPooling,2018-2024,NIWO,NIWO_006,NIWO_006.basePlot.bgc,7,2020.7142857142858,2020.7142857142858,NA,NA
DP1.10086.001,NIWO,sls_metagenomicsPooling,2018-2024,NIWO,NIWO_040,NIWO_040.basePlot.bgc,10,2021.3,2021.3,NA,NA
DP1.10086.001,NIWO,sls_metagenomicsPooling,2018-2024,NIWO,NIWO_041,NIWO_041.basePlot.bgc,9,2020.7777777777778,2020.7777777777778,NA,NA
DP1.10086.001,NIWO,sls_metagenomicsPooling,2018-2024,NIWO,NIWO_042,NIWO_042.basePlot.bgc,9,2021,2021,NA,NA
DP1.10086.001,NIWO,sls_metagenomicsPooling,2018-2024,NIWO,NIWO_043,NIWO_043.basePlot.bgc,6,2020.8333333333333,2020.8333333333333,NA,NA
