uid,namedLocation,domainID,siteID,plotID,plotType,sampleID,sampleCode,cnSampleID,cnSampleCode,collectDate,analysisDate,co2Trapped,d15N,d13C,nitrogenPercent,carbonPercent,CNratio,cnIsotopeQF,cnPercentQF,isotopeAccuracyQF,percentAccuracyQF,analyticalRepNumber,remarks,laboratoryName,testMethod,instrument,analyzedBy,reviewedBy,dataQF,publicationDate,release,dpID,site_download,year_download,source_table
a4d4a5c7-3684-4530-ab9a-bf6ab180b5b4,KONZ_042.basePlot.cfc,D06,KONZ,KONZ_042,tower,Cekj+eelgP8YwVIKeX8KmGqt7vam/3E9fuNiu9o485g=,A00000319923,Cekj+eelgP8YwVIKeX8KmGqt7vam/3E9H7t8fIecb8A=,A00000319914,2022-05-23T14:37:00Z,2022-07-15,N,-3.2,-16.4,1.91,44.81,23.5,OK,OK,OK,OK,1,NA,University of Wyoming Stable Isotope Facility,"010 EA-IRMS organic d15N, d13C, C% & N%",Costech 4010 Elemental Analyzer with Costech Zero Blank Autosampler coupled to Thermo Finnigan Delta Plus XP IRMS with Conflo III Interface,rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj,L/6ZjMlRllRQ+sQbi+7sFw==,NA,20260106T155626Z,RELEASE-2026,DP1.10026.001,KONZ,2022,cfc_carbonNitrogen
ebea04b2-f482-4998-8c9b-cea936aa425e,KONZ_046.basePlot.cfc,D06,KONZ,KONZ_046,tower,Cekj+eelgP83+pvaUJG6ubdMpGasiFamQWPbEtQ4Xx0=,A00000319939,Cekj+eelgP83+pvaUJG6ubdMpGasiFamwUvGbcCcn/U=,A00000319910,2022-05-23T15:28:00Z,2022-07-15,N,-2.2,-22.8,2.18,44.51,20.4,OK,OK,OK,OK,1,NA,University of Wyoming Stable Isotope Facility,"010 EA-IRMS organic d15N, d13C, C% & N%",Costech 4010 Elemental Analyzer with Costech Zero Blank Autosampler coupled to Thermo Finnigan Delta Plus XP IRMS with Conflo III Interface,rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj,L/6ZjMlRllRQ+sQbi+7sFw==,NA,20260106T155626Z,RELEASE-2026,DP1.10026.001,KONZ,2022,cfc_carbonNitrogen
e03f85b0-6719-45af-a5c5-0eef3fd8378b,KONZ_043.basePlot.cfc,D06,KONZ,KONZ_043,tower,Cekj+eelgP8twWen9yIBWCNegyMjyXHq1c2MjkHE/WI=,A00000319941,Cekj+eelgP8twWen9yIBWCNegyMjyXHqiHkP0sv1Wik=,A00000319919,2022-05-23T16:10:00Z,2022-07-15,N,-1.7,-22.5,1.22,43.96,36,OK,OK,OK,OK,1,NA,University of Wyoming Stable Isotope Facility,"010 EA-IRMS organic d15N, d13C, C% & N%",Costech 4010 Elemental Analyzer with Costech Zero Blank Autosampler coupled to Thermo Finnigan Delta Plus XP IRMS with Conflo III Interface,rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj,L/6ZjMlRllRQ+sQbi+7sFw==,NA,20260106T155626Z,RELEASE-2026,DP1.10026.001,KONZ,2022,cfc_carbonNitrogen
30ce57bf-66e9-461a-93d1-5faa14a5fd26,KONZ_045.basePlot.cfc,D06,KONZ,KONZ_045,tower,Cekj+eelgP9pjZG8ytWEoBoeHe0TR2X0a1dSehW3s+k=,A00000319924,Cekj+eelgP9pjZG8ytWEoBoeHe0TR2X0W7XHPFzEP0M=,A00000319920,2022-05-23T17:10:00Z,2022-07-15,N,-3,-14.4,1.06,42.46,40.1,OK,OK,OK,OK,1,NA,University of Wyoming Stable Isotope Facility,"010 EA-IRMS organic d15N, d13C, C% & N%",Costech 4010 Elemental Analyzer with Costech Zero Blank Autosampler coupled to Thermo Finnigan Delta Plus XP IRMS with Conflo III Interface,rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj,L/6ZjMlRllRQ+sQbi+7sFw==,NA,20260106T155626Z,RELEASE-2026,DP1.10026.001,KONZ,2022,cfc_carbonNitrogen
1b911ec7-fcb5-49fa-ab02-f259f30c5951,KONZ_004.basePlot.cfc,D06,KONZ,KONZ_004,distributed,Cekj+eelgP8HxmkpxRAwFoz5OS4NSzFMD14NneG/O6M=,A00000319925,Cekj+eelgP8HxmkpxRAwFoz5OS4NSzFMPUIbwISk2oA=,A00000319886,2022-05-26T13:34:00Z,2022-07-15,N,-3.6,-18.1,1.26,43.85,34.9,OK,OK,OK,OK,1,NA,University of Wyoming Stable Isotope Facility,"010 EA-IRMS organic d15N, d13C, C% & N%",Costech 4010 Elemental Analyzer with Costech Zero Blank Autosampler coupled to Thermo Finnigan Delta Plus XP IRMS with Conflo III Interface,rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj,L/6ZjMlRllRQ+sQbi+7sFw==,NA,20260106T155626Z,RELEASE-2026,DP1.10026.001,KONZ,2022,cfc_carbonNitrogen
f7444eab-091e-45c5-8a96-6fe476b99fd5,KONZ_001.basePlot.cfc,D06,KONZ,KONZ_001,distributed,Cekj+eelgP+FtsCbsa7Fx9aIsCCt7w3+Ls1hd8MkGwk=,A00000319929,Cekj+eelgP+FtsCbsa7Fx9aIsCCt7w3+CNVIFg/pK/8=,A00000319900,2022-05-26T13:36:00Z,2022-07-15,N,-3.4,-15.8,1.83,44.71,24.5,OK,OK,OK,OK,1,NA,University of Wyoming Stable Isotope Facility,"010 EA-IRMS organic d15N, d13C, C% & N%",Costech 4010 Elemental Analyzer with Costech Zero Blank Autosampler coupled to Thermo Finnigan Delta Plus XP IRMS with Conflo III Interface,rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj,L/6ZjMlRllRQ+sQbi+7sFw==,NA,20260106T155626Z,RELEASE-2026,DP1.10026.001,KONZ,2022,cfc_carbonNitrogen
1c7eb645-3980-41ec-b72e-4f839118fd57,KONZ_005.basePlot.cfc,D06,KONZ,KONZ_005,distributed,Cekj+eelgP8uS0GdYPFp5BkOkyNHcTM1yCOXq3P0Gec=,A00000319940,Cekj+eelgP8uS0GdYPFp5BkOkyNHcTM15FFUf6kW2hE=,A00000319909,2022-05-26T14:42:00Z,2022-07-15,N,-0.3,-24.6,2.51,44.64,17.8,OK,OK,OK,OK,2,NA,University of Wyoming Stable Isotope Facility,"010 EA-IRMS organic d15N, d13C, C% & N%",Costech 4010 Elemental Analyzer with Costech Zero Blank Autosampler coupled to Thermo Finnigan Delta Plus XP IRMS with Conflo III Interface,rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj,L/6ZjMlRllRQ+sQbi+7sFw==,NA,20260106T155626Z,RELEASE-2026,DP1.10026.001,KONZ,2022,cfc_carbonNitrogen
216d22a4-351d-43d2-9449-65887756c91a,KONZ_005.basePlot.cfc,D06,KONZ,KONZ_005,distributed,Cekj+eelgP8uS0GdYPFp5BkOkyNHcTM1yCOXq3P0Gec=,A00000319940,Cekj+eelgP8uS0GdYPFp5BkOkyNHcTM15FFUf6kW2hE=,A00000319909,2022-05-26T14:42:00Z,2022-07-15,N,-0.4,-24.5,2.45,44.5,18.2,OK,OK,OK,OK,1,NA,University of Wyoming Stable Isotope Facility,"010 EA-IRMS organic d15N, d13C, C% & N%",Costech 4010 Elemental Analyzer with Costech Zero Blank Autosampler coupled to Thermo Finnigan Delta Plus XP IRMS with Conflo III Interface,rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj,L/6ZjMlRllRQ+sQbi+7sFw==,NA,20260106T155626Z,RELEASE-2026,DP1.10026.001,KONZ,2022,cfc_carbonNitrogen
753cbac7-8dae-4f57-8f42-c14cedf106c2,KONZ_024.basePlot.cfc,D06,KONZ,KONZ_024,distributed,Cekj+eelgP9P1Up66iRoAFLDIp0SbyNr5Z+8b1oZvDg=,A00000319926,Cekj+eelgP9P1Up66iRoAFLDIp0SbyNrjziwH+pOh/I=,A00000319896,2022-05-26T14:47:00Z,2022-07-15,N,-2.3,-18.9,2.08,44.28,21.3,OK,OK,OK,OK,1,NA,University of Wyoming Stable Isotope Facility,"010 EA-IRMS organic d15N, d13C, C% & N%",Costech 4010 Elemental Analyzer with Costech Zero Blank Autosampler coupled to Thermo Finnigan Delta Plus XP IRMS with Conflo III Interface,rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj,L/6ZjMlRllRQ+sQbi+7sFw==,NA,20260106T155626Z,RELEASE-2026,DP1.10026.001,KONZ,2022,cfc_carbonNitrogen
f6c8e892-781d-4329-a5cd-bee309d38f8e,KONZ_008.basePlot.cfc,D06,KONZ,KONZ_008,distributed,Cekj+eelgP8/q2AoGGZ6ckfLQbXG/kI+2YD3xVd2rk4=,A00000319935,Cekj+eelgP8/q2AoGGZ6ckfLQbXG/kI+b3Iuuk7WglA=,A00000319892,2022-05-26T15:39:00Z,2022-07-15,N,-2.5,-15.5,1.37,44,32.1,OK,OK,OK,OK,1,NA,University of Wyoming Stable Isotope Facility,"010 EA-IRMS organic d15N, d13C, C% & N%",Costech 4010 Elemental Analyzer with Costech Zero Blank Autosampler coupled to Thermo Finnigan Delta Plus XP IRMS with Conflo III Interface,rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj,L/6ZjMlRllRQ+sQbi+7sFw==,NA,20260106T155626Z,RELEASE-2026,DP1.10026.001,KONZ,2022,cfc_carbonNitrogen
