dpID,site,table,years_averaged,siteID,plotID,namedLocation,horizon,n_raw_records,bgcArchiveMass_mean_2018_2024,year_download_mean_2018_2024,collectYear_mean_2018_2024,bgcArchiveMass_mean_2018_2024_unit,year_download_mean_2018_2024_unit,collectYear_mean_2018_2024_unit
DP1.10086.001,LENO,sls_bgcSubsampling,2018-2024,LENO,LENO_001,LENO_001.basePlot.bgc,M,6,175.7,2020.5,2020.5,gram,NA,NA
DP1.10086.001,LENO,sls_bgcSubsampling,2018-2024,LENO,LENO_002,LENO_002.basePlot.bgc,M,6,180.23333333333335,2020.5,2020.5,gram,NA,NA
DP1.10086.001,LENO,sls_bgcSubsampling,2018-2024,LENO,LENO_003,LENO_003.basePlot.bgc,M,6,185.4,2020.5,2020.5,gram,NA,NA
DP1.10086.001,LENO,sls_bgcSubsampling,2018-2024,LENO,LENO_004,LENO_004.basePlot.bgc,M,6,167.06666666666666,2020.5,2020.5,gram,NA,NA
DP1.10086.001,LENO,sls_bgcSubsampling,2018-2024,LENO,LENO_005,LENO_005.basePlot.bgc,M,6,184.56666666666666,2020.5,2020.5,gram,NA,NA
DP1.10086.001,LENO,sls_bgcSubsampling,2018-2024,LENO,LENO_006,LENO_006.basePlot.bgc,M,6,167.83333333333334,2020.5,2020.5,gram,NA,NA
DP1.10086.001,LENO,sls_bgcSubsampling,2018-2024,LENO,LENO_061,LENO_061.basePlot.bgc,M,6,169.66666666666666,2020.5,2020.5,gram,NA,NA
DP1.10086.001,LENO,sls_bgcSubsampling,2018-2024,LENO,LENO_062,LENO_062.basePlot.bgc,M,6,173.66666666666666,2020.5,2020.5,gram,NA,NA
DP1.10086.001,LENO,sls_bgcSubsampling,2018-2024,LENO,LENO_063,LENO_063.basePlot.bgc,M,6,158.66666666666666,2020.5,2020.5,gram,NA,NA
DP1.10086.001,LENO,sls_bgcSubsampling,2018-2024,LENO,LENO_064,LENO_064.basePlot.bgc,M,6,154.23333333333332,2020.5,2020.5,gram,NA,NA
