uid,namedLocation,domainID,siteID,plotID,plotType,nlcdClass,geodeticDatum,decimalLatitude,decimalLongitude,coordinateUncertainty,elevation,elevationUncertainty,samplingProtocolVersion,collectDate,aopCollectDate,samplingImpractical,subplotID,sampleType,samplingMethod,sampleID,sampleCode,sampleCondition,chlorophyllSampleID,chlorophyllSampleCode,chlorophyllSamplePrepMethod,chlorophyllSampleCondition,clipCellNumber,clipID,clipLength,clipWidth,percentCoverClip,toxicodendronPossible,vstTag,tagID,individualID,taxonID,scientificName,plantStatus,canopyStatus,canopyPosition,leafSamplePosition,subsample1Height,subsample2Height,subsample3Height,crownPolygonID,crownPolygonConfidence,previousPolygon,shapefileID,collectedBy,recordedBy,remarks,dataQF,publicationDate,release,dpID,site_download,year_download,source_table
ed51c9be-e02a-4b2c-b7e3-836b5b30970a,WOOD_043.basePlot.cfc,D09,WOOD,WOOD_043,tower,grasslandHerbaceous,WGS84,47.131002,-99.242763,20.1,580.2,0.14,NEON.DOC.001024vH,2021-06-14T14:11:00Z,2021-06-12,OK,31_400,Herbaceous clip strip,clippers,xZ/4LGAq2g5RAbC90CFX0ziFhVi4d+79aj+P6+L/V48=,A00000238710,OK,xZ/4LGAq2g5RAbC90CFX0ziFhVi4d+79gTG9QEurb2E=,B00000096969,NA,OK,177,WOOD_043_177,2,0.1,50,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0000-0002-8352-658X,0000-0002-3991-0445,NA,NA,20260106T160323Z,RELEASE-2026,DP1.10026.001,WOOD,2021,cfc_fieldData
c1359fbd-3d61-4266-a8ed-7e40b000d460,WOOD_042.basePlot.cfc,D09,WOOD,WOOD_042,tower,grasslandHerbaceous,WGS84,47.129092,-99.245921,20.1,584.5,0.19,NEON.DOC.001024vH,2021-06-14T15:00:00Z,2021-06-12,OK,31_400,Herbaceous clip strip,clippers,xZ/4LGAq2g7s0BFr7jQjhvn5ALEagPeuwHfKTC8onI0=,A00000238709,OK,xZ/4LGAq2g7s0BFr7jQjhvn5ALEagPeuW7d78gj9ulQ=,B00000096958,NA,OK,198,WOOD_042_198,2,0.1,40,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0000-0002-8352-658X,0000-0002-3991-0445,NA,NA,20260106T160323Z,RELEASE-2026,DP1.10026.001,WOOD,2021,cfc_fieldData
c0b679e6-03ed-49ed-932c-0db5add0e423,WOOD_045.basePlot.cfc,D09,WOOD,WOOD_045,tower,grasslandHerbaceous,WGS84,47.127465,-99.246302,20.1,593.2,0.19,NEON.DOC.001024vH,2021-06-14T15:35:00Z,2021-06-12,OK,31_400,Herbaceous clip strip,clippers,xZ/4LGAq2g625hRtYPCK3qBJogqQfDJDNm5GDwwaRbk=,A00000238712,OK,xZ/4LGAq2g625hRtYPCK3qBJogqQfDJDHHFKZLXhQxE=,B00000096973,NA,OK,68,WOOD_045_068,2,0.1,50,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0000-0002-8352-658X,0000-0002-3991-0445,NA,NA,20260106T160323Z,RELEASE-2026,DP1.10026.001,WOOD,2021,cfc_fieldData
146e2f94-f5dd-4264-b516-5a4864d4717e,WOOD_001.basePlot.cfc,D09,WOOD,WOOD_001,distributed,grasslandHerbaceous,WGS84,47.128258,-99.257768,20.2,596.3,0.19,NEON.DOC.001024vH,2021-06-14T17:14:00Z,2021-06-12,OK,31_400,Herbaceous clip strip,clippers,xZ/4LGAq2g67m1KX+4fS/ZpJumSgrcTVZxKcPi3ZECM=,A00000238693,OK,xZ/4LGAq2g67m1KX+4fS/ZpJumSgrcTV+AnB2iMEhto=,B00000096954,NA,OK,13,WOOD_001_013,2,0.1,70,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0000-0002-8352-658X,0000-0002-3991-0445,NA,NA,20260106T160323Z,RELEASE-2026,DP1.10026.001,WOOD,2021,cfc_fieldData
a01b6e70-3f00-4e5c-bf7d-a1d2023027b1,WOOD_004.basePlot.cfc,D09,WOOD,WOOD_004,distributed,grasslandHerbaceous,WGS84,47.12584,-99.253801,20.1,594.1,0.16,NEON.DOC.001024vH,2021-06-14T18:01:00Z,2021-06-12,OK,31_400,Herbaceous clip strip,clippers,xZ/4LGAq2g5Rur2MuF0BDWEOLn07S0hdDV2LSwCgs5k=,A00000238696,OK,xZ/4LGAq2g5Rur2MuF0BDWEOLn07S0hdkD2SvVSXfgo=,B00000096967,NA,OK,155,WOOD_004_155,2,0.1,85,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0000-0002-8352-658X,0000-0002-3991-0445,NA,NA,20260106T160323Z,RELEASE-2026,DP1.10026.001,WOOD,2021,cfc_fieldData
3cfec737-ef38-4209-84c7-5dad686170d9,WOOD_007.basePlot.cfc,D09,WOOD,WOOD_007,distributed,grasslandHerbaceous,WGS84,47.134755,-99.249895,20.1,594.7,0.13,NEON.DOC.001024vH,2021-06-14T19:19:00Z,2021-06-12,OK,31_400,Herbaceous clip strip,clippers,xZ/4LGAq2g6obzXPzJjcvZ0c1GOAeJhG7lFu+oCGKoY=,A00000238699,OK,xZ/4LGAq2g6obzXPzJjcvZ0c1GOAeJhGWlf/Ydfy1Mw=,B00000096960,NA,OK,121,WOOD_007_121,2,0.1,50,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0000-0002-8352-658X,0000-0002-3991-0445,NA,NA,20260106T160323Z,RELEASE-2026,DP1.10026.001,WOOD,2021,cfc_fieldData
e8c29ef4-be67-4e59-892a-c539910f96f5,WOOD_011.basePlot.cfc,D09,WOOD,WOOD_011,distributed,grasslandHerbaceous,WGS84,47.129592,-99.263721,20.1,602.2,0.21,NEON.DOC.001024vH,2021-06-14T20:32:00Z,2021-06-12,OK,31_400,Herbaceous clip strip,clippers,xZ/4LGAq2g44ZHIuUy5iJrSQV/0sxR1JLGJpIp7E5sQ=,A00000238703,OK,xZ/4LGAq2g44ZHIuUy5iJrSQV/0sxR1J06/NrtaY6Hg=,B00000096956,NA,OK,165,WOOD_011_165,2,0.1,85,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0000-0002-8352-658X,0000-0002-3991-0445,NA,NA,20260106T160323Z,RELEASE-2026,DP1.10026.001,WOOD,2021,cfc_fieldData
48b33274-917f-4bb0-b6ea-16c98cd7eaa8,WOOD_002.basePlot.cfc,D09,WOOD,WOOD_002,distributed,grasslandHerbaceous,WGS84,47.136134,-99.232896,20.1,573.6,0.22,NEON.DOC.001024vH,2021-06-14T21:35:00Z,2021-06-12,OK,31_400,Herbaceous clip strip,clippers,xZ/4LGAq2g6TUwymTuahBnmOKHlluJzertA4nR3gNaQ=,A00000238694,OK,xZ/4LGAq2g6TUwymTuahBnmOKHlluJzePAX28gBM2Q0=,B00000096961,NA,OK,203,WOOD_002_203,2,0.1,85,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0000-0002-8352-658X,0000-0002-3991-0445,NA,NA,20260106T160323Z,RELEASE-2026,DP1.10026.001,WOOD,2021,cfc_fieldData
34738db2-e81e-469e-9a86-8aac0834d3bb,WOOD_024.basePlot.cfc,D09,WOOD,WOOD_024,distributed,emergentHerbaceousWetlands,WGS84,47.151171,-99.262648,20.1,586.6,0.15,NEON.DOC.001024vH,2021-06-15T14:29:00Z,2021-06-12,OK,31_400,Herbaceous clip strip,clippers,xZ/4LGAq2g5beUPdIU14aP1ycy4Rb23dQewaxb2x/0A=,A00000238708,OK,xZ/4LGAq2g5beUPdIU14aP1ycy4Rb23dMYrQBd8CAtk=,B00000096957,NA,OK,72,WOOD_024_072,2,0.1,100,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0000-0002-8352-658X,0000-0002-3991-0445,95% dead cat tails,NA,20260106T160323Z,RELEASE-2026,DP1.10026.001,WOOD,2021,cfc_fieldData
790b8d55-868d-46cf-a1c8-cd4da6df074c,WOOD_022.basePlot.cfc,D09,WOOD,WOOD_022,distributed,emergentHerbaceousWetlands,WGS84,47.146348,-99.263444,20.1,592.4,0.14,NEON.DOC.001024vH,2021-06-15T15:25:00Z,2021-06-12,OK,31_400,Herbaceous clip strip,clippers,xZ/4LGAq2g5ZG/Idao9B4X4/uabet50/itNWfr+cAg8=,A00000238707,OK,xZ/4LGAq2g5ZG/Idao9B4X4/uabet50/0brqG0D/BzA=,B00000096972,NA,OK,163,WOOD_022_163,2,0.1,100,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0000-0002-8352-658X,0000-0002-3991-0445,95% dead cat tails,NA,20260106T160323Z,RELEASE-2026,DP1.10026.001,WOOD,2021,cfc_fieldData
