dpID,site,table,years_averaged,siteID,plotID,namedLocation,horizon,n_raw_records,soilInWaterpH_mean_2018_2024,soilInCaClpH_mean_2018_2024,pHSoilInWaterMass_mean_2018_2024,pHWaterVol_mean_2018_2024,waterpHRatio_mean_2018_2024,pHSoilInCaClMass_mean_2018_2024,pHCaClVol_mean_2018_2024,caclpHRatio_mean_2018_2024,year_download_mean_2018_2024,collectYear_mean_2018_2024,soilInWaterpH_mean_2018_2024_unit,soilInCaClpH_mean_2018_2024_unit,pHSoilInWaterMass_mean_2018_2024_unit,pHWaterVol_mean_2018_2024_unit,waterpHRatio_mean_2018_2024_unit,pHSoilInCaClMass_mean_2018_2024_unit,pHCaClVol_mean_2018_2024_unit,caclpHRatio_mean_2018_2024_unit,year_download_mean_2018_2024_unit,collectYear_mean_2018_2024_unit
DP1.10086.001,SOAP,sls_soilpH,2018-2024,SOAP,SOAP_001,SOAP_001.basePlot.bgc,M,23,6.496521739130435,5.606521739130435,10.008695652173913,17.391304347826086,1.7391304347826089,10.004347826086956,20,2,2019,2019,pH,pH,gram,milliliter,NA,gram,milliliter,NA,NA,NA
DP1.10086.001,SOAP,sls_soilpH,2018-2024,SOAP,SOAP_001,SOAP_001.basePlot.bgc,O,1,6.23,5.67,5,20,4,5,20,4,2019,2019,pH,pH,gram,milliliter,NA,gram,milliliter,NA,NA,NA
DP1.10086.001,SOAP,sls_soilpH,2018-2024,SOAP,SOAP_002,SOAP_002.basePlot.bgc,M,52,6.026346153846154,5.243461538461538,10.053846153846154,14.230769230769234,1.4230769230769231,10.061538461538461,21.923076923076923,2.1846153846153844,2021.0192307692307,2021.0192307692307,pH,pH,gram,milliliter,NA,gram,milliliter,NA,NA,NA
DP1.10086.001,SOAP,sls_soilpH,2018-2024,SOAP,SOAP_002,SOAP_002.basePlot.bgc,O,1,5.03,4.21,5,20,4,5,20,4,2018,2018,pH,pH,gram,milliliter,NA,gram,milliliter,NA,NA,NA
DP1.10086.001,SOAP,sls_soilpH,2018-2024,SOAP,SOAP_003,SOAP_003.basePlot.bgc,M,52,6.19,5.275576923076923,10.05,13.846153846153848,1.3846153846153844,10.048076923076923,20.76923076923077,2.0673076923076925,2020.923076923077,2020.923076923077,pH,pH,gram,milliliter,NA,gram,milliliter,NA,NA,NA
DP1.10086.001,SOAP,sls_soilpH,2018-2024,SOAP,SOAP_004,SOAP_004.basePlot.bgc,M,36,6.453611111111111,5.650833333333334,10.055555555555555,15.833333333333332,1.575,10.072222222222223,22.22222222222222,2.202777777777778,2020.5555555555557,2020.5555555555557,pH,pH,gram,milliliter,NA,gram,milliliter,NA,NA,NA
DP1.10086.001,SOAP,sls_soilpH,2018-2024,SOAP,SOAP_004,SOAP_004.basePlot.bgc,O,1,6.07,5.19,5,10,2,5,10,2,2018,2018,pH,pH,gram,milliliter,NA,gram,milliliter,NA,NA,NA
DP1.10086.001,SOAP,sls_soilpH,2018-2024,SOAP,SOAP_005,SOAP_005.basePlot.bgc,M,9,6.144444444444445,5.142222222222222,10,20,2,10.011111111111111,20,2,2018,2018,pH,pH,gram,milliliter,NA,gram,milliliter,NA,NA,NA
DP1.10086.001,SOAP,sls_soilpH,2018-2024,SOAP,SOAP_006,SOAP_006.basePlot.bgc,M,42,6.479523809523809,5.664761904761905,10.026190476190475,13.333333333333332,1.3333333333333335,10.026190476190475,22.38095238095238,2.2404761904761905,2021.547619047619,2021.547619047619,pH,pH,gram,milliliter,NA,gram,milliliter,NA,NA,NA
DP1.10086.001,SOAP,sls_soilpH,2018-2024,SOAP,SOAP_007,SOAP_007.basePlot.bgc,M,12,6.279166666666667,5.345833333333333,10.083333333333334,14.166666666666666,1.4083333333333332,10.083333333333334,28.333333333333332,2.825,2023.5,2023.5,pH,pH,gram,milliliter,NA,gram,milliliter,NA,NA,NA
DP1.10086.001,SOAP,sls_soilpH,2018-2024,SOAP,SOAP_007,SOAP_007.basePlot.bgc,O,1,6.31,5.77,5.1,20,3.9,5.1,40,7.9,2023,2023,pH,pH,gram,milliliter,NA,gram,milliliter,NA,NA,NA
DP1.10086.001,SOAP,sls_soilpH,2018-2024,SOAP,SOAP_025,SOAP_025.basePlot.bgc,M,39,6.037692307692308,5.136153846153846,10.028205128205128,13.333333333333332,1.3358974358974358,10.028205128205128,22.564102564102562,2.2564102564102564,2021.4615384615386,2021.4615384615386,pH,pH,gram,milliliter,NA,gram,milliliter,NA,NA,NA
DP1.10086.001,SOAP,sls_soilpH,2018-2024,SOAP,SOAP_025,SOAP_025.basePlot.bgc,O,1,6.67,5.61,5,20,4,5,20,4,2019,2019,pH,pH,gram,milliliter,NA,gram,milliliter,NA,NA,NA
DP1.10086.001,SOAP,sls_soilpH,2018-2024,SOAP,SOAP_031,SOAP_031.basePlot.bgc,M,49,5.953877551020408,5.029387755102041,10.053061224489795,14.285714285714285,1.426530612244898,10.051020408163264,21.224489795918366,2.1183673469387756,2020.9183673469388,2020.9183673469388,pH,pH,gram,milliliter,NA,gram,milliliter,NA,NA,NA
