uid,domainID,siteID,plotID,namedLocation,startDate,collectDate,processedDate,sampleID,sampleCode,pHSampleID,samplingProtocolVersion,horizon,soilInWaterpH,soilInCaClpH,pHSoilInWaterMass,pHWaterVol,waterpHRatio,pHSoilInCaClMass,pHCaClVol,caclpHRatio,pHRemarks,pHMeasuredBy,pHDataQF,publicationDate,release,dpID,site_download,year_download,source_table
6bed32b2-d876-4200-903b-b58180a939ec,D09,WOOD,WOOD_044,WOOD_044.basePlot.bgc,2020-08-03T19:20:00Z,2020-08-03T19:20:00Z,2020-09-02,WOOD_044-M-37-8-20200803,A00000138061,WOOD_044-M-37-8-20200803-PH,NEON.DOC.014048vN,M,8.05,7.57,10.1,10,1,10.1,20,2,NA,0000-0001-5730-2163,NA,20251217T193634Z,RELEASE-2026,DP1.10086.001,WOOD,2020,sls_soilpH
e70dd7bf-86af-4c97-901c-c6dc9e3e1d46,D09,WOOD,WOOD_044,WOOD_044.basePlot.bgc,2020-08-03T19:36:00Z,2020-08-03T19:36:00Z,2020-09-02,WOOD_044-M-8-34-20200803,A00000138062,WOOD_044-M-8-34-20200803-PH,NEON.DOC.014048vN,M,7.04,6.46,9.9,10,1,9.9,20,2,NA,0000-0001-5730-2163,NA,20251217T193634Z,RELEASE-2026,DP1.10086.001,WOOD,2020,sls_soilpH
db3bcce3-9f53-4906-8c48-e6f7282447f8,D09,WOOD,WOOD_044,WOOD_044.basePlot.bgc,2020-08-03T19:52:00Z,2020-08-03T19:52:00Z,2020-09-02,WOOD_044-M-31.5-26.5-20200803,A00000138063,WOOD_044-M-31.5-26.5-20200803-PH,NEON.DOC.014048vN,M,6.83,6.17,10.1,10,1,10.1,20,2,NA,0000-0001-5730-2163,NA,20251217T193634Z,RELEASE-2026,DP1.10086.001,WOOD,2020,sls_soilpH
