dpID,site,table,years_averaged,siteID,plotID,namedLocation,n_raw_records,year_download_mean_2018_2024,collectYear_mean_2018_2024,year_download_mean_2018_2024_unit,collectYear_mean_2018_2024_unit
DP1.10086.001,TOOL,sls_metagenomicsPooling,2018-2024,TOOL,TOOL_001,TOOL_001.basePlot.bgc,8,2021.625,2021.625,NA,NA
DP1.10086.001,TOOL,sls_metagenomicsPooling,2018-2024,TOOL,TOOL_002,TOOL_002.basePlot.bgc,7,2021.2857142857142,2021.2857142857142,NA,NA
DP1.10086.001,TOOL,sls_metagenomicsPooling,2018-2024,TOOL,TOOL_003,TOOL_003.basePlot.bgc,8,2021.625,2021.625,NA,NA
DP1.10086.001,TOOL,sls_metagenomicsPooling,2018-2024,TOOL,TOOL_004,TOOL_004.basePlot.bgc,7,2021.2857142857142,2021.2857142857142,NA,NA
DP1.10086.001,TOOL,sls_metagenomicsPooling,2018-2024,TOOL,TOOL_005,TOOL_005.basePlot.bgc,8,2021.625,2021.625,NA,NA
DP1.10086.001,TOOL,sls_metagenomicsPooling,2018-2024,TOOL,TOOL_006,TOOL_006.basePlot.bgc,7,2021.2857142857142,2021.2857142857142,NA,NA
DP1.10086.001,TOOL,sls_metagenomicsPooling,2018-2024,TOOL,TOOL_041,TOOL_041.basePlot.bgc,8,2021.625,2021.625,NA,NA
DP1.10086.001,TOOL,sls_metagenomicsPooling,2018-2024,TOOL,TOOL_042,TOOL_042.basePlot.bgc,8,2021.625,2021.625,NA,NA
DP1.10086.001,TOOL,sls_metagenomicsPooling,2018-2024,TOOL,TOOL_043,TOOL_043.basePlot.bgc,8,2021.625,2021.625,NA,NA
DP1.10086.001,TOOL,sls_metagenomicsPooling,2018-2024,TOOL,TOOL_044,TOOL_044.basePlot.bgc,7,2021.2857142857142,2021.2857142857142,NA,NA
