uid,domainID,siteID,plotID,namedLocation,startDate,collectDate,samplingProtocolVersion,horizon,ovenStartDate,ovenEndDate,sampleID,sampleCode,cnSampleID,cnSampleCode,bgcArchiveID,bgcArchiveCode,bgcArchiveMass,toxicodendronPossible,sampleCondition,bgcRemarks,processedBy,bgcDataQF,publicationDate,release,dpID,site_download,year_download,source_table
59eb2e02-de63-4a1a-9b48-d4fc16957445,D03,JERC,JERC_047,JERC_047.basePlot.bgc,2024-07-15T19:31:00Z,2024-07-15T19:31:00Z,NEON.DOC.014048vP,M,2024-07-18T17:20:00Z,2024-07-22T11:30:00Z,JERC_047-M-21-20240715,A00000182200,JERC_047-M-21-20240715-CN,A00000181606,JERC_047-M-21-20240715-BA,A00000184015,222.1,Y,used frozen soil for carbon-nitrogen subsample,NA,0009-0007-7619-2255,NA,20251217T194034Z,RELEASE-2026,DP1.10086.001,JERC,2024,sls_bgcSubsampling
7e85ead2-1530-46d5-9d46-15f1da133926,D03,JERC,JERC_048,JERC_048.basePlot.bgc,2024-07-15T19:36:00Z,2024-07-15T19:36:00Z,NEON.DOC.014048vP,M,2024-07-18T17:20:00Z,2024-07-22T11:30:00Z,JERC_048-M-39-20240715,A00000182197,JERC_048-M-39-20240715-CN,A00000181601,JERC_048-M-39-20240715-BA,A00000183997,273.2,Y,used frozen soil for carbon-nitrogen subsample,NA,0009-0007-7619-2255,NA,20251217T194034Z,RELEASE-2026,DP1.10086.001,JERC,2024,sls_bgcSubsampling
df50bc64-1fee-49b9-86b7-83602b52e06a,D03,JERC,JERC_047,JERC_047.basePlot.bgc,2024-07-15T19:58:00Z,2024-07-15T19:58:00Z,NEON.DOC.014048vP,M,2024-07-18T17:20:00Z,2024-07-22T11:30:00Z,JERC_047-M-23-20240715,A00000182202,JERC_047-M-23-20240715-CN,A00000181598,JERC_047-M-23-20240715-BA,A00000184031,257.4,Y,used frozen soil for carbon-nitrogen subsample,NA,0009-0007-7619-2255,NA,20251217T194034Z,RELEASE-2026,DP1.10086.001,JERC,2024,sls_bgcSubsampling
f79afbca-794b-4192-82e4-7afdb75b69d8,D03,JERC,JERC_048,JERC_048.basePlot.bgc,2024-07-15T20:04:00Z,2024-07-15T20:04:00Z,NEON.DOC.014048vP,M,2024-07-18T17:20:00Z,2024-07-22T11:30:00Z,JERC_048-M-21-20240715,A00000182199,JERC_048-M-21-20240715-CN,A00000181604,JERC_048-M-21-20240715-BA,A00000184013,258.2,Y,used frozen soil for carbon-nitrogen subsample,NA,0009-0007-7619-2255,NA,20251217T194034Z,RELEASE-2026,DP1.10086.001,JERC,2024,sls_bgcSubsampling
9cd6c911-09a7-4d9f-944b-dc047d974bfa,D03,JERC,JERC_047,JERC_047.basePlot.bgc,2024-07-15T20:15:00Z,2024-07-15T20:15:00Z,NEON.DOC.014048vP,M,2024-07-18T17:20:00Z,2024-07-22T11:30:00Z,JERC_047-M-41-20240715,A00000182201,JERC_047-M-41-20240715-CN,A00000181599,JERC_047-M-41-20240715-BA,A00000184047,249.5,Y,used frozen soil for carbon-nitrogen subsample,NA,0009-0007-7619-2255,NA,20251217T194034Z,RELEASE-2026,DP1.10086.001,JERC,2024,sls_bgcSubsampling
94d539c2-f487-4f3f-8389-c39bd7f14ee5,D03,JERC,JERC_048,JERC_048.basePlot.bgc,2024-07-15T20:38:00Z,2024-07-15T20:38:00Z,NEON.DOC.014048vP,M,2024-07-18T17:20:00Z,2024-07-22T11:30:00Z,JERC_048-M-23-20240715,A00000182198,JERC_048-M-23-20240715-CN,A00000181600,JERC_048-M-23-20240715-BA,A00000184029,257.7,Y,used frozen soil for carbon-nitrogen subsample,NA,0009-0007-7619-2255,NA,20251217T194034Z,RELEASE-2026,DP1.10086.001,JERC,2024,sls_bgcSubsampling
af432105-5830-43a5-83e8-a248c28136d6,D03,JERC,JERC_050,JERC_050.basePlot.bgc,2024-07-16T12:29:00Z,2024-07-16T12:29:00Z,NEON.DOC.014048vP,M,2024-07-18T17:20:00Z,2024-07-22T11:30:00Z,JERC_050-M-21-20240716,A00000182192,JERC_050-M-21-20240716-CN,A00000182943,JERC_050-M-21-20240716-BA,A00000184016,220.4,Y,used frozen soil for carbon-nitrogen subsample,NA,0009-0007-7619-2255,NA,20251217T194034Z,RELEASE-2026,DP1.10086.001,JERC,2024,sls_bgcSubsampling
3f02741a-d440-45fe-b446-980accc57a39,D03,JERC,JERC_049,JERC_049.basePlot.bgc,2024-07-16T12:47:00Z,2024-07-16T12:47:00Z,NEON.DOC.014048vP,M,2024-07-18T17:20:00Z,2024-07-22T11:30:00Z,JERC_049-M-21-20240716,A00000182194,JERC_049-M-21-20240716-CN,A00000181622,JERC_049-M-21-20240716-BA,A00000184064,265.7,Y,used frozen soil for carbon-nitrogen subsample,NA,0009-0007-7619-2255,NA,20251217T194034Z,RELEASE-2026,DP1.10086.001,JERC,2024,sls_bgcSubsampling
d2daa430-d77e-490d-a73d-e6214681d547,D03,JERC,JERC_050,JERC_050.basePlot.bgc,2024-07-16T12:52:00Z,2024-07-16T12:52:00Z,NEON.DOC.014048vP,M,2024-07-18T17:20:00Z,2024-07-22T11:30:00Z,JERC_050-M-23-20240716,A00000182191,JERC_050-M-23-20240716-CN,A00000182944,JERC_050-M-23-20240716-BA,A00000184032,261.1,Y,used frozen soil for carbon-nitrogen subsample,NA,0009-0007-7619-2255,NA,20251217T194034Z,RELEASE-2026,DP1.10086.001,JERC,2024,sls_bgcSubsampling
200a0581-8198-4aea-ab40-49d78088f6de,D03,JERC,JERC_050,JERC_050.basePlot.bgc,2024-07-16T13:10:00Z,2024-07-16T13:10:00Z,NEON.DOC.014048vP,M,2024-07-18T17:20:00Z,2024-07-22T11:30:00Z,JERC_050-M-41-20240716,A00000182193,JERC_050-M-41-20240716-CN,A00000182942,JERC_050-M-41-20240716-BA,A00000184048,277.7,Y,used frozen soil for carbon-nitrogen subsample,NA,0009-0007-7619-2255,NA,20251217T194034Z,RELEASE-2026,DP1.10086.001,JERC,2024,sls_bgcSubsampling
