dpID,site,table,years_available_averaged,siteID,plotID,namedLocation,plotType,sampleID,sampleCode,n_raw_records,analyticalRepNumber_mean_2018_2024,dryMass_mean_2018_2024,ligninPercent_mean_2018_2024,cellulosePercent_mean_2018_2024,year_download_mean_2018_2024,collectYear_mean_2018_2024,analyticalRepNumber_mean_2018_2024_unit,dryMass_mean_2018_2024_unit,ligninPercent_mean_2018_2024_unit,cellulosePercent_mean_2018_2024_unit,year_download_mean_2018_2024_unit,collectYear_mean_2018_2024_unit
DP1.10026.001,STER,cfc_lignin,2022,STER,STER_005,STER_005.basePlot.cfc,distributed,5NSA7+zQmwlJ4fACxPuIzuCGjIPmnO366XjUEAa7WIo=,A00000125374,1,1,0.48,2.3,19.41,2022,2022,number,gram,percent,percent,NA,NA
DP1.10026.001,STER,cfc_lignin,2022,STER,STER_006,STER_006.basePlot.cfc,distributed,5NSA7+zQmwkfKAitIJGEGNOnL2zaAOL3+27U+uZ9FpI=,A00000253063,1,1,0.465,2.45,20,2022,2022,number,gram,percent,percent,NA,NA
DP1.10026.001,STER,cfc_lignin,2022,STER,STER_010,STER_010.basePlot.cfc,tower,5NSA7+zQmwkDp5dauQTLtZtWy4k7+Hs7JxR6ZHwNLHg=,A00000253073,1,1,0.494,2.67,21.64,2022,2022,number,gram,percent,percent,NA,NA
DP1.10026.001,STER,cfc_lignin,2022,STER,STER_011,STER_011.basePlot.cfc,tower,5NSA7+zQmwldJrBHkMEqRrr2xaRm8FiX3Yl6rWbgR50=,A00000253071,1,1,0.495,2.4,19.35,2022,2022,number,gram,percent,percent,NA,NA
DP1.10026.001,STER,cfc_lignin,2022,STER,STER_012,STER_012.basePlot.cfc,tower,5NSA7+zQmwmq3PzMF3tvNj0MsQ1Y/+V2V1h+jAkivzU=,A00000253070,1,1,0.475,3.1,21.23,2022,2022,number,gram,percent,percent,NA,NA
DP1.10026.001,STER,cfc_lignin,2022,STER,STER_016,STER_016.basePlot.cfc,tower,5NSA7+zQmwlrndcufPJ7LHNUWiob8xN+cim3KUmEcwY=,A00000253072,1,1,0.502,2.27,18.13,2022,2022,number,gram,percent,percent,NA,NA
DP1.10026.001,STER,cfc_lignin,2022,STER,STER_018,STER_018.basePlot.cfc,distributed,5NSA7+zQmwnT0mEu3GquvmfRF1jh9x9K3WwJnTlZ+ec=,A00000253053,1,1,0.481,2.28,17.67,2022,2022,number,gram,percent,percent,NA,NA
DP1.10026.001,STER,cfc_lignin,2022,STER,STER_026,STER_026.basePlot.cfc,distributed,5NSA7+zQmwmzHMBVPlcrnqGAxAx/2F8XkAFBl6o9++I=,A00000253062,1,1,0.472,2.18,9.78,2022,2022,number,gram,percent,percent,NA,NA
DP1.10026.001,STER,cfc_lignin,2022,STER,STER_027,STER_027.basePlot.cfc,distributed,5NSA7+zQmwlQog/R+CrCTWG8MxfFbV3Ze3R+KQtH6Vs=,A00000253061,1,1,0.494,2.71,20.17,2022,2022,number,gram,percent,percent,NA,NA
DP1.10026.001,STER,cfc_lignin,2022,STER,STER_028,STER_028.basePlot.cfc,distributed,5NSA7+zQmwngghHiif86VxmV5NzhB/kXyzMf6DHxnvs=,A00000253060,1,1,0.493,2.2,10.68,2022,2022,number,gram,percent,percent,NA,NA
DP1.10026.001,STER,cfc_lignin,2022,STER,STER_029,STER_029.basePlot.cfc,distributed,5NSA7+zQmwnmHlDFEtR3Nv5EIC5S4E4RGNq/URMKqj8=,A00000253059,1,1,0.49,2.56,20.08,2022,2022,number,gram,percent,percent,NA,NA
DP1.10026.001,STER,cfc_lignin,2022,STER,STER_031,STER_031.basePlot.cfc,distributed,5NSA7+zQmwkZurTm+o8jt4UIg7lxaAeCYSmSouMMnVY=,A00000253058,1,1,0.49,2.24,16.78,2022,2022,number,gram,percent,percent,NA,NA
DP1.10026.001,STER,cfc_lignin,2022,STER,STER_032,STER_032.basePlot.cfc,distributed,5NSA7+zQmwmZb0Blc0RH0zm25QpnVNFzgPVfQ9yfoWQ=,A00000253057,1,1,0.486,2.56,10.4,2022,2022,number,gram,percent,percent,NA,NA
DP1.10026.001,STER,cfc_lignin,2022,STER,STER_033,STER_033.basePlot.cfc,distributed,5NSA7+zQmwnsu5pQmxngFV2fBhx0nFzd5hY7txCuXlU=,A00000253500,1,1,0.495,2.77,25.3,2022,2022,number,gram,percent,percent,NA,NA
DP1.10026.001,STER,cfc_lignin,2022,STER,STER_034,STER_034.basePlot.cfc,distributed,5NSA7+zQmwn9hZ7i/Ee93CWVIML6LtMJgmYyS/xKZVI=,A00000253055,1,1,0.474,1.91,23.32,2022,2022,number,gram,percent,percent,NA,NA
DP1.10026.001,STER,cfc_lignin,2022,STER,STER_035,STER_035.basePlot.cfc,distributed,5NSA7+zQmwmmpvTkFPxGzI0AJuDFL4zRpCWRV8lMWMk=,A00000253054,1,1,0.462,2.3,19.33,2022,2022,number,gram,percent,percent,NA,NA
