dpID,site,table,years_available_averaged,siteID,plotID,namedLocation,plotType,sampleID,sampleCode,n_raw_records,d15N_mean_2018_2024,d13C_mean_2018_2024,nitrogenPercent_mean_2018_2024,carbonPercent_mean_2018_2024,CNratio_mean_2018_2024,analyticalRepNumber_mean_2018_2024,year_download_mean_2018_2024,collectYear_mean_2018_2024,d15N_mean_2018_2024_unit,d13C_mean_2018_2024_unit,nitrogenPercent_mean_2018_2024_unit,carbonPercent_mean_2018_2024_unit,CNratio_mean_2018_2024_unit,analyticalRepNumber_mean_2018_2024_unit,year_download_mean_2018_2024_unit,collectYear_mean_2018_2024_unit
DP1.10026.001,WOOD,cfc_carbonNitrogen,2021,WOOD,WOOD_001,WOOD_001.basePlot.cfc,distributed,xZ/4LGAq2g67m1KX+4fS/ZpJumSgrcTVZxKcPi3ZECM=,A00000238693,2,-0.7,-27,1.56,36.31,NA,1,2021,2021,permill,permill,percent,percent,NA,number,NA,NA
DP1.10026.001,WOOD,cfc_carbonNitrogen,2021,WOOD,WOOD_002,WOOD_002.basePlot.cfc,distributed,xZ/4LGAq2g6TUwymTuahBnmOKHlluJzertA4nR3gNaQ=,A00000238694,2,1.8,-27.5,2.1,41.41,NA,1,2021,2021,permill,permill,percent,percent,NA,number,NA,NA
DP1.10026.001,WOOD,cfc_carbonNitrogen,2021,WOOD,WOOD_003,WOOD_003.basePlot.cfc,distributed,xZ/4LGAq2g4AJlIzew7Wf+AsfzLSQDQQpy76ANXLCTA=,A00000238695,2,-1.9,-25.6,1.79,38.43,NA,1,2021,2021,permill,permill,percent,percent,NA,number,NA,NA
DP1.10026.001,WOOD,cfc_carbonNitrogen,2021,WOOD,WOOD_004,WOOD_004.basePlot.cfc,distributed,xZ/4LGAq2g5Rur2MuF0BDWEOLn07S0hdDV2LSwCgs5k=,A00000238696,2,0.5,-27.4,1.71,36.71,NA,1,2021,2021,permill,permill,percent,percent,NA,number,NA,NA
DP1.10026.001,WOOD,cfc_carbonNitrogen,2021,WOOD,WOOD_005,WOOD_005.basePlot.cfc,distributed,xZ/4LGAq2g7nI++B8hJ/gl8nsd5H8A9KGX6un6dW7ek=,A00000238697,2,1.8,-27.3,3.13,45.52,NA,1,2021,2021,permill,permill,percent,percent,NA,number,NA,NA
DP1.10026.001,WOOD,cfc_carbonNitrogen,2021,WOOD,WOOD_006,WOOD_006.basePlot.cfc,distributed,xZ/4LGAq2g63XXbJ/Ii4dFjuS+ihGjn+54/9AYR3h7U=,A00000238698,2,-1,-26.6,1.6,37.7,NA,1,2021,2021,permill,permill,percent,percent,NA,number,NA,NA
DP1.10026.001,WOOD,cfc_carbonNitrogen,2021,WOOD,WOOD_007,WOOD_007.basePlot.cfc,distributed,xZ/4LGAq2g6obzXPzJjcvZ0c1GOAeJhG7lFu+oCGKoY=,A00000238699,2,-3.3,-21.9,1.27,38.77,NA,1,2021,2021,permill,permill,percent,percent,NA,number,NA,NA
DP1.10026.001,WOOD,cfc_carbonNitrogen,2021,WOOD,WOOD_008,WOOD_008.basePlot.cfc,distributed,xZ/4LGAq2g6Qj6dihqFckAB9FijJ3chBCHOUco4zaHk=,A00000238700,2,0,-27.9,1.75,39.61,NA,1,2021,2021,permill,permill,percent,percent,NA,number,NA,NA
DP1.10026.001,WOOD,cfc_carbonNitrogen,2021,WOOD,WOOD_009,WOOD_009.basePlot.cfc,distributed,xZ/4LGAq2g7M7/vSyUFd08QcgiwCnmwzUjbEz74PaDA=,A00000238701,4,-0.9,-26.3,1.565,37.64,NA,1.5,2021,2021,permill,permill,percent,percent,NA,number,NA,NA
DP1.10026.001,WOOD,cfc_carbonNitrogen,2021,WOOD,WOOD_010,WOOD_010.basePlot.cfc,distributed,xZ/4LGAq2g62z+5tzOwCpdDL65x3d9WHKVtyQmwby6Q=,A00000238702,2,-1.1,-25.6,1.67,38.76,NA,1,2021,2021,permill,permill,percent,percent,NA,number,NA,NA
