dpID,site,year,table
DP1.10086.001,HARV,2018,categoricalCodes_10086
DP1.10086.001,HARV,2018,citation_10086_RELEASE-2026
DP1.10086.001,HARV,2018,issueLog_10086
DP1.10086.001,HARV,2018,ntr_externalLab
DP1.10086.001,HARV,2018,ntr_internalLab
DP1.10086.001,HARV,2018,ntr_internalLabBlanks
DP1.10086.001,HARV,2018,readme_10086
DP1.10086.001,HARV,2018,sls_bgcSubsampling
DP1.10086.001,HARV,2018,sls_metagenomicsPooling
DP1.10086.001,HARV,2018,sls_soilChemistry
DP1.10086.001,HARV,2018,sls_soilCoreCollection
DP1.10086.001,HARV,2018,sls_soilMoisture
DP1.10086.001,HARV,2018,sls_soilpH
DP1.10086.001,HARV,2018,validation_10086
DP1.10086.001,HARV,2018,variables_10086
DP1.10086.001,HARV,2019,categoricalCodes_10086
DP1.10086.001,HARV,2019,citation_10086_RELEASE-2026
DP1.10086.001,HARV,2019,issueLog_10086
DP1.10086.001,HARV,2019,readme_10086
DP1.10086.001,HARV,2019,sls_metagenomicsPooling
DP1.10086.001,HARV,2019,sls_soilCoreCollection
DP1.10086.001,HARV,2019,sls_soilMoisture
DP1.10086.001,HARV,2019,sls_soilpH
DP1.10086.001,HARV,2019,validation_10086
DP1.10086.001,HARV,2019,variables_10086
DP1.10086.001,HARV,2020,categoricalCodes_10086
DP1.10086.001,HARV,2020,citation_10086_RELEASE-2026
DP1.10086.001,HARV,2020,issueLog_10086
DP1.10086.001,HARV,2020,readme_10086
DP1.10086.001,HARV,2020,sls_metagenomicsPooling
DP1.10086.001,HARV,2020,sls_soilCoreCollection
DP1.10086.001,HARV,2020,sls_soilMoisture
DP1.10086.001,HARV,2020,sls_soilpH
DP1.10086.001,HARV,2020,validation_10086
DP1.10086.001,HARV,2020,variables_10086
DP1.10086.001,HARV,2021,categoricalCodes_10086
DP1.10086.001,HARV,2021,citation_10086_RELEASE-2026
DP1.10086.001,HARV,2021,issueLog_10086
DP1.10086.001,HARV,2021,readme_10086
DP1.10086.001,HARV,2021,sls_metagenomicsPooling
DP1.10086.001,HARV,2021,sls_soilCoreCollection
DP1.10086.001,HARV,2021,sls_soilMoisture
DP1.10086.001,HARV,2021,sls_soilpH
