dpID,site,table,years_averaged,siteID,plotID,namedLocation,horizon,n_raw_records,boatMass_mean_2018_2024,freshMassBoatMass_mean_2018_2024,dryMassBoatMass_mean_2018_2024,soilMoisture_mean_2018_2024,dryMassFraction_mean_2018_2024,year_download_mean_2018_2024,collectYear_mean_2018_2024,boatMass_mean_2018_2024_unit,freshMassBoatMass_mean_2018_2024_unit,dryMassBoatMass_mean_2018_2024_unit,soilMoisture_mean_2018_2024_unit,dryMassFraction_mean_2018_2024_unit,year_download_mean_2018_2024_unit,collectYear_mean_2018_2024_unit
DP1.10086.001,HEAL,sls_soilMoisture,2018-2024,HEAL,HEAL_001,HEAL_001.basePlot.bgc,O,24,2.223333333333333,7.25375,3.0820833333333333,5.910041666666666,0.17045833333333332,2021,2021,gram,gram,gram,gramsPerGram,NA,NA,NA
DP1.10086.001,HEAL,sls_soilMoisture,2018-2024,HEAL,HEAL_004,HEAL_004.basePlot.bgc,M,6,2.3049999999999997,12.31,5.413333333333333,2.4936666666666665,0.31083333333333335,2021,2021,gram,gram,gram,gramsPerGram,NA,NA,NA
DP1.10086.001,HEAL,sls_soilMoisture,2018-2024,HEAL,HEAL_004,HEAL_004.basePlot.bgc,O,23,2.2382608695652175,7.276086956521739,3.4904347826086957,3.7731739130434785,0.24930434782608696,2020.9130434782608,2020.9130434782608,gram,gram,gram,gramsPerGram,NA,NA,NA
DP1.10086.001,HEAL,sls_soilMoisture,2018-2024,HEAL,HEAL_005,HEAL_005.basePlot.bgc,M,6,2.2666666666666666,9.778333333333334,5.871666666666666,1.8878333333333335,0.43316666666666664,2021,2021,gram,gram,gram,gramsPerGram,NA,NA,NA
DP1.10086.001,HEAL,sls_soilMoisture,2018-2024,HEAL,HEAL_005,HEAL_005.basePlot.bgc,O,24,2.2420833333333334,7.3,3.392916666666667,3.8329166666666667,0.22820833333333332,2021,2021,gram,gram,gram,gramsPerGram,NA,NA,NA
DP1.10086.001,HEAL,sls_soilMoisture,2018-2024,HEAL,HEAL_010,HEAL_010.basePlot.bgc,M,6,2.2466666666666666,12.254999999999999,8.991666666666667,0.51,0.6738333333333333,2021,2021,gram,gram,gram,gramsPerGram,NA,NA,NA
DP1.10086.001,HEAL,sls_soilMoisture,2018-2024,HEAL,HEAL_010,HEAL_010.basePlot.bgc,O,24,2.243333333333333,7.275,3.3154166666666667,4.193291666666667,0.21354166666666666,2021,2021,gram,gram,gram,gramsPerGram,NA,NA,NA
DP1.10086.001,HEAL,sls_soilMoisture,2018-2024,HEAL,HEAL_011,HEAL_011.basePlot.bgc,M,5,2.186,12.218,6.386,2.5458,0.4182,2021,2021,gram,gram,gram,gramsPerGram,NA,NA,NA
DP1.10086.001,HEAL,sls_soilMoisture,2018-2024,HEAL,HEAL_011,HEAL_011.basePlot.bgc,O,24,2.2245833333333334,7.270416666666667,3.2045833333333333,4.810666666666666,0.193875,2021,2021,gram,gram,gram,gramsPerGram,NA,NA,NA
DP1.10086.001,HEAL,sls_soilMoisture,2018-2024,HEAL,HEAL_025,HEAL_025.basePlot.bgc,M,6,2.2866666666666666,12.32,8.233333333333334,0.7096666666666667,0.5928333333333333,2021,2021,gram,gram,gram,gramsPerGram,NA,NA,NA
DP1.10086.001,HEAL,sls_soilMoisture,2018-2024,HEAL,HEAL_025,HEAL_025.basePlot.bgc,O,23,2.2399999999999998,7.28,3.7817391304347825,2.6076521739130434,0.3056521739130435,2020.9130434782608,2020.9130434782608,gram,gram,gram,gramsPerGram,NA,NA,NA
DP1.10086.001,HEAL,sls_soilMoisture,2018-2024,HEAL,HEAL_045,HEAL_045.basePlot.bgc,M,2,2.225,9.73,3.5700000000000003,4.4305,0.1875,2021,2021,gram,gram,gram,gramsPerGram,NA,NA,NA
DP1.10086.001,HEAL,sls_soilMoisture,2018-2024,HEAL,HEAL_045,HEAL_045.basePlot.bgc,O,24,2.2158333333333333,7.24375,2.99375,5.80825,0.15475,2021,2021,gram,gram,gram,gramsPerGram,NA,NA,NA
DP1.10086.001,HEAL,sls_soilMoisture,2018-2024,HEAL,HEAL_046,HEAL_046.basePlot.bgc,M,6,2.2416666666666667,8.908333333333333,5.49,1.8508333333333333,0.42333333333333334,2021,2021,gram,gram,gram,gramsPerGram,NA,NA,NA
DP1.10086.001,HEAL,sls_soilMoisture,2018-2024,HEAL,HEAL_046,HEAL_046.basePlot.bgc,O,24,2.2204166666666665,7.265416666666667,3.631666666666667,3.4832083333333332,0.27979166666666666,2021,2021,gram,gram,gram,gramsPerGram,NA,NA,NA
DP1.10086.001,HEAL,sls_soilMoisture,2018-2024,HEAL,HEAL_047,HEAL_047.basePlot.bgc,M,6,2.288333333333333,12.288333333333334,9.533333333333333,0.395,0.7244999999999999,2021,2021,gram,gram,gram,gramsPerGram,NA,NA,NA
DP1.10086.001,HEAL,sls_soilMoisture,2018-2024,HEAL,HEAL_047,HEAL_047.basePlot.bgc,O,24,2.2304166666666667,7.27125,3.774166666666667,2.4717083333333334,0.3060833333333333,2021,2021,gram,gram,gram,gramsPerGram,NA,NA,NA
DP1.10086.001,HEAL,sls_soilMoisture,2018-2024,HEAL,HEAL_048,HEAL_048.basePlot.bgc,M,4,2.2775,9.7775,4.1975,3.47975,0.2385,2021,2021,gram,gram,gram,gramsPerGram,NA,NA,NA
DP1.10086.001,HEAL,sls_soilMoisture,2018-2024,HEAL,HEAL_048,HEAL_048.basePlot.bgc,O,24,2.22125,7.280833333333333,3.07125,6.065875,0.16770833333333335,2021,2021,gram,gram,gram,gramsPerGram,NA,NA,NA
