dpID,site,table,years_available_averaged,siteID,namedLocation,plotType,sampleID,sampleCode,n_raw_records,freshMass_mean_2018_2024,dryMass_mean_2018_2024,scannedLeafNumber_mean_2018_2024,leafArea_mean_2018_2024,percentGreen_mean_2018_2024,leafMassPerArea_mean_2018_2024,dryMassFraction_mean_2018_2024,year_download_mean_2018_2024,collectYear_mean_2018_2024,freshMass_mean_2018_2024_unit,dryMass_mean_2018_2024_unit,scannedLeafNumber_mean_2018_2024_unit,leafArea_mean_2018_2024_unit,percentGreen_mean_2018_2024_unit,leafMassPerArea_mean_2018_2024_unit,dryMassFraction_mean_2018_2024_unit,year_download_mean_2018_2024_unit,collectYear_mean_2018_2024_unit
DP1.10026.001,SOAP,cfc_LMA,"2018,2024",SOAP,SOAP_001.basePlot.cfc,distributed,P3kunhL9imAtCqDUp1aNJKDALrRedjhrxLjepgp+t2M=,NA,1,2.79,1.4,16,21052,100,66.5,0.502,2018,2018,gram,gram,number,squareMillimeter,percent,gramsPerSquareMeter,NA,NA,NA
DP1.10026.001,SOAP,cfc_LMA,"2018,2024",SOAP,SOAP_001.basePlot.cfc,distributed,P3kunhL9imAtCqDUp1aNJKy/gctCbpftGFWl76j+I3E=,NA,1,2.58,1.46,16,21203,100,68.9,0.566,2018,2018,gram,gram,number,squareMillimeter,percent,gramsPerSquareMeter,NA,NA,NA
DP1.10026.001,SOAP,cfc_LMA,"2018,2024",SOAP,SOAP_001.basePlot.cfc,distributed,P3kunhL9imCIrq52CTp1qTbQw84JydRMQDXKavvDIBY=,NA,1,2.68,1.46,20,11346,100,128.7,0.545,2018,2018,gram,gram,number,squareMillimeter,percent,gramsPerSquareMeter,NA,NA,NA
DP1.10026.001,SOAP,cfc_LMA,"2018,2024",SOAP,SOAP_002.basePlot.cfc,distributed,P3kunhL9imALecDVNNols+Hs2m+9sYqcfzHqq4HPjdY=,NA,1,0.75,0.26,19,4759,90,54.6,0.347,2018,2018,gram,gram,number,squareMillimeter,percent,gramsPerSquareMeter,NA,NA,NA
DP1.10026.001,SOAP,cfc_LMA,"2018,2024",SOAP,SOAP_002.basePlot.cfc,distributed,P3kunhL9imDcMwJNR7pXD44rHggdR4ZwJ5ywFytmgoo=,NA,1,4.23,1.95,28,9403,100,207.4,0.461,2018,2018,gram,gram,number,squareMillimeter,percent,gramsPerSquareMeter,NA,NA,NA
DP1.10026.001,SOAP,cfc_LMA,"2018,2024",SOAP,SOAP_002.basePlot.cfc,distributed,P3kunhL9imDcMwJNR7pXD7J+nm5NB1mbR1eqYhuIsw4=,NA,1,3.39,1.67,22,7953,100,210,0.493,2018,2018,gram,gram,number,squareMillimeter,percent,gramsPerSquareMeter,NA,NA,NA
DP1.10026.001,SOAP,cfc_LMA,"2018,2024",SOAP,SOAP_002.basePlot.cfc,distributed,P3kunhL9imDcMwJNR7pXD9JwOM1O9//SsQlYaD0gEUo=,NA,1,5.12,2.49,21,9717,100,256.3,0.486,2018,2018,gram,gram,number,squareMillimeter,percent,gramsPerSquareMeter,NA,NA,NA
DP1.10026.001,SOAP,cfc_LMA,"2018,2024",SOAP,SOAP_002.basePlot.cfc,distributed,P3kunhL9imDcMwJNR7pXD9ezxovhVLBtZHG4ujSvcLE=,A00000097800,1,4.132,2.159,35,8385,100,257.5,0.523,2024,2024,gram,gram,number,squareMillimeter,percent,gramsPerSquareMeter,NA,NA,NA
DP1.10026.001,SOAP,cfc_LMA,"2018,2024",SOAP,SOAP_002.basePlot.cfc,distributed,P3kunhL9imDcMwJNR7pXDxz+2o3he89fK3NV92RE8JQ=,A00000097801,1,2.738,1.525,28,4464,100,341.6,0.557,2024,2024,gram,gram,number,squareMillimeter,percent,gramsPerSquareMeter,NA,NA,NA
DP1.10026.001,SOAP,cfc_LMA,"2018,2024",SOAP,SOAP_003.basePlot.cfc,distributed,P3kunhL9imBUYX2b4c4yGAbJnRybvSALgWtgd4gyFjY=,A00000395023,1,5.521,2.669,22,7470,100,357.3,0.483,2024,2024,gram,gram,number,squareMillimeter,percent,gramsPerSquareMeter,NA,NA,NA
DP1.10026.001,SOAP,cfc_LMA,"2018,2024",SOAP,SOAP_003.basePlot.cfc,distributed,P3kunhL9imBUYX2b4c4yGAbJnRybvSALnNcwhE7+4HI=,A00000395760,1,5.082,1.967,24,7000.7,85,281,0.387,2024,2024,gram,gram,number,squareMillimeter,percent,gramsPerSquareMeter,NA,NA,NA
