dpID,site,table,years_averaged,siteID,plotID,namedLocation,horizon,n_raw_records,boatMass_mean_2018_2024,freshMassBoatMass_mean_2018_2024,dryMassBoatMass_mean_2018_2024,soilMoisture_mean_2018_2024,dryMassFraction_mean_2018_2024,year_download_mean_2018_2024,collectYear_mean_2018_2024,boatMass_mean_2018_2024_unit,freshMassBoatMass_mean_2018_2024_unit,dryMassBoatMass_mean_2018_2024_unit,soilMoisture_mean_2018_2024_unit,dryMassFraction_mean_2018_2024_unit,year_download_mean_2018_2024_unit,collectYear_mean_2018_2024_unit
DP1.10086.001,BLAN,sls_soilMoisture,2018-2024,BLAN,BLAN_001,BLAN_001.basePlot.bgc,M,63,2.13515873015873,12.126174603174602,10.352746031746031,0.21803174603174602,0.8224920634920635,2021,2021,gram,gram,gram,gramsPerGram,NA,NA,NA
DP1.10086.001,BLAN,sls_soilMoisture,2018-2024,BLAN,BLAN_002,BLAN_002.basePlot.bgc,M,9,2.154,12.20888888888889,10.214888888888888,0.2478888888888889,0.8016666666666666,2018,2018,gram,gram,gram,gramsPerGram,NA,NA,NA
DP1.10086.001,BLAN,sls_soilMoisture,2018-2024,BLAN,BLAN_003,BLAN_003.basePlot.bgc,M,63,2.1473174603174603,12.222285714285714,10.597269841269842,0.19638095238095238,0.838920634920635,2021,2021,gram,gram,gram,gramsPerGram,NA,NA,NA
DP1.10086.001,BLAN,sls_soilMoisture,2018-2024,BLAN,BLAN_004,BLAN_004.basePlot.bgc,M,63,2.1403015873015874,12.16968253968254,10.547063492063492,0.19566666666666666,0.837920634920635,2020.6190476190477,2020.6190476190477,gram,gram,gram,gramsPerGram,NA,NA,NA
DP1.10086.001,BLAN,sls_soilMoisture,2018-2024,BLAN,BLAN_005,BLAN_005.basePlot.bgc,M,69,2.1438115942028984,12.162884057971015,10.326376811594203,0.22905797101449274,0.8168405797101449,2020.9130434782608,2020.9130434782608,gram,gram,gram,gramsPerGram,NA,NA,NA
DP1.10086.001,BLAN,sls_soilMoisture,2018-2024,BLAN,BLAN_006,BLAN_006.basePlot.bgc,M,51,2.1415098039215685,12.156509803921569,10.72112,0.16924,0.85676,2021.5294117647059,2021.5294117647059,gram,gram,gram,gramsPerGram,NA,NA,NA
DP1.10086.001,BLAN,sls_soilMoisture,2018-2024,BLAN,BLAN_007,BLAN_007.basePlot.bgc,M,66,2.1381060606060607,12.179424242424243,10.11469696969697,0.26315151515151514,0.794530303030303,2020.909090909091,2020.909090909091,gram,gram,gram,gramsPerGram,NA,NA,NA
DP1.10086.001,BLAN,sls_soilMoisture,2018-2024,BLAN,BLAN_008,BLAN_008.basePlot.bgc,M,3,2.13,12.236666666666666,10.719999999999999,0.17666666666666667,0.8496666666666667,2024,2024,gram,gram,gram,gramsPerGram,NA,NA,NA
DP1.10086.001,BLAN,sls_soilMoisture,2018-2024,BLAN,BLAN_031,BLAN_031.basePlot.bgc,M,69,2.1409420289855072,12.193101449275362,10.721115942028986,0.17440579710144927,0.8535507246376811,2020.9130434782608,2020.9130434782608,gram,gram,gram,gramsPerGram,NA,NA,NA
DP1.10086.001,BLAN,sls_soilMoisture,2018-2024,BLAN,BLAN_032,BLAN_032.basePlot.bgc,M,69,2.1278405797101447,12.120420289855073,10.552275362318841,0.18855072463768116,0.843391304347826,2020.9130434782608,2020.9130434782608,gram,gram,gram,gramsPerGram,NA,NA,NA
DP1.10086.001,BLAN,sls_soilMoisture,2018-2024,BLAN,BLAN_033,BLAN_033.basePlot.bgc,M,69,2.1021014492753625,12.16476811594203,10.674826086956521,0.17547826086956522,0.8519420289855072,2020.9130434782608,2020.9130434782608,gram,gram,gram,gramsPerGram,NA,NA,NA
DP1.10086.001,BLAN,sls_soilMoisture,2018-2024,BLAN,BLAN_038,BLAN_038.basePlot.bgc,M,69,2.0438840579710145,12.084826086956522,10.527188405797101,0.18610144927536232,0.8448985507246377,2020.9130434782608,2020.9130434782608,gram,gram,gram,gramsPerGram,NA,NA,NA
