dpID,site,table,years_averaged,siteID,plotID,namedLocation,plotType,horizon,sampleTopDepth,sampleBottomDepth,sampleExtent,n_raw_records,coreCoordinateX_mean_2018_2024,coreCoordinateY_mean_2018_2024,decimalLatitude_mean_2018_2024,decimalLongitude_mean_2018_2024,coordinateUncertainty_mean_2018_2024,elevation_mean_2018_2024,elevationUncertainty_mean_2018_2024,standingWaterDepth_mean_2018_2024,soilTemp_mean_2018_2024,litterDepth_mean_2018_2024,soilCoreCount_mean_2018_2024,year_download_mean_2018_2024,collectYear_mean_2018_2024,coreCoordinateX_mean_2018_2024_unit,coreCoordinateY_mean_2018_2024_unit,decimalLatitude_mean_2018_2024_unit,decimalLongitude_mean_2018_2024_unit,coordinateUncertainty_mean_2018_2024_unit,elevation_mean_2018_2024_unit,elevationUncertainty_mean_2018_2024_unit,standingWaterDepth_mean_2018_2024_unit,soilTemp_mean_2018_2024_unit,litterDepth_mean_2018_2024_unit,soilCoreCount_mean_2018_2024_unit,year_download_mean_2018_2024_unit,collectYear_mean_2018_2024_unit
DP1.10086.001,SCBI,sls_soilCoreCollection,2018-2024,SCBI,SCBI_003,SCBI_003.basePlot.bgc,distributed,M,0,8.2,obstruction,1,31.5,8,38.883308,-78.120371,20.2,566,0.43,0,9.4,2.5,1,2022,2022,meter,meter,decimalDegree,decimalDegree,meter,meter,meter,centimeter,degree,centimeter,number,NA,NA
DP1.10086.001,SCBI,sls_soilCoreCollection,2018-2024,SCBI,SCBI_003,SCBI_003.basePlot.bgc,distributed,M,0,20,maximum,1,13.5,4.5,38.883308,-78.120371,20.2,566,0.43,0,20,0,2,2018,2018,meter,meter,decimalDegree,decimalDegree,meter,meter,meter,centimeter,degree,centimeter,number,NA,NA
DP1.10086.001,SCBI,sls_soilCoreCollection,2018-2024,SCBI,SCBI_003,SCBI_003.basePlot.bgc,distributed,M,0,22.2,obstruction,1,31,36,38.883308,-78.120371,20.2,566,0.43,0,19.7,2.5,3,2023,2023,meter,meter,decimalDegree,decimalDegree,meter,meter,meter,centimeter,degree,centimeter,number,NA,NA
DP1.10086.001,SCBI,sls_soilCoreCollection,2018-2024,SCBI,SCBI_003,SCBI_003.basePlot.bgc,distributed,M,0,23.3,obstruction,1,38,17,38.883308,-78.120371,20.2,566,0.43,0,19.5,2,2,2018,2018,meter,meter,decimalDegree,decimalDegree,meter,meter,meter,centimeter,degree,centimeter,number,NA,NA
DP1.10086.001,SCBI,sls_soilCoreCollection,2018-2024,SCBI,SCBI_003,SCBI_003.basePlot.bgc,distributed,M,0,24.9,obstruction,1,30.5,15.5,38.883308,-78.120371,20.2,566,0.43,0,13.1,1.5,3,2024,2024,meter,meter,decimalDegree,decimalDegree,meter,meter,meter,centimeter,degree,centimeter,number,NA,NA
DP1.10086.001,SCBI,sls_soilCoreCollection,2018-2024,SCBI,SCBI_003,SCBI_003.basePlot.bgc,distributed,M,0,25,obstruction,1,9.5,6,38.883308,-78.120371,20.2,566,0.43,0,8.1,3,1,2022,2022,meter,meter,decimalDegree,decimalDegree,meter,meter,meter,centimeter,degree,centimeter,number,NA,NA
DP1.10086.001,SCBI,sls_soilCoreCollection,2018-2024,SCBI,SCBI_003,SCBI_003.basePlot.bgc,distributed,M,0,25.7,obstruction,1,1,14.5,38.883308,-78.120371,20.2,566,0.43,0,5.2,0.3,3,2019,2019,meter,meter,decimalDegree,decimalDegree,meter,meter,meter,centimeter,degree,centimeter,number,NA,NA
DP1.10086.001,SCBI,sls_soilCoreCollection,2018-2024,SCBI,SCBI_003,SCBI_003.basePlot.bgc,distributed,M,0,26,obstruction,1,1.5,14,38.883308,-78.120371,20.2,566,0.43,0,17.9,0.8,2,2022,2022,meter,meter,decimalDegree,decimalDegree,meter,meter,meter,centimeter,degree,centimeter,number,NA,NA
DP1.10086.001,SCBI,sls_soilCoreCollection,2018-2024,SCBI,SCBI_003,SCBI_003.basePlot.bgc,distributed,M,0,26.3,maximum,1,20,38.5,38.883308,-78.120371,20.2,566,0.43,0,19.5,0.5,1,2018,2018,meter,meter,decimalDegree,decimalDegree,meter,meter,meter,centimeter,degree,centimeter,number,NA,NA
DP1.10086.001,SCBI,sls_soilCoreCollection,2018-2024,SCBI,SCBI_003,SCBI_003.basePlot.bgc,distributed,M,0,26.5,obstruction,1,18.5,34,38.883308,-78.120371,20.2,566,0.43,0,11.7,3,1,2022,2022,meter,meter,decimalDegree,decimalDegree,meter,meter,meter,centimeter,degree,centimeter,number,NA,NA
