dpID,site,table,years_averaged,siteID,plotID,namedLocation,plotType,horizon,sampleTopDepth,sampleBottomDepth,sampleExtent,n_raw_records,coreCoordinateX_mean_2018_2024,coreCoordinateY_mean_2018_2024,decimalLatitude_mean_2018_2024,decimalLongitude_mean_2018_2024,coordinateUncertainty_mean_2018_2024,elevation_mean_2018_2024,elevationUncertainty_mean_2018_2024,standingWaterDepth_mean_2018_2024,soilTemp_mean_2018_2024,litterDepth_mean_2018_2024,soilCoreCount_mean_2018_2024,year_download_mean_2018_2024,collectYear_mean_2018_2024,coreCoordinateX_mean_2018_2024_unit,coreCoordinateY_mean_2018_2024_unit,decimalLatitude_mean_2018_2024_unit,decimalLongitude_mean_2018_2024_unit,coordinateUncertainty_mean_2018_2024_unit,elevation_mean_2018_2024_unit,elevationUncertainty_mean_2018_2024_unit,standingWaterDepth_mean_2018_2024_unit,soilTemp_mean_2018_2024_unit,litterDepth_mean_2018_2024_unit,soilCoreCount_mean_2018_2024_unit,year_download_mean_2018_2024_unit,collectYear_mean_2018_2024_unit
DP1.10086.001,TALL,sls_soilCoreCollection,2018-2024,TALL,TALL_001,TALL_001.basePlot.bgc,distributed,M,0,25,maximum,1,38.5,28,32.977665,-87.432705,20.2,100.3,0.21,0,19.5,3,1,2018,2018,meter,meter,decimalDegree,decimalDegree,meter,meter,meter,centimeter,degree,centimeter,number,NA,NA
DP1.10086.001,TALL,sls_soilCoreCollection,2018-2024,TALL,TALL_001,TALL_001.basePlot.bgc,distributed,M,0,26,maximum,1,13,30,32.977665,-87.432705,20.2,100.3,0.21,0,14.4,1,1,2021,2021,meter,meter,decimalDegree,decimalDegree,meter,meter,meter,centimeter,degree,centimeter,number,NA,NA
DP1.10086.001,TALL,sls_soilCoreCollection,2018-2024,TALL,TALL_001,TALL_001.basePlot.bgc,distributed,M,0,27,maximum,1,28,6.5,32.977665,-87.432705,20.2,100.3,0.21,0,15,0.5,1,2021,2021,meter,meter,decimalDegree,decimalDegree,meter,meter,meter,centimeter,degree,centimeter,number,NA,NA
DP1.10086.001,TALL,sls_soilCoreCollection,2018-2024,TALL,TALL_001,TALL_001.basePlot.bgc,distributed,M,0,29,maximum,13,17.923076923076923,24.923076923076923,32.977665,-87.432705,20.2,100.3,0.21,0,18.553846153846155,2.5,1,2020.8461538461538,2020.8461538461538,meter,meter,decimalDegree,decimalDegree,meter,meter,meter,centimeter,degree,centimeter,number,NA,NA
DP1.10086.001,TALL,sls_soilCoreCollection,2018-2024,TALL,TALL_001,TALL_001.basePlot.bgc,distributed,M,0,29.5,maximum,5,26.3,12.4,32.977665,-87.432705,20.2,100.3,0.21,0,18.32,2.9,1,2021.4,2021.4,meter,meter,decimalDegree,decimalDegree,meter,meter,meter,centimeter,degree,centimeter,number,NA,NA
DP1.10086.001,TALL,sls_soilCoreCollection,2018-2024,TALL,TALL_001,TALL_001.basePlot.bgc,distributed,M,0,30,maximum,21,20.095238095238095,19.238095238095237,32.977665,-87.432705,20.2,100.3,0.21,0,19.30952380952381,3.6142857142857143,1,2021.2380952380952,2021.2380952380952,meter,meter,decimalDegree,decimalDegree,meter,meter,meter,centimeter,degree,centimeter,number,NA,NA
DP1.10086.001,TALL,sls_soilCoreCollection,2018-2024,TALL,TALL_001,TALL_001.basePlot.bgc,distributed,M,0,30,obstruction,1,31.5,34.5,32.977665,-87.432705,20.2,100.3,0.21,0,17.2,3.5,1,2022,2022,meter,meter,decimalDegree,decimalDegree,meter,meter,meter,centimeter,degree,centimeter,number,NA,NA
DP1.10086.001,TALL,sls_soilCoreCollection,2018-2024,TALL,TALL_001,TALL_001.basePlot.bgc,distributed,M,0,30.5,maximum,9,20.88888888888889,14.61111111111111,32.977665,-87.432705,20.2,100.3,0.21,0,19.1,2.8444444444444446,1,2022.111111111111,2022.111111111111,meter,meter,decimalDegree,decimalDegree,meter,meter,meter,centimeter,degree,centimeter,number,NA,NA
DP1.10086.001,TALL,sls_soilCoreCollection,2018-2024,TALL,TALL_001,TALL_001.basePlot.bgc,distributed,M,0,31,maximum,12,21.875,15.958333333333334,32.977665,-87.432705,20.2,100.3,0.21,0,18.433333333333334,2.7083333333333335,1,2020.9166666666667,2020.9166666666667,meter,meter,decimalDegree,decimalDegree,meter,meter,meter,centimeter,degree,centimeter,number,NA,NA
DP1.10086.001,TALL,sls_soilCoreCollection,2018-2024,TALL,TALL_001,TALL_001.basePlot.bgc,distributed,M,0,31.5,maximum,2,30.75,21.25,32.977665,-87.432705,20.2,100.3,0.21,0,15.5,3.5,1,2021,2021,meter,meter,decimalDegree,decimalDegree,meter,meter,meter,centimeter,degree,centimeter,number,NA,NA
DP1.10086.001,TALL,sls_soilCoreCollection,2018-2024,TALL,TALL_001,TALL_001.basePlot.bgc,distributed,M,0,32,maximum,2,2.75,9.75,32.977665,-87.432705,20.2,100.3,0.21,0,21.45,3,1,2018,2018,meter,meter,decimalDegree,decimalDegree,meter,meter,meter,centimeter,degree,centimeter,number,NA,NA
DP1.10086.001,TALL,sls_soilCoreCollection,2018-2024,TALL,TALL_001,TALL_001.basePlot.bgc,distributed,M,0,35,maximum,1,8.5,26.5,32.977665,-87.432705,20.2,100.3,0.21,0,17.5,2,1,2018,2018,meter,meter,decimalDegree,decimalDegree,meter,meter,meter,centimeter,degree,centimeter,number,NA,NA
DP1.10086.001,TALL,sls_soilCoreCollection,2018-2024,TALL,TALL_001,TALL_001.basePlot.bgc,distributed,NA,NA,NA,NA,3,NA,NA,32.977665,-87.432705,20.2,100.3,0.21,NA,NA,NA,NA,2020,2020,meter,meter,decimalDegree,decimalDegree,meter,meter,meter,centimeter,degree,centimeter,number,NA,NA
DP1.10086.001,TALL,sls_soilCoreCollection,2018-2024,TALL,TALL_002,TALL_002.basePlot.bgc,distributed,M,0,25,maximum,1,31.5,0,32.922166,-87.428895,20.2,114.9,0.21,0,18.4,5,1,2018,2018,meter,meter,decimalDegree,decimalDegree,meter,meter,meter,centimeter,degree,centimeter,number,NA,NA
DP1.10086.001,TALL,sls_soilCoreCollection,2018-2024,TALL,TALL_002,TALL_002.basePlot.bgc,distributed,M,0,28,maximum,2,20.25,5.5,32.922166,-87.428895,20.2,114.9,0.21,0,18.3,3.75,1,2020.5,2020.5,meter,meter,decimalDegree,decimalDegree,meter,meter,meter,centimeter,degree,centimeter,number,NA,NA
DP1.10086.001,TALL,sls_soilCoreCollection,2018-2024,TALL,TALL_002,TALL_002.basePlot.bgc,distributed,M,0,28,obstruction,1,38.5,25,32.922166,-87.428895,20.2,114.9,0.21,0,16.9,2,1,2022,2022,meter,meter,decimalDegree,decimalDegree,meter,meter,meter,centimeter,degree,centimeter,number,NA,NA
DP1.10086.001,TALL,sls_soilCoreCollection,2018-2024,TALL,TALL_002,TALL_002.basePlot.bgc,distributed,M,0,28.5,maximum,1,33,20.5,32.922166,-87.428895,20.2,114.9,0.21,0,14.8,3.5,1,2021,2021,meter,meter,decimalDegree,decimalDegree,meter,meter,meter,centimeter,degree,centimeter,number,NA,NA
DP1.10086.001,TALL,sls_soilCoreCollection,2018-2024,TALL,TALL_002,TALL_002.basePlot.bgc,distributed,M,0,29,maximum,8,18.875,14.75,32.922166,-87.428895,20.2,114.9,0.21,0,20.4,4.75,1,2020.25,2020.25,meter,meter,decimalDegree,decimalDegree,meter,meter,meter,centimeter,degree,centimeter,number,NA,NA
DP1.10086.001,TALL,sls_soilCoreCollection,2018-2024,TALL,TALL_002,TALL_002.basePlot.bgc,distributed,M,0,29.5,maximum,7,20.428571428571427,22.571428571428573,32.922166,-87.428895,20.2,114.9,0.21,0,18.15714285714286,3.5714285714285716,1,2023.2857142857142,2023.2857142857142,meter,meter,decimalDegree,decimalDegree,meter,meter,meter,centimeter,degree,centimeter,number,NA,NA
DP1.10086.001,TALL,sls_soilCoreCollection,2018-2024,TALL,TALL_002,TALL_002.basePlot.bgc,distributed,M,0,30,maximum,19,23.13157894736842,25.763157894736842,32.922166,-87.428895,20.2,114.9,0.21,0,18.063157894736843,3.794736842105263,1,2021.0526315789473,2021.0526315789473,meter,meter,decimalDegree,decimalDegree,meter,meter,meter,centimeter,degree,centimeter,number,NA,NA
DP1.10086.001,TALL,sls_soilCoreCollection,2018-2024,TALL,TALL_002,TALL_002.basePlot.bgc,distributed,M,0,30.5,maximum,12,18.625,20.291666666666668,32.922166,-87.428895,20.2,114.9,0.21,0,18.4,2.375,1,2021.75,2021.75,meter,meter,decimalDegree,decimalDegree,meter,meter,meter,centimeter,degree,centimeter,number,NA,NA
DP1.10086.001,TALL,sls_soilCoreCollection,2018-2024,TALL,TALL_002,TALL_002.basePlot.bgc,distributed,M,0,31,maximum,10,17.05,18.9,32.922166,-87.428895,20.2,114.9,0.21,0,17.75,3.95,1,2020,2020,meter,meter,decimalDegree,decimalDegree,meter,meter,meter,centimeter,degree,centimeter,number,NA,NA
