dpID,site,table,years_available_averaged,siteID,plotID,namedLocation,plotType,sampleID,sampleCode,n_raw_records,analyticalRepNumber_mean_2018_2024,dryMass_mean_2018_2024,ligninPercent_mean_2018_2024,cellulosePercent_mean_2018_2024,year_download_mean_2018_2024,collectYear_mean_2018_2024,analyticalRepNumber_mean_2018_2024_unit,dryMass_mean_2018_2024_unit,ligninPercent_mean_2018_2024_unit,cellulosePercent_mean_2018_2024_unit,year_download_mean_2018_2024_unit,collectYear_mean_2018_2024_unit
DP1.10026.001,DELA,cfc_lignin,"2019,2024",DELA,DELA_001,DELA_001.basePlot.cfc,distributed,Nc+HNMhlqfsrukEqigo2UTo7Xm3Z3kHKj3RiuGt198c=,A00000459210,1,1,0.492,10.8,13.72,2024,2024,number,gram,percent,percent,NA,NA
DP1.10026.001,DELA,cfc_lignin,"2019,2024",DELA,DELA_001,DELA_001.basePlot.cfc,distributed,Nc+HNMhlqfswEclu7m0QvvmMNlpjyCWtLW5nHgScmFE=,A00000459211,1,1,0.488,18.74,13.7,2024,2024,number,gram,percent,percent,NA,NA
DP1.10026.001,DELA,cfc_lignin,"2019,2024",DELA,DELA_002,DELA_002.basePlot.cfc,distributed,Nc+HNMhlqfsclpnYGliH+kZuuSHT58a/gYS5R1fCE64=,A00000082001,1,1,0.459,21.4,16.82,2019,2019,number,gram,percent,percent,NA,NA
DP1.10026.001,DELA,cfc_lignin,"2019,2024",DELA,DELA_002,DELA_002.basePlot.cfc,distributed,Nc+HNMhlqfsclpnYGliH+vB1RaK3LIIZjwbHMP1z2LY=,A00000082000,1,1,0.499,22.47,17.7,2019,2019,number,gram,percent,percent,NA,NA
DP1.10026.001,DELA,cfc_lignin,"2019,2024",DELA,DELA_002,DELA_002.basePlot.cfc,distributed,Nc+HNMhlqfsclpnYGliH+vco6GHlI4GQey8W23WLdnI=,A00000459232,1,1,0.465,18.26,14.99,2024,2024,number,gram,percent,percent,NA,NA
DP1.10026.001,DELA,cfc_lignin,"2019,2024",DELA,DELA_002,DELA_002.basePlot.cfc,distributed,Nc+HNMhlqftNIfUbETxC7ByEHPXns9lv6ernnUNYdCY=,A00000459236,1,1,0.473,21.69,16.85,2024,2024,number,gram,percent,percent,NA,NA
DP1.10026.001,DELA,cfc_lignin,"2019,2024",DELA,DELA_003,DELA_003.basePlot.cfc,distributed,Nc+HNMhlqfsJ2oilDGHQVKIDRNdQo8lkhz0079vMTLQ=,A00000416259,1,1,0.465,24.44,17.21,2024,2024,number,gram,percent,percent,NA,NA
DP1.10026.001,DELA,cfc_lignin,"2019,2024",DELA,DELA_003,DELA_003.basePlot.cfc,distributed,Nc+HNMhlqfsLn9TiKPIz/CXzSqm9Rw5mU+H5JftT3Wk=,A00000416262,1,1,0.471,16.3,14.99,2024,2024,number,gram,percent,percent,NA,NA
DP1.10026.001,DELA,cfc_lignin,"2019,2024",DELA,DELA_003,DELA_003.basePlot.cfc,distributed,Nc+HNMhlqfsLn9TiKPIz/JUCNNrug2aPON8fLCjR+BE=,A00000081981,1,1,0.487,18.87,14.91,2019,2019,number,gram,percent,percent,NA,NA
DP1.10026.001,DELA,cfc_lignin,"2019,2024",DELA,DELA_003,DELA_003.basePlot.cfc,distributed,Nc+HNMhlqfspUx960THudsGJhzNp9lTyEGxDapF/DCU=,A00000081998,1,1,0.46,24.83,18.99,2019,2019,number,gram,percent,percent,NA,NA
DP1.10026.001,DELA,cfc_lignin,"2019,2024",DELA,DELA_003,DELA_003.basePlot.cfc,distributed,Nc+HNMhlqfspUx960THudtz59VMWEuBlKGLd8kVeG1Y=,A00000081999,1,1,0.486,22.9,17.87,2019,2019,number,gram,percent,percent,NA,NA
DP1.10026.001,DELA,cfc_lignin,"2019,2024",DELA,DELA_004,DELA_004.basePlot.cfc,distributed,Nc+HNMhlqfs+NPALPvNDcUsyhE8scrwrBBrFDIwV3aw=,A00000459255,1,1,0.486,19.2,17.45,2024,2024,number,gram,percent,percent,NA,NA
DP1.10026.001,DELA,cfc_lignin,"2019,2024",DELA,DELA_004,DELA_004.basePlot.cfc,distributed,Nc+HNMhlqfs+NPALPvNDccCD7HI8gGqXY4qzY09MoN0=,A00000081979,1,1,0.477,13.24,21.58,2019,2019,number,gram,percent,percent,NA,NA
DP1.10026.001,DELA,cfc_lignin,"2019,2024",DELA,DELA_004,DELA_004.basePlot.cfc,distributed,Nc+HNMhlqft2HCS5iJxBcgBU0T3rXn1vNKFB7Y7VBsQ=,A00000459207,1,1,0.494,12.98,19.98,2024,2024,number,gram,percent,percent,NA,NA
DP1.10026.001,DELA,cfc_lignin,"2019,2024",DELA,DELA_004,DELA_004.basePlot.cfc,distributed,Nc+HNMhlqfuwkD7dmJPLXVLEmN2TKZvWpb+QskA6CnM=,A00000081977,1,1,0.471,27.74,14.25,2019,2019,number,gram,percent,percent,NA,NA
DP1.10026.001,DELA,cfc_lignin,"2019,2024",DELA,DELA_004,DELA_004.basePlot.cfc,distributed,Nc+HNMhlqfvkxUUGywLecDO5AvFIffZMCoWAJqYRG1o=,A00000416260,1,1,0.453,10.46,12.45,2024,2024,number,gram,percent,percent,NA,NA
DP1.10026.001,DELA,cfc_lignin,"2019,2024",DELA,DELA_004,DELA_004.basePlot.cfc,distributed,Nc+HNMhlqfvzzMmbGQYGYiNjQ7g3LWP0FhtazL9ae44=,A00000416261,1,1,0.487,5.11,9.44,2024,2024,number,gram,percent,percent,NA,NA
