dpID,site,table,years_available_averaged,siteID,namedLocation,plotType,sampleID,sampleCode,n_raw_records,freshMass_mean_2018_2024,dryMass_mean_2018_2024,scannedLeafNumber_mean_2018_2024,leafArea_mean_2018_2024,percentGreen_mean_2018_2024,leafMassPerArea_mean_2018_2024,dryMassFraction_mean_2018_2024,year_download_mean_2018_2024,collectYear_mean_2018_2024,freshMass_mean_2018_2024_unit,dryMass_mean_2018_2024_unit,scannedLeafNumber_mean_2018_2024_unit,leafArea_mean_2018_2024_unit,percentGreen_mean_2018_2024_unit,leafMassPerArea_mean_2018_2024_unit,dryMassFraction_mean_2018_2024_unit,year_download_mean_2018_2024_unit,collectYear_mean_2018_2024_unit
DP1.10026.001,DELA,cfc_LMA,"2019,2024",DELA,DELA_001.basePlot.cfc,distributed,Nc+HNMhlqfsrukEqigo2UTo7Xm3Z3kHKj3RiuGt198c=,A00000459210,1,2.046,0.761,2,11867,99,64.1,0.372,2024,2024,gram,gram,number,squareMillimeter,percent,gramsPerSquareMeter,NA,NA,NA
DP1.10026.001,DELA,cfc_LMA,"2019,2024",DELA,DELA_001.basePlot.cfc,distributed,Nc+HNMhlqfswEclu7m0QvvmMNlpjyCWtLW5nHgScmFE=,A00000459211,1,1.804,0.74,1,7897.4,99,93.7,0.41,2024,2024,gram,gram,number,squareMillimeter,percent,gramsPerSquareMeter,NA,NA,NA
DP1.10026.001,DELA,cfc_LMA,"2019,2024",DELA,DELA_002.basePlot.cfc,distributed,Nc+HNMhlqfsclpnYGliH+kZuuSHT58a/gYS5R1fCE64=,A00000082001,1,2.41,0.92,3,18627.3,100,49.4,0.382,2019,2019,gram,gram,number,squareMillimeter,percent,gramsPerSquareMeter,NA,NA,NA
DP1.10026.001,DELA,cfc_LMA,"2019,2024",DELA,DELA_002.basePlot.cfc,distributed,Nc+HNMhlqfsclpnYGliH+vB1RaK3LIIZjwbHMP1z2LY=,A00000082000,1,2.63,1.13,3,15937.3,100,70.9,0.43,2019,2019,gram,gram,number,squareMillimeter,percent,gramsPerSquareMeter,NA,NA,NA
DP1.10026.001,DELA,cfc_LMA,"2019,2024",DELA,DELA_002.basePlot.cfc,distributed,Nc+HNMhlqfsclpnYGliH+vco6GHlI4GQey8W23WLdnI=,A00000459232,1,1.771,0.802,6,12391.3,98,64.7,0.453,2024,2024,gram,gram,number,squareMillimeter,percent,gramsPerSquareMeter,NA,NA,NA
DP1.10026.001,DELA,cfc_LMA,"2019,2024",DELA,DELA_002.basePlot.cfc,distributed,Nc+HNMhlqftNIfUbETxC7ByEHPXns9lv6ernnUNYdCY=,A00000459236,1,2.224,0.79,1,10057.3,99,78.6,0.355,2024,2024,gram,gram,number,squareMillimeter,percent,gramsPerSquareMeter,NA,NA,NA
DP1.10026.001,DELA,cfc_LMA,"2019,2024",DELA,DELA_003.basePlot.cfc,distributed,Nc+HNMhlqfsJ2oilDGHQVKIDRNdQo8lkhz0079vMTLQ=,A00000416259,1,1.842,0.924,2,7627.8,97,121.1,0.502,2024,2024,gram,gram,number,squareMillimeter,percent,gramsPerSquareMeter,NA,NA,NA
DP1.10026.001,DELA,cfc_LMA,"2019,2024",DELA,DELA_003.basePlot.cfc,distributed,Nc+HNMhlqfsLn9TiKPIz/CXzSqm9Rw5mU+H5JftT3Wk=,A00000416262,1,2.062,0.887,2,7450,99,119.1,0.43,2024,2024,gram,gram,number,squareMillimeter,percent,gramsPerSquareMeter,NA,NA,NA
DP1.10026.001,DELA,cfc_LMA,"2019,2024",DELA,DELA_003.basePlot.cfc,distributed,Nc+HNMhlqfsLn9TiKPIz/JUCNNrug2aPON8fLCjR+BE=,A00000081981,1,3.32,1.08,2,15937.3,100,67.8,0.325,2019,2019,gram,gram,number,squareMillimeter,percent,gramsPerSquareMeter,NA,NA,NA
DP1.10026.001,DELA,cfc_LMA,"2019,2024",DELA,DELA_003.basePlot.cfc,distributed,Nc+HNMhlqfspUx960THudsGJhzNp9lTyEGxDapF/DCU=,A00000081998,1,8.15,2.79,1,43918.4,100,63.5,0.342,2019,2019,gram,gram,number,squareMillimeter,percent,gramsPerSquareMeter,NA,NA,NA
DP1.10026.001,DELA,cfc_LMA,"2019,2024",DELA,DELA_003.basePlot.cfc,distributed,Nc+HNMhlqfspUx960THudtz59VMWEuBlKGLd8kVeG1Y=,A00000081999,1,6.09,2.34,1,32242.9,100,72.6,0.384,2019,2019,gram,gram,number,squareMillimeter,percent,gramsPerSquareMeter,NA,NA,NA
DP1.10026.001,DELA,cfc_LMA,"2019,2024",DELA,DELA_004.basePlot.cfc,distributed,Nc+HNMhlqfs+NPALPvNDcUsyhE8scrwrBBrFDIwV3aw=,A00000459255,1,3.769,2.014,17,12986.9,97,155.1,0.534,2024,2024,gram,gram,number,squareMillimeter,percent,gramsPerSquareMeter,NA,NA,NA
DP1.10026.001,DELA,cfc_LMA,"2019,2024",DELA,DELA_004.basePlot.cfc,distributed,Nc+HNMhlqfs+NPALPvNDccCD7HI8gGqXY4qzY09MoN0=,A00000081979,1,3.02,1.11,6,20899.7,100,53.1,0.368,2019,2019,gram,gram,number,squareMillimeter,percent,gramsPerSquareMeter,NA,NA,NA
