siteID,horizontalPosition,verticalPosition,table,PARMean,PARMinimum,PARMaximum,PARVariance,PARNumPts,PARExpUncert,PARStdErMean,PARFinalQF,outPARMean,outPARMinimum,outPARMaximum,outPARVariance,outPARNumPts,outPARExpUncert,outPARStdErMean,outPARFinalQF,table,site,height_m,source_file
DEJU,000,040,PARPAR_30min,210.5071081,159.5399845,266.4256509,5908.835899,1796.296254,8.199415031,0.692479569,0.038888346,NA,NA,NA,NA,NA,NA,NA,NA,PARPAR_30min,DEJU,4,DP1.00024.001.DEJU.AVERAGE_ALL_VARIABLES.csv
DEJU,000,050,PARPAR_30min,223.4396695,170.5369326,281.849346,6256.152223,1796.658518,8.966223645,0.718416494,0.043361361,19.50126991,15.70229157,23.59433686,24.48148052,1796.756652,1.171361694,0.050031721,0.019016425,PARPAR_30min,DEJU,5,DP1.00024.001.DEJU.AVERAGE_ALL_VARIABLES.csv
DELA,000,010,PARPAR_1min,45.30639667,37.42302657,54.99246644,581.6293993,59.99461582,2.653096919,0.625867454,0.157258397,NA,NA,NA,NA,NA,NA,NA,NA,PARPAR_1min,DELA,1,DP1.00024.001.DELA.AVERAGE_ALL_VARIABLES.csv
DELA,000,020,PARPAR_1min,58.53783902,47.84135907,71.97302326,1050.992812,59.99328126,3.571011684,0.85379843,0.083530504,NA,NA,NA,NA,NA,NA,NA,NA,PARPAR_1min,DELA,2,DP1.00024.001.DELA.AVERAGE_ALL_VARIABLES.csv
DELA,000,030,PARPAR_1min,235.2525536,197.5110502,277.4169539,6946.18858,59.97660726,11.8198175,2.963442316,0.083393082,NA,NA,NA,NA,NA,NA,NA,NA,PARPAR_1min,DELA,3,DP1.00024.001.DELA.AVERAGE_ALL_VARIABLES.csv
DELA,000,040,PARPAR_1min,384.5454234,362.3906984,406.5784847,3520.527439,59.96487269,13.09239236,1.754977417,0.060126885,NA,NA,NA,NA,NA,NA,NA,NA,PARPAR_1min,DELA,4,DP1.00024.001.DELA.AVERAGE_ALL_VARIABLES.csv
DELA,000,050,PARPAR_1min,387.9932422,365.6982916,410.1353477,3505.851748,59.98119214,13.42566843,1.761806121,0.07277843,NA,NA,NA,NA,NA,NA,NA,NA,PARPAR_1min,DELA,5,DP1.00024.001.DELA.AVERAGE_ALL_VARIABLES.csv
DELA,000,060,PARPAR_1min,400.3302866,377.2788479,422.9380195,3673.641049,59.99458326,14.73668132,1.804333824,0.028838591,18.10037567,17.25159677,18.95400286,3.379842477,59.99486885,1.079329684,0.064680645,0.205691348,PARPAR_1min,DELA,6,DP1.00024.001.DELA.AVERAGE_ALL_VARIABLES.csv
DELA,000,010,PARPAR_30min,45.34631559,17.27721779,120.4433072,5752.943123,1797.984028,4.005347824,0.573750266,0.158274671,NA,NA,NA,NA,NA,NA,NA,NA,PARPAR_30min,DELA,1,DP1.00024.001.DELA.AVERAGE_ALL_VARIABLES.csv
DELA,000,020,PARPAR_30min,58.57045444,22.01287203,144.4412182,8464.121122,1797.515921,5.230363589,0.701898157,0.084856929,NA,NA,NA,NA,NA,NA,NA,NA,PARPAR_30min,DELA,2,DP1.00024.001.DELA.AVERAGE_ALL_VARIABLES.csv
DELA,000,030,PARPAR_30min,236.5664296,114.6584551,387.5138803,23754.89577,1794.43256,12.41323948,1.646734283,0.085476144,NA,NA,NA,NA,NA,NA,NA,NA,PARPAR_30min,DELA,3,DP1.00024.001.DELA.AVERAGE_ALL_VARIABLES.csv
DELA,000,040,PARPAR_30min,384.8372783,260.7490525,500.5230399,20194.57142,1796.883435,14.56750934,1.494118477,0.061497849,NA,NA,NA,NA,NA,NA,NA,NA,PARPAR_30min,DELA,4,DP1.00024.001.DELA.AVERAGE_ALL_VARIABLES.csv
DELA,000,050,PARPAR_30min,388.3304701,261.7148428,505.484247,20604.08822,1797.13598,15.00717641,1.51619854,0.074232499,NA,NA,NA,NA,NA,NA,NA,NA,PARPAR_30min,DELA,5,DP1.00024.001.DELA.AVERAGE_ALL_VARIABLES.csv
DELA,000,060,PARPAR_30min,400.5555383,270.1469006,520.05816,21241.48649,1797.955697,16.60874784,1.538280005,0.030015643,18.10753549,13.56315448,22.569678,23.25912435,1797.881363,1.131652825,0.053781559,0.206581606,PARPAR_30min,DELA,6,DP1.00024.001.DELA.AVERAGE_ALL_VARIABLES.csv
DSNY,000,010,PARPAR_1min,354.6151471,305.1811552,397.6038462,6270.809384,59.99438484,15.40871019,3.294414507,0.169328477,NA,NA,NA,NA,NA,NA,NA,NA,PARPAR_1min,DSNY,1,DP1.00024.001.DSNY.AVERAGE_ALL_VARIABLES.csv
DSNY,000,020,PARPAR_1min,425.525642,392.7594079,457.2883586,5976.396451,59.99496031,16.04117079,2.607063521,0.016797571,NA,NA,NA,NA,NA,NA,NA,NA,PARPAR_1min,DSNY,2,DP1.00024.001.DSNY.AVERAGE_ALL_VARIABLES.csv
DSNY,000,030,PARPAR_1min,418.0783927,385.5526319,449.4169219,5783.022693,59.99628315,16.11862469,2.578127753,0.007927856,NA,NA,NA,NA,NA,NA,NA,NA,PARPAR_1min,DSNY,3,DP1.00024.001.DSNY.AVERAGE_ALL_VARIABLES.csv
DSNY,000,040,PARPAR_1min,436.4355805,400.0586049,469.9341706,6416.375375,59.99080011,17.70018438,2.788292368,0.285129872,49.25970317,46.54238027,51.7078225,31.60834362,59.99245941,2.055856275,0.191322208,0.146458252,PARPAR_1min,DSNY,4,DP1.00024.001.DSNY.AVERAGE_ALL_VARIABLES.csv
DSNY,000,010,PARPAR_30min,354.8563197,180.2921734,518.8505888,33296.79598,1797.966351,16.89445669,2.074371969,0.170324925,NA,NA,NA,NA,NA,NA,NA,NA,PARPAR_30min,DSNY,1,DP1.00024.001.DSNY.AVERAGE_ALL_VARIABLES.csv
DSNY,000,020,PARPAR_30min,425.8295337,249.5672668,578.3198988,35817.11664,1797.914769,17.75993594,2.152168364,0.017892061,NA,NA,NA,NA,NA,NA,NA,NA,PARPAR_30min,DSNY,2,DP1.00024.001.DSNY.AVERAGE_ALL_VARIABLES.csv
DSNY,000,030,PARPAR_30min,418.3511351,243.4522114,568.4492745,34512.66479,1798.100418,17.88648491,2.1163987,0.008807522,NA,NA,NA,NA,NA,NA,NA,NA,PARPAR_30min,DSNY,3,DP1.00024.001.DSNY.AVERAGE_ALL_VARIABLES.csv
DSNY,000,040,PARPAR_30min,436.780488,247.446846,594.4208927,37527.44148,1797.198184,19.78646115,2.22371933,0.286232238,49.38789782,36.1523003,61.37371563,198.0361278,1797.181776,2.210006538,0.149527912,0.147731717,PARPAR_30min,DSNY,4,DP1.00024.001.DSNY.AVERAGE_ALL_VARIABLES.csv
GRSM,000,010,PARPAR_1min,50.53850416,43.83481209,58.40512536,459.7892764,59.96076251,2.814280631,0.529573472,0.015455938,NA,NA,NA,NA,NA,NA,NA,NA,PARPAR_1min,GRSM,1,DP1.00024.001.GRSM.AVERAGE_ALL_VARIABLES.csv
GRSM,000,020,PARPAR_1min,75.8761402,65.90119342,87.97324628,961.1512853,59.96110578,3.921335686,0.809627609,0.045748599,NA,NA,NA,NA,NA,NA,NA,NA,PARPAR_1min,GRSM,2,DP1.00024.001.GRSM.AVERAGE_ALL_VARIABLES.csv
GRSM,000,030,PARPAR_1min,185.7091603,167.2491215,205.6190994,2280.905842,59.9587754,7.916518221,1.443920174,0.01545974,NA,NA,NA,NA,NA,NA,NA,NA,PARPAR_1min,GRSM,3,DP1.00024.001.GRSM.AVERAGE_ALL_VARIABLES.csv
GRSM,000,040,PARPAR_1min,334.9671363,313.5659767,356.7645706,3262.385419,59.9610457,12.34279541,1.711578913,0.01586386,NA,NA,NA,NA,NA,NA,NA,NA,PARPAR_1min,GRSM,4,DP1.00024.001.GRSM.AVERAGE_ALL_VARIABLES.csv
GRSM,000,050,PARPAR_1min,342.9239016,321.8330957,364.3953486,3238.92996,59.94404969,13.19569268,1.691530307,0.015874995,NA,NA,NA,NA,NA,NA,NA,NA,PARPAR_1min,GRSM,5,DP1.00024.001.GRSM.AVERAGE_ALL_VARIABLES.csv
GRSM,000,060,PARPAR_1min,350.5131149,329.0750847,372.193113,3258.397495,59.99203143,13.47670125,1.708879048,0.076699854,17.24211904,16.25430801,18.24066272,4.32409998,59.99216297,1.193612539,0.074813899,0.142657139,PARPAR_1min,GRSM,6,DP1.00024.001.GRSM.AVERAGE_ALL_VARIABLES.csv
GRSM,000,010,PARPAR_30min,50.70897767,23.04195597,106.9323421,3932.148757,1792.953866,3.969482777,0.505050609,0.016229957,NA,NA,NA,NA,NA,NA,NA,NA,PARPAR_30min,GRSM,1,DP1.00024.001.GRSM.AVERAGE_ALL_VARIABLES.csv
GRSM,000,020,PARPAR_30min,76.08064508,33.68921684,157.3019791,7520.467881,1792.581288,5.701481384,0.761293959,0.046530765,NA,NA,NA,NA,NA,NA,NA,NA,PARPAR_30min,GRSM,2,DP1.00024.001.GRSM.AVERAGE_ALL_VARIABLES.csv
GRSM,000,030,PARPAR_30min,186.0117924,99.50654326,300.6609611,16315.62134,1792.437692,9.92895243,1.286303957,0.016295138,NA,NA,NA,NA,NA,NA,NA,NA,PARPAR_30min,GRSM,3,DP1.00024.001.GRSM.AVERAGE_ALL_VARIABLES.csv
GRSM,000,040,PARPAR_30min,335.2551143,219.1679233,461.4450183,21899.92402,1792.387114,14.44945801,1.575249352,0.016645483,NA,NA,NA,NA,NA,NA,NA,NA,PARPAR_30min,GRSM,4,DP1.00024.001.GRSM.AVERAGE_ALL_VARIABLES.csv
GRSM,000,050,PARPAR_30min,343.3575553,228.1477353,468.7224347,21655.12575,1791.40335,15.52152369,1.570468549,0.01662104,NA,NA,NA,NA,NA,NA,NA,NA,PARPAR_30min,GRSM,5,DP1.00024.001.GRSM.AVERAGE_ALL_VARIABLES.csv
GRSM,000,060,PARPAR_30min,350.9939154,232.8936388,477.9954579,21883.01206,1797.023924,15.79943248,1.545052074,0.077638183,17.27830988,12.31280491,22.74400432,35.37293277,1796.640271,1.282831648,0.063134882,0.143592752,PARPAR_30min,GRSM,6,DP1.00024.001.GRSM.AVERAGE_ALL_VARIABLES.csv
GUAN,000,010,PARPAR_1min,63.94107442,39.54339757,104.032975,2734.319801,59.99320438,5.826339454,1.969940957,0.043183964,NA,NA,NA,NA,NA,NA,NA,NA,PARPAR_1min,GUAN,1,DP1.00024.001.GUAN.AVERAGE_ALL_VARIABLES.csv
GUAN,000,020,PARPAR_1min,102.3346794,54.51253543,187.9808185,8906.656768,59.8041372,11.39082141,4.266252611,0.059778077,NA,NA,NA,NA,NA,NA,NA,NA,PARPAR_1min,GUAN,2,DP1.00024.001.GUAN.AVERAGE_ALL_VARIABLES.csv
GUAN,000,030,PARPAR_1min,208.3956634,124.3241792,333.7797572,16610.7244,59.99325617,18.96140222,6.944091155,0.044798864,NA,NA,NA,NA,NA,NA,NA,NA,PARPAR_1min,GUAN,3,DP1.00024.001.GUAN.AVERAGE_ALL_VARIABLES.csv
GUAN,000,040,PARPAR_1min,525.5426439,491.8847306,553.063249,5534.883324,59.98332416,20.17169738,2.412765048,0.048384236,NA,NA,NA,NA,NA,NA,NA,NA,PARPAR_1min,GUAN,4,DP1.00024.001.GUAN.AVERAGE_ALL_VARIABLES.csv
GUAN,000,050,PARPAR_1min,533.7580967,499.6791071,561.5618803,5591.76007,59.97521288,19.29538424,2.430178768,0.152922886,25.59078953,24.0662154,26.90694405,9.490642029,59.97766803,1.483260904,0.110184601,0.153538154,PARPAR_1min,GUAN,5,DP1.00024.001.GUAN.AVERAGE_ALL_VARIABLES.csv
GUAN,000,010,PARPAR_30min,64.01328026,21.16617923,225.2466447,9745.828567,1796.776147,7.80548771,0.930421048,0.045061153,NA,NA,NA,NA,NA,NA,NA,NA,PARPAR_30min,GUAN,1,DP1.00024.001.GUAN.AVERAGE_ALL_VARIABLES.csv
GUAN,000,020,PARPAR_30min,102.4602665,32.94648102,332.6390613,17429.65831,1784.707164,11.58034674,1.392006428,0.065143035,NA,NA,NA,NA,NA,NA,NA,NA,PARPAR_30min,GUAN,2,DP1.00024.001.GUAN.AVERAGE_ALL_VARIABLES.csv
GUAN,000,030,PARPAR_30min,208.6713232,72.35018301,463.9375557,26484.80462,1796.575862,15.45705314,1.968606534,0.046469044,NA,NA,NA,NA,NA,NA,NA,NA,PARPAR_30min,GUAN,3,DP1.00024.001.GUAN.AVERAGE_ALL_VARIABLES.csv
GUAN,000,040,PARPAR_30min,526.2109919,340.7189966,655.5626313,23436.12282,1796.019914,21.7566857,1.752706701,0.049284826,NA,NA,NA,NA,NA,NA,NA,NA,PARPAR_30min,GUAN,4,DP1.00024.001.GUAN.AVERAGE_ALL_VARIABLES.csv
GUAN,000,050,PARPAR_30min,534.608221,349.6471285,664.7341036,22656.5701,1794.59394,20.66052361,1.73001715,0.155204878,25.63168145,17.32025282,31.59661385,45.52215935,1794.906542,1.556698662,0.07844163,0.15575767,PARPAR_30min,GUAN,5,DP1.00024.001.GUAN.AVERAGE_ALL_VARIABLES.csv
HARV,000,010,PARPAR_1min,47.23087246,39.34979905,57.80738889,536.4366572,59.99297054,2.918861149,0.631548037,0.009234183,NA,NA,NA,NA,NA,NA,NA,NA,PARPAR_1min,HARV,1,DP1.00024.001.HARV.AVERAGE_ALL_VARIABLES.csv
HARV,000,020,PARPAR_1min,59.65472134,48.28931837,75.73278275,992.6480738,59.99493964,3.579273015,0.917963706,0.012004628,NA,NA,NA,NA,NA,NA,NA,NA,PARPAR_1min,HARV,2,DP1.00024.001.HARV.AVERAGE_ALL_VARIABLES.csv
HARV,000,030,PARPAR_1min,99.82179514,76.23241396,136.3391108,3034.583882,59.99451149,6.48861662,1.969963513,0.05634587,NA,NA,NA,NA,NA,NA,NA,NA,PARPAR_1min,HARV,3,DP1.00024.001.HARV.AVERAGE_ALL_VARIABLES.csv
HARV,000,040,PARPAR_1min,323.655116,299.6894308,347.8747453,3757.169236,59.93497818,12.27453503,1.916116545,0.112929648,NA,NA,NA,NA,NA,NA,NA,NA,PARPAR_1min,HARV,4,DP1.00024.001.HARV.AVERAGE_ALL_VARIABLES.csv
HARV,000,050,PARPAR_1min,324.0174456,302.0505247,346.1855791,3431.510225,59.9944048,11.94866306,1.733461762,0.009269761,NA,NA,NA,NA,NA,NA,NA,NA,PARPAR_1min,HARV,5,DP1.00024.001.HARV.AVERAGE_ALL_VARIABLES.csv
HARV,000,060,PARPAR_1min,326.1272416,304.5277187,348.0533604,3326.138695,59.99266283,12.81289991,1.711267856,0.048749348,21.35935281,20.04989839,22.68083649,12.50521978,59.97151818,1.376451093,0.102779503,0.066436362,PARPAR_1min,HARV,6,DP1.00024.001.HARV.AVERAGE_ALL_VARIABLES.csv
HARV,000,010,PARPAR_30min,47.34934315,20.78865035,115.8714169,4050.026232,1796.938288,4.377613935,0.494656707,0.010738496,NA,NA,NA,NA,NA,NA,NA,NA,PARPAR_30min,HARV,1,DP1.00024.001.HARV.AVERAGE_ALL_VARIABLES.csv
HARV,000,020,PARPAR_30min,59.81722169,26.33461347,147.8192354,5495.928192,1797.130621,4.939692177,0.616103226,0.013565702,NA,NA,NA,NA,NA,NA,NA,NA,PARPAR_30min,HARV,2,DP1.00024.001.HARV.AVERAGE_ALL_VARIABLES.csv
HARV,000,030,PARPAR_30min,100.0485138,46.80576109,232.9158464,8825.322753,1797.103432,7.489931993,0.899439555,0.057831443,NA,NA,NA,NA,NA,NA,NA,NA,PARPAR_30min,HARV,3,DP1.00024.001.HARV.AVERAGE_ALL_VARIABLES.csv
HARV,000,040,PARPAR_30min,326.2279882,210.5309681,447.882504,19270.60784,1792.755695,13.9090592,1.462075855,0.114285947,NA,NA,NA,NA,NA,NA,NA,NA,PARPAR_30min,HARV,4,DP1.00024.001.HARV.AVERAGE_ALL_VARIABLES.csv
HARV,000,050,PARPAR_30min,324.6346429,214.472573,440.6844977,17396.72778,1796.953997,13.52236453,1.357560301,0.010746643,NA,NA,NA,NA,NA,NA,NA,NA,PARPAR_30min,HARV,5,DP1.00024.001.HARV.AVERAGE_ALL_VARIABLES.csv
HARV,000,060,PARPAR_30min,326.9657977,217.9213572,442.7333925,17105.58874,1796.299976,14.72380092,1.352280112,0.050718616,21.41177442,14.73999349,28.53212509,72.10651549,1795.270317,1.490740312,0.081709225,0.068529201,PARPAR_30min,HARV,6,DP1.00024.001.HARV.AVERAGE_ALL_VARIABLES.csv
HEAL,000,010,PARPAR_1min,202.3316375,194.2604404,210.6308332,786.4780035,59.97161252,7.774087762,0.649066995,0.035294182,NA,NA,NA,NA,NA,NA,NA,NA,PARPAR_1min,HEAL,1,DP1.00024.001.HEAL.AVERAGE_ALL_VARIABLES.csv
HEAL,000,020,PARPAR_1min,212.9800843,204.9889727,221.2297581,754.9433426,59.97640624,7.552909699,0.642726121,0.033280374,NA,NA,NA,NA,NA,NA,NA,NA,PARPAR_1min,HEAL,2,DP1.00024.001.HEAL.AVERAGE_ALL_VARIABLES.csv
HEAL,000,030,PARPAR_1min,214.9671456,206.9798922,223.2125562,758.1871656,59.97405161,7.628102825,0.645008052,0.025174358,NA,NA,NA,NA,NA,NA,NA,NA,PARPAR_1min,HEAL,3,DP1.00024.001.HEAL.AVERAGE_ALL_VARIABLES.csv
HEAL,000,040,PARPAR_1min,216.9260459,209.050717,225.0590399,745.2741303,59.97204719,7.849998845,0.636381706,0.029078401,66.68977588,65.15137738,68.23491143,34.5039268,59.97284875,2.459774466,0.11979463,0.029075957,PARPAR_1min,HEAL,4,DP1.00024.001.HEAL.AVERAGE_ALL_VARIABLES.csv
HEAL,000,010,PARPAR_30min,202.6108773,149.3192079,265.449626,7004.918563,1796.216855,9.355992045,0.754581989,0.036281124,NA,NA,NA,NA,NA,NA,NA,NA,PARPAR_30min,HEAL,1,DP1.00024.001.HEAL.AVERAGE_ALL_VARIABLES.csv
HEAL,000,020,PARPAR_30min,213.3110288,159.5692293,276.3202613,6813.197007,1796.393313,8.994317928,0.758377017,0.034097575,NA,NA,NA,NA,NA,NA,NA,NA,PARPAR_30min,HEAL,2,DP1.00024.001.HEAL.AVERAGE_ALL_VARIABLES.csv
HEAL,000,030,PARPAR_30min,215.28167,161.0791851,278.7273894,6875.43187,1796.589735,9.069269819,0.761316835,0.025811498,NA,NA,NA,NA,NA,NA,NA,NA,PARPAR_30min,HEAL,3,DP1.00024.001.HEAL.AVERAGE_ALL_VARIABLES.csv
HEAL,000,040,PARPAR_30min,217.2815172,163.3724671,280.2729114,6782.603467,1796.324496,9.350859997,0.754810451,0.030007496,66.94146488,54.86247951,80.23735612,379.9674739,1796.272267,2.764573323,0.170862768,0.030023791,PARPAR_30min,HEAL,4,DP1.00024.001.HEAL.AVERAGE_ALL_VARIABLES.csv
JERC,000,010,PARPAR_1min,150.7555629,131.9353754,171.4737717,1783.752733,59.89918525,6.491675124,1.423465976,0.075115967,NA,NA,NA,NA,NA,NA,NA,NA,PARPAR_1min,JERC,1,DP1.00024.001.JERC.AVERAGE_ALL_VARIABLES.csv
JERC,000,020,PARPAR_1min,202.8176392,179.8951394,227.9636647,2790.681996,59.89963234,8.63701699,1.781205321,0.021828151,NA,NA,NA,NA,NA,NA,NA,NA,PARPAR_1min,JERC,2,DP1.00024.001.JERC.AVERAGE_ALL_VARIABLES.csv
JERC,000,030,PARPAR_1min,271.336414,244.1973249,300.295359,4096.041506,59.90632499,11.54781305,2.122025849,0.021150817,NA,NA,NA,NA,NA,NA,NA,NA,PARPAR_1min,JERC,3,DP1.00024.001.JERC.AVERAGE_ALL_VARIABLES.csv
JERC,000,040,PARPAR_1min,400.7636147,374.3150882,427.0546163,4480.122277,59.89615352,14.49652624,2.105790605,0.049637976,NA,NA,NA,NA,NA,NA,NA,NA,PARPAR_1min,JERC,4,DP1.00024.001.JERC.AVERAGE_ALL_VARIABLES.csv
JERC,000,050,PARPAR_1min,400.1337972,374.1466477,425.9156417,4370.337591,59.90757262,14.37609445,2.068337518,0.022354213,NA,NA,NA,NA,NA,NA,NA,NA,PARPAR_1min,JERC,5,DP1.00024.001.JERC.AVERAGE_ALL_VARIABLES.csv
JERC,000,060,PARPAR_1min,405.9996332,379.7157974,431.6651349,4323.228809,59.89435573,14.35198784,2.065472466,0.03101019,21.72509088,20.56493365,22.92451291,6.461578367,59.89457818,1.198011848,0.089386174,0.051882632,PARPAR_1min,JERC,6,DP1.00024.001.JERC.AVERAGE_ALL_VARIABLES.csv
JERC,000,010,PARPAR_30min,150.8195668,68.1034057,283.4729321,16332.79372,1793.593186,8.850770507,1.338348669,0.077597445,NA,NA,NA,NA,NA,NA,NA,NA,PARPAR_30min,JERC,1,DP1.00024.001.JERC.AVERAGE_ALL_VARIABLES.csv
JERC,000,020,PARPAR_30min,202.8311129,97.97436704,355.109551,23218.54713,1793.421826,11.23547056,1.649731977,0.024450854,NA,NA,NA,NA,NA,NA,NA,NA,PARPAR_30min,JERC,2,DP1.00024.001.JERC.AVERAGE_ALL_VARIABLES.csv
JERC,000,030,PARPAR_30min,271.3445048,146.8170402,415.0212468,25647.24332,1793.850991,13.56523946,1.70011217,0.023913114,NA,NA,NA,NA,NA,NA,NA,NA,PARPAR_30min,JERC,3,DP1.00024.001.JERC.AVERAGE_ALL_VARIABLES.csv
JERC,000,040,PARPAR_30min,400.9211527,256.2638086,533.998038,26685.80961,1792.980735,16.15948269,1.766402916,0.052299244,NA,NA,NA,NA,NA,NA,NA,NA,PARPAR_30min,JERC,4,DP1.00024.001.JERC.AVERAGE_ALL_VARIABLES.csv
JERC,000,050,PARPAR_30min,400.2194127,257.5681564,531.9132319,26077.56685,1793.991447,16.02145418,1.741373397,0.024996741,NA,NA,NA,NA,NA,NA,NA,NA,PARPAR_30min,JERC,5,DP1.00024.001.JERC.AVERAGE_ALL_VARIABLES.csv
JERC,000,060,PARPAR_30min,406.0968175,261.2597569,537.81623,25670.40293,1792.501795,15.99477489,1.733210326,0.034007952,21.7345883,15.22074502,28.4235063,46.09039396,1792.380072,1.292325593,0.077455333,0.054808695,PARPAR_30min,JERC,6,DP1.00024.001.JERC.AVERAGE_ALL_VARIABLES.csv
JORN,000,010,PARPAR_1min,477.7624825,460.9474938,493.9076511,2011.316264,59.99333534,16.55671721,1.262916701,0.015443173,NA,NA,NA,NA,NA,NA,NA,NA,PARPAR_1min,JORN,1,DP1.00024.001.JORN.AVERAGE_ALL_VARIABLES.csv
JORN,000,020,PARPAR_1min,503.7114243,487.8863042,518.9502163,2042.381678,59.99366369,17.3029901,1.209934643,0.009869693,NA,NA,NA,NA,NA,NA,NA,NA,PARPAR_1min,JORN,2,DP1.00024.001.JORN.AVERAGE_ALL_VARIABLES.csv
JORN,000,030,PARPAR_1min,497.1330236,481.7818009,511.8712376,1964.3141927214201,59.9947928,16.19582334,1.173999709,0.012546713,NA,NA,NA,NA,NA,NA,NA,NA,PARPAR_1min,JORN,3,DP1.00024.001.JORN.AVERAGE_ALL_VARIABLES.csv
JORN,000,040,PARPAR_1min,503.5631499,487.8552349,518.4695719,2003.309737,59.98970055,18.19718169,1.189444475,0.047384087,72.40551733,70.18629409,74.53539322,36.88605226,59.99052219,2.710371846,0.168805739,0.047281699,PARPAR_1min,JORN,4,DP1.00024.001.JORN.AVERAGE_ALL_VARIABLES.csv
JORN,000,010,PARPAR_30min,478.0749569,356.2323948,583.0384473,20453.13622,1797.677193,18.79110366,1.455421368,0.01682473,NA,NA,NA,NA,NA,NA,NA,NA,PARPAR_30min,JORN,1,DP1.00024.001.JORN.AVERAGE_ALL_VARIABLES.csv
JORN,000,020,PARPAR_30min,504.0901344,390.7209297,599.7107914,16420.47028,1797.725472,19.24917725,1.307476846,0.011121431,NA,NA,NA,NA,NA,NA,NA,NA,PARPAR_30min,JORN,2,DP1.00024.001.JORN.AVERAGE_ALL_VARIABLES.csv
JORN,000,030,PARPAR_30min,497.447306,390.1400944,589.3854756,14062.68476,1797.911642,17.87798965,1.225397953,0.013557554,NA,NA,NA,NA,NA,NA,NA,NA,PARPAR_30min,JORN,3,DP1.00024.001.JORN.AVERAGE_ALL_VARIABLES.csv
JORN,000,040,PARPAR_30min,504.3898082,395.4253719,597.0072326,14196.69132,1796.471825,20.19823344,1.231775193,0.049056512,72.52214901,57.47731431,85.59454303,269.662913,1796.506349,2.939503943,0.17252385178611301,0.048950593,PARPAR_30min,JORN,4,DP1.00024.001.JORN.AVERAGE_ALL_VARIABLES.csv
KONA,000,010,PARPAR_1min,329.5515439,306.0436937,352.0627987,3045.9388219450602,59.99490734,12.03524474,1.652446525,0.033084561,NA,NA,NA,NA,NA,NA,NA,NA,PARPAR_1min,KONA,1,DP1.00024.001.KONA.AVERAGE_ALL_VARIABLES.csv
KONA,000,020,PARPAR_1min,355.200318,334.5294725,375.6301267,2995.352531,59.99480814,13.2447035,1.564608695,0.033626646,NA,NA,NA,NA,NA,NA,NA,NA,PARPAR_1min,KONA,2,DP1.00024.001.KONA.AVERAGE_ALL_VARIABLES.csv
KONA,000,030,PARPAR_1min,367.9626409,351.547978,384.1574654,2258.953455,59.99395016,12.39683473,1.278492839,0.05062519,NA,NA,NA,NA,NA,NA,NA,NA,PARPAR_1min,KONA,3,DP1.00024.001.KONA.AVERAGE_ALL_VARIABLES.csv
KONA,000,040,PARPAR_1min,372.6390127,356.0747848,388.9225853,2276.044066,59.99183672,12.52982316,1.286597258,0.064052112,41.06398297,39.4316821,42.67600859,23.31291583,59.99205884,1.82271926,0.126376433,0.057521564,PARPAR_1min,KONA,4,DP1.00024.001.KONA.AVERAGE_ALL_VARIABLES.csv
KONA,000,010,PARPAR_30min,330.0641286,231.9377045,430.9471992,13261.79332,1797.48175,13.0919427,1.162267238,0.034284969,NA,NA,NA,NA,NA,NA,NA,NA,PARPAR_30min,KONA,1,DP1.00024.001.KONA.AVERAGE_ALL_VARIABLES.csv
KONA,000,020,PARPAR_30min,355.7664082,257.2701661,451.7036428,13196.12299,1797.388189,14.53896515,1.16694995,0.034871594,NA,NA,NA,NA,NA,NA,NA,NA,PARPAR_30min,KONA,2,DP1.00024.001.KONA.AVERAGE_ALL_VARIABLES.csv
KONA,000,030,PARPAR_30min,368.3014701,272.1255203,458.4435161,11992.11606,1796.706333,13.79635522,1.114303587,0.052136293,NA,NA,NA,NA,NA,NA,NA,NA,PARPAR_30min,KONA,3,DP1.00024.001.KONA.AVERAGE_ALL_VARIABLES.csv
KONA,000,040,PARPAR_30min,373.5590959,275.9120923,464.4744365,12217.3545,1796.663745,13.95248433,1.126721757,0.065701995,41.16188064,31.45978834,50.46370479,148.3211894,1796.726238,1.978704708,0.113698847,0.059298005,PARPAR_30min,KONA,4,DP1.00024.001.KONA.AVERAGE_ALL_VARIABLES.csv
KONZ,000,010,PARPAR_1min,316.3098898,274.8800545,348.235469,3405.144053,59.98841386,12.83458755,2.450631102,0.061488615,NA,NA,NA,NA,NA,NA,NA,NA,PARPAR_1min,KONZ,1,DP1.00024.001.KONZ.AVERAGE_ALL_VARIABLES.csv
KONZ,000,020,PARPAR_1min,370.0143816,352.5990603,386.9307613,2487.266289,59.99350752,13.30798061,1.344838349,0.066688665,NA,NA,NA,NA,NA,NA,NA,NA,PARPAR_1min,KONZ,2,DP1.00024.001.KONZ.AVERAGE_ALL_VARIABLES.csv
KONZ,000,030,PARPAR_1min,364.2780424,347.7965656,380.4991908,2262.203209,59.99526354,13.05696451,1.27987479,0.059597564,NA,NA,NA,NA,NA,NA,NA,NA,PARPAR_1min,KONZ,3,DP1.00024.001.KONZ.AVERAGE_ALL_VARIABLES.csv
KONZ,000,040,PARPAR_1min,395.3044633,376.8603154,413.8148653,2714.384477,59.93085823,14.41627647,1.478811441,0.268062888,39.31868363,37.7274329,40.90202198,18.94423246,59.98997592,1.890063449,0.122821712,0.085220853,PARPAR_1min,KONZ,4,DP1.00024.001.KONZ.AVERAGE_ALL_VARIABLES.csv
