uid,domainID,siteID,plotID,namedLocation,startDate,collectDate,eventID,samplingProtocolVersion,genomicsPooledIDList,genomicsSampleID,genomicsSampleCode,sampleCondition,processedDate,processedBy,remarks,genomicsDataQF,publicationDate,release,dpID,site_download,year_download,source_table
bf81efff-4481-4d6c-b6c6-df85684c8581,D05,UNDE,UNDE_002,UNDE_002.basePlot.bgc,2023-08-08T17:23:00Z,2023-08-08T19:03:00Z,UNDE.peakGreenness.2023,NEON.DOC.014048vO,UNDE_002-O-23-20230808|UNDE_002-O-21-20230808|UNDE_002-O-39-20230808,UNDE_002-O-20230808-COMP,B00000155074,OK,NA,0009-0002-7875-020X,NA,NA,20251217T193955Z,RELEASE-2026,DP1.10086.001,UNDE,2023,sls_metagenomicsPooling
