dpID,site,table,years_available_averaged,siteID,plotID,namedLocation,plotType,sampleID,sampleCode,n_raw_records,archiveMass_mean_2018_2024,year_download_mean_2018_2024,collectYear_mean_2018_2024,archiveMass_mean_2018_2024_unit,year_download_mean_2018_2024_unit,collectYear_mean_2018_2024_unit
DP1.10026.001,OAES,cfc_chemistrySubsampling,"2018,2023",OAES,OAES_001,OAES_001.basePlot.cfc,distributed,FMBHGf4LMbqjM3bSBZzLqRLf0iYOXKzfDSjw09Q7d7E=,A00000020426,1,NA,2018,2018,gram,NA,NA
DP1.10026.001,OAES,cfc_chemistrySubsampling,"2018,2023",OAES,OAES_001,OAES_001.basePlot.cfc,distributed,FMBHGf4LMbqjM3bSBZzLqcl5ecq2XcIk4AxZiDhVyVE=,A00000278175,1,4.9,2023,2023,gram,NA,NA
DP1.10026.001,OAES,cfc_chemistrySubsampling,"2018,2023",OAES,OAES_002,OAES_002.basePlot.cfc,distributed,FMBHGf4LMbqGDrWwWFunGKJhdGozIugnHa/JLvZWDjs=,A00000418599,1,5.54,2023,2023,gram,NA,NA
DP1.10026.001,OAES,cfc_chemistrySubsampling,"2018,2023",OAES,OAES_002,OAES_002.basePlot.cfc,distributed,FMBHGf4LMbqGDrWwWFunGNAW8dzUn8v4mfWr02PrbCA=,A00000020443,1,NA,2018,2018,gram,NA,NA
DP1.10026.001,OAES,cfc_chemistrySubsampling,"2018,2023",OAES,OAES_003,OAES_003.basePlot.cfc,distributed,FMBHGf4LMbr/iZqPA1nZwj12/U+uJPy8uo+P7eukSEA=,A00000020425,1,NA,2018,2018,gram,NA,NA
DP1.10026.001,OAES,cfc_chemistrySubsampling,"2018,2023",OAES,OAES_003,OAES_003.basePlot.cfc,distributed,FMBHGf4LMbr/iZqPA1nZwlc4wzl8os3K5VRufjWu4g8=,A00000418568,1,6.07,2023,2023,gram,NA,NA
DP1.10026.001,OAES,cfc_chemistrySubsampling,"2018,2023",OAES,OAES_004,OAES_004.basePlot.cfc,distributed,FMBHGf4LMbooZn1DKnlvngqGud28fYwgclddzH+Q4II=,A00000020442,1,NA,2018,2018,gram,NA,NA
DP1.10026.001,OAES,cfc_chemistrySubsampling,"2018,2023",OAES,OAES_004,OAES_004.basePlot.cfc,distributed,FMBHGf4LMbooZn1DKnlvnv7CY893AQH/gmwD4X9UvLc=,A00000418567,1,4.89,2023,2023,gram,NA,NA
DP1.10026.001,OAES,cfc_chemistrySubsampling,"2018,2023",OAES,OAES_005,OAES_005.basePlot.cfc,distributed,FMBHGf4LMboliS5rWV7Zph1XL7YJaoKFb0bNUHq0ZH8=,A00000020441,1,NA,2018,2018,gram,NA,NA
DP1.10026.001,OAES,cfc_chemistrySubsampling,"2018,2023",OAES,OAES_005,OAES_005.basePlot.cfc,distributed,FMBHGf4LMboliS5rWV7Zpi7JYRHLUXOHxJz7GiGtnsw=,A00000418583,1,5.16,2023,2023,gram,NA,NA
DP1.10026.001,OAES,cfc_chemistrySubsampling,"2018,2023",OAES,OAES_006,OAES_006.basePlot.cfc,distributed,FMBHGf4LMbpQ5b950gWNHV98vGpAeehZ68I+R9Qyy7E=,A00000418600,1,4.5,2023,2023,gram,NA,NA
DP1.10026.001,OAES,cfc_chemistrySubsampling,"2018,2023",OAES,OAES_006,OAES_006.basePlot.cfc,distributed,FMBHGf4LMbpQ5b950gWNHerZmspoFsLK5M9tzxxJjj0=,A00000020424,1,NA,2018,2018,gram,NA,NA
DP1.10026.001,OAES,cfc_chemistrySubsampling,"2018,2023",OAES,OAES_007,OAES_007.basePlot.cfc,distributed,FMBHGf4LMbq2216RmjzNq+oCSHSaG4Bz2N7UakCsXb8=,A00000020440,1,NA,2018,2018,gram,NA,NA
DP1.10026.001,OAES,cfc_chemistrySubsampling,"2018,2023",OAES,OAES_007,OAES_007.basePlot.cfc,distributed,FMBHGf4LMbq2216RmjzNq30wWDCEieAXpPY5X8KN3bA=,A00000418588,1,4.9,2023,2023,gram,NA,NA
DP1.10026.001,OAES,cfc_chemistrySubsampling,"2018,2023",OAES,OAES_008,OAES_008.basePlot.cfc,distributed,FMBHGf4LMbrwg/VBYHBl+av7exKxgQ2r4n+lyATdOEE=,A00000418584,1,5.92,2023,2023,gram,NA,NA
DP1.10026.001,OAES,cfc_chemistrySubsampling,"2018,2023",OAES,OAES_008,OAES_008.basePlot.cfc,distributed,FMBHGf4LMbrwg/VBYHBl+dSaY6eE05k4U2HZR+os47Y=,A00000020423,1,NA,2018,2018,gram,NA,NA
DP1.10026.001,OAES,cfc_chemistrySubsampling,"2018,2023",OAES,OAES_009,OAES_009.basePlot.cfc,distributed,FMBHGf4LMbrkRmoQDOb9F7imjdNKQBH+fmKg8vYJ0+0=,A00000020439,1,NA,2018,2018,gram,NA,NA
DP1.10026.001,OAES,cfc_chemistrySubsampling,"2018,2023",OAES,OAES_009,OAES_009.basePlot.cfc,distributed,FMBHGf4LMbrkRmoQDOb9Fzymp2rYxZ/ynB19rV/L5ZM=,A00000418601,1,5.78,2023,2023,gram,NA,NA
DP1.10026.001,OAES,cfc_chemistrySubsampling,"2018,2023",OAES,OAES_010,OAES_010.basePlot.cfc,distributed,FMBHGf4LMbqufCMWfCd4wLKcvf0yZiGbnqFLWGzGGDQ=,A00000418587,1,6.12,2023,2023,gram,NA,NA
DP1.10026.001,OAES,cfc_chemistrySubsampling,"2018,2023",OAES,OAES_010,OAES_010.basePlot.cfc,distributed,FMBHGf4LMbqufCMWfCd4wOjEYtvX5Pd75RsjzdeLeRw=,A00000020422,1,NA,2018,2018,gram,NA,NA
DP1.10026.001,OAES,cfc_chemistrySubsampling,"2018,2023",OAES,OAES_011,OAES_011.basePlot.cfc,distributed,FMBHGf4LMbqm5MLVkNJ2OmApxnnR2Qp8MxA1339n5B0=,A00000418585,1,4.96,2023,2023,gram,NA,NA
DP1.10026.001,OAES,cfc_chemistrySubsampling,"2018,2023",OAES,OAES_011,OAES_011.basePlot.cfc,distributed,FMBHGf4LMbqm5MLVkNJ2OvEmf1NVFX3zDxhKyqWGwo0=,A00000020438,1,NA,2018,2018,gram,NA,NA
DP1.10026.001,OAES,cfc_chemistrySubsampling,"2018,2023",OAES,OAES_012,OAES_012.basePlot.cfc,distributed,FMBHGf4LMboatoSdzBv+s2ZoK6j2StJZNcM2OLRyt+w=,A00000418570,1,5.48,2023,2023,gram,NA,NA
DP1.10026.001,OAES,cfc_chemistrySubsampling,"2018,2023",OAES,OAES_012,OAES_012.basePlot.cfc,distributed,FMBHGf4LMboatoSdzBv+s9+z6HZ2HvKSbeWE66giZyc=,A00000020421,1,NA,2018,2018,gram,NA,NA
DP1.10026.001,OAES,cfc_chemistrySubsampling,"2018,2023",OAES,OAES_013,OAES_013.basePlot.cfc,distributed,FMBHGf4LMboW9PoMfswyJnl3xA8zFb8HGnFU/h/ktSU=,A00000278192,1,6.02,2023,2023,gram,NA,NA
DP1.10026.001,OAES,cfc_chemistrySubsampling,"2018,2023",OAES,OAES_013,OAES_013.basePlot.cfc,distributed,FMBHGf4LMboW9PoMfswyJtey74Ct7ntB5aLPwrkMpFA=,A00000020437,1,NA,2018,2018,gram,NA,NA
DP1.10026.001,OAES,cfc_chemistrySubsampling,"2018,2023",OAES,OAES_021,OAES_021.basePlot.cfc,distributed,FMBHGf4LMboVazvuHS4EO141Q+VTEya1aUGWsf883xE=,A00000418569,1,5.84,2023,2023,gram,NA,NA
DP1.10026.001,OAES,cfc_chemistrySubsampling,"2018,2023",OAES,OAES_021,OAES_021.basePlot.cfc,distributed,FMBHGf4LMboVazvuHS4EOy660Fph+r0OXoITsqZPEtM=,A00000020420,1,NA,2018,2018,gram,NA,NA
DP1.10026.001,OAES,cfc_chemistrySubsampling,"2018,2023",OAES,OAES_022,OAES_022.basePlot.cfc,distributed,FMBHGf4LMboiZ4lx6hHGbohSuFhPkIbFT1TmAg+Iwqg=,A00000418586,1,6.86,2023,2023,gram,NA,NA
DP1.10026.001,OAES,cfc_chemistrySubsampling,"2018,2023",OAES,OAES_022,OAES_022.basePlot.cfc,distributed,FMBHGf4LMboiZ4lx6hHGbrpk7Zm2l3NZqKEmzzKjD6c=,A00000020436,1,NA,2018,2018,gram,NA,NA
DP1.10026.001,OAES,cfc_chemistrySubsampling,"2018,2023",OAES,OAES_023,OAES_023.basePlot.cfc,distributed,FMBHGf4LMbr6rZ9B+eO74/V9wchSz1E/Fir/rLoFlQo=,A00000020419,1,NA,2018,2018,gram,NA,NA
DP1.10026.001,OAES,cfc_chemistrySubsampling,"2018,2023",OAES,OAES_023,OAES_023.basePlot.cfc,distributed,FMBHGf4LMbr6rZ9B+eO741CoJlm/hUlnttI/wvynGVE=,A00000278191,1,4.59,2023,2023,gram,NA,NA
DP1.10026.001,OAES,cfc_chemistrySubsampling,"2018,2023",OAES,OAES_042,OAES_042.basePlot.cfc,tower,FMBHGf4LMbqK89AxLC8t91DZ30qW9Ill2bZWuenBkDQ=,A00000278173,1,5.81,2023,2023,gram,NA,NA
DP1.10026.001,OAES,cfc_chemistrySubsampling,"2018,2023",OAES,OAES_042,OAES_042.basePlot.cfc,tower,FMBHGf4LMbqK89AxLC8t93CTJ4kpALt6hUT66xZylTk=,A00000020435,1,NA,2018,2018,gram,NA,NA
DP1.10026.001,OAES,cfc_chemistrySubsampling,"2018,2023",OAES,OAES_043,OAES_043.basePlot.cfc,tower,FMBHGf4LMbp2mvYrL99f5HcLdV3RW54Ey6u3nV3tWD0=,A00000020418,1,NA,2018,2018,gram,NA,NA
DP1.10026.001,OAES,cfc_chemistrySubsampling,"2018,2023",OAES,OAES_043,OAES_043.basePlot.cfc,tower,FMBHGf4LMbp2mvYrL99f5PtkJFoG+lenYvO8Wp/+Qzw=,A00000418571,1,5.56,2023,2023,gram,NA,NA
DP1.10026.001,OAES,cfc_chemistrySubsampling,"2018,2023",OAES,OAES_044,OAES_044.basePlot.cfc,tower,FMBHGf4LMbpwvXHpAloAWHcgM6FKfuctse4giMtuc5k=,A00000418572,1,5.97,2023,2023,gram,NA,NA
DP1.10026.001,OAES,cfc_chemistrySubsampling,"2018,2023",OAES,OAES_044,OAES_044.basePlot.cfc,tower,FMBHGf4LMbpwvXHpAloAWNJJVVcyzIRRyoaFysFjum4=,A00000020434,1,NA,2018,2018,gram,NA,NA
DP1.10026.001,OAES,cfc_chemistrySubsampling,"2018,2023",OAES,OAES_045,OAES_045.basePlot.cfc,tower,FMBHGf4LMbpho23rkrGWbhDsL4f32Tf0KlRAUwddPmE=,A00000278178,1,4.68,2023,2023,gram,NA,NA
DP1.10026.001,OAES,cfc_chemistrySubsampling,"2018,2023",OAES,OAES_045,OAES_045.basePlot.cfc,tower,FMBHGf4LMbpho23rkrGWbhuioE2z4sCyUpACX4aFJ6c=,A00000020417,1,NA,2018,2018,gram,NA,NA
