dpID,site,table,years_averaged,siteID,plotID,namedLocation,horizon,n_raw_records,bgcArchiveMass_mean_2018_2024,year_download_mean_2018_2024,collectYear_mean_2018_2024,bgcArchiveMass_mean_2018_2024_unit,year_download_mean_2018_2024_unit,collectYear_mean_2018_2024_unit
DP1.10086.001,JERC,sls_bgcSubsampling,2018-2024,JERC,JERC_001,JERC_001.basePlot.bgc,M,6,239.43333333333334,2021.5,2021.5,gram,NA,NA
DP1.10086.001,JERC,sls_bgcSubsampling,2018-2024,JERC,JERC_002,JERC_002.basePlot.bgc,M,6,256,2021.5,2021.5,gram,NA,NA
DP1.10086.001,JERC,sls_bgcSubsampling,2018-2024,JERC,JERC_003,JERC_003.basePlot.bgc,M,3,NA,2019,2019,gram,NA,NA
DP1.10086.001,JERC,sls_bgcSubsampling,2018-2024,JERC,JERC_004,JERC_004.basePlot.bgc,M,6,263.9666666666667,2021.5,2021.5,gram,NA,NA
DP1.10086.001,JERC,sls_bgcSubsampling,2018-2024,JERC,JERC_005,JERC_005.basePlot.bgc,M,6,269.53333333333336,2021.5,2021.5,gram,NA,NA
DP1.10086.001,JERC,sls_bgcSubsampling,2018-2024,JERC,JERC_006,JERC_006.basePlot.bgc,M,6,261.3666666666667,2021.5,2021.5,gram,NA,NA
DP1.10086.001,JERC,sls_bgcSubsampling,2018-2024,JERC,JERC_007,JERC_007.basePlot.bgc,M,3,250.29999999999998,2024,2024,gram,NA,NA
DP1.10086.001,JERC,sls_bgcSubsampling,2018-2024,JERC,JERC_047,JERC_047.basePlot.bgc,M,6,243,2021.5,2021.5,gram,NA,NA
DP1.10086.001,JERC,sls_bgcSubsampling,2018-2024,JERC,JERC_048,JERC_048.basePlot.bgc,M,6,263.0333333333333,2021.5,2021.5,gram,NA,NA
DP1.10086.001,JERC,sls_bgcSubsampling,2018-2024,JERC,JERC_049,JERC_049.basePlot.bgc,M,6,247.16666666666666,2021.5,2021.5,gram,NA,NA
DP1.10086.001,JERC,sls_bgcSubsampling,2018-2024,JERC,JERC_050,JERC_050.basePlot.bgc,M,6,253.06666666666666,2021.5,2021.5,gram,NA,NA
