uid,domainID,siteID,extractionStartDate,extractionEndDate,kclReferenceID,kclBlank1ID,kclBlank1Code,kclBlank2ID,kclBlank2Code,kclBlank3ID,kclBlank3Code,remarks,dataQF,publicationDate,release,dpID,site_download,year_download,source_table
8c2c2177-3b27-4a6b-88fe-1b5b479d9421,D13,NIWO,2024-06-18,2024-06-18,NIWO-20240618-BREF1,NIWO-20240618-BREF1-A,A00000259391,NIWO-20240618-BREF1-B,A00000252252,NIWO-20240618-BREF1-C,A00000259392,NA,NA,20251217T193812Z,RELEASE-2026,DP1.10086.001,NIWO,2024,ntr_internalLabBlanks
bd225aaa-b628-4a41-9951-e555d1a42f09,D13,NIWO,2024-06-20,2024-06-20,NIWO-20240620-BREF2,NIWO-20240620-BREF2-A,A00000262520,NIWO-20240620-BREF2-B,A00000262521,NIWO-20240620-BREF2-C,A00000262522,NA,NA,20251217T193812Z,RELEASE-2026,DP1.10086.001,NIWO,2024,ntr_internalLabBlanks
ab2650b2-6f61-46af-913c-19bbcd7e0643,D13,NIWO,2024-07-09,2024-07-09,NIWO-20240709-BREF1,NIWO-20240709-BREF1-A,A00000262797,NIWO-20240709-BREF1-B,A00000262798,NIWO-20240709-BREF1-C,A00000262799,NA,NA,20251217T193439Z,RELEASE-2026,DP1.10086.001,NIWO,2024,ntr_internalLabBlanks
ecf1f6ba-1336-4e0f-9f11-5f9a15f699ef,D13,NIWO,2024-07-11,2024-07-11,NIWO-20240711-BREF1,NIWO-20240711-BREF1-A,A00000262721,NIWO-20240711-BREF1-B,A00000262768,NIWO-20240711-BREF1-C,A00000262784,NA,NA,20251217T193439Z,RELEASE-2026,DP1.10086.001,NIWO,2024,ntr_internalLabBlanks
1fd13952-54a9-4b2d-932a-bd2ea06913dc,D13,NIWO,2024-07-23,2024-07-23,NIWO-20240723-BREF1,NIWO-20240723-BREF1-A,A00000262734,NIWO-20240723-BREF1-B,A00000262783,NIWO-20240723-BREF1-C,A00000262750,NA,NA,20251217T193439Z,RELEASE-2026,DP1.10086.001,NIWO,2024,ntr_internalLabBlanks
9724bbf2-d609-4ab6-a682-e257f23c3d0d,D13,NIWO,2024-07-25,2024-07-25,NIWO-20240725-BREF1,NIWO-20240725-BREF1-A,A00000262449,NIWO-20240725-BREF1-B,A00000262459,NIWO-20240725-BREF1-C,A00000262468,NA,NA,20251217T193439Z,RELEASE-2026,DP1.10086.001,NIWO,2024,ntr_internalLabBlanks
a631a0a4-4a1b-4bed-affd-0ff7294ebc2c,D13,NIWO,2024-08-06,2024-08-06,NIWO-20240806-BREF1,NIWO-20240806-BREF1-A,A00000262609,NIWO-20240806-BREF1-B,A00000262619,NIWO-20240806-BREF1-C,A00000262447,NA,NA,20251217T193953Z,RELEASE-2026,DP1.10086.001,NIWO,2024,ntr_internalLabBlanks
bef03255-5dd7-4b8a-b8dd-a989fb3f7215,D13,NIWO,2024-08-08,2024-08-08,NIWO-20240808-BREF1,NIWO-20240808-BREF1-A,A00000262587,NIWO-20240808-BREF1-B,A00000262586,NIWO-20240808-BREF1-C,A00000262597,NA,NA,20251217T193953Z,RELEASE-2026,DP1.10086.001,NIWO,2024,ntr_internalLabBlanks
f2d23628-5c7f-4b01-bd92-32a6b490ade7,D13,NIWO,2024-09-17,2024-09-17,NIWO-20240917-BREF1,NIWO-20240917-BREF1-A,A00000258557,NIWO-20240917-BREF1-B,A00000258558,NIWO-20240917-BREF1-C,A00000258559,NA,NA,20251217T193702Z,RELEASE-2026,DP1.10086.001,NIWO,2024,ntr_internalLabBlanks
0002212e-762f-4054-9f4d-55b8ac58929e,D13,NIWO,2024-09-19,2024-09-19,NIWO-20240919-BREF2,NIWO-20240919-BREF2-A,A00000258534,NIWO-20240919-BREF2-B,A00000258533,NIWO-20240919-BREF2-C,A00000258532,NA,NA,20251217T193702Z,RELEASE-2026,DP1.10086.001,NIWO,2024,ntr_internalLabBlanks
b5e0131d-28ed-4233-b1c2-8d4b3677b3ef,D13,NIWO,2024-10-08,2024-10-08,NIWO-20241008-BREF1,NIWO-20241008-BREF1-A,A00000262590,NIWO-20241008-BREF1-B,A00000262613,NIWO-20241008-BREF1-C,A00000262442,NA,NA,20251217T193714Z,RELEASE-2026,DP1.10086.001,NIWO,2024,ntr_internalLabBlanks
7a653318-495f-490d-a4ce-5a83bedcaa4e,D13,NIWO,2024-10-10,2024-10-10,NIWO-20241010-BREF1,NIWO-20241010-BREF1-A,A00000262480,NIWO-20241010-BREF1-B,A00000262467,NIWO-20241010-BREF1-C,A00000262460,NA,NA,20251217T193714Z,RELEASE-2026,DP1.10086.001,NIWO,2024,ntr_internalLabBlanks
