dpID,site,table,years_averaged,siteID,plotID,namedLocation,plotType,n_raw_records,d15N_mean_2018_2024,organicd13C_mean_2018_2024,nitrogenPercent_mean_2018_2024,organicCPercent_mean_2018_2024,CNratio_mean_2018_2024,analyticalRepNumber_mean_2018_2024,year_download_mean_2018_2024,collectYear_mean_2018_2024,d15N_mean_2018_2024_unit,organicd13C_mean_2018_2024_unit,nitrogenPercent_mean_2018_2024_unit,organicCPercent_mean_2018_2024_unit,CNratio_mean_2018_2024_unit,analyticalRepNumber_mean_2018_2024_unit,year_download_mean_2018_2024_unit,collectYear_mean_2018_2024_unit
DP1.10086.001,MOAB,sls_soilChemistry,2018-2024,MOAB,MOAB_001,MOAB_001.basePlot.bgc,distributed,8,8.1,-20.5,0.045,0.295,NA,1.25,2022,2022,permill,permill,percent,percent,NA,number,NA,NA
DP1.10086.001,MOAB,sls_soilChemistry,2018-2024,MOAB,MOAB_002,MOAB_002.basePlot.bgc,distributed,6,6.633333333333333,-22.366666666666667,0.03,0.28,NA,1,2022,2022,permill,permill,percent,percent,NA,number,NA,NA
DP1.10086.001,MOAB,sls_soilChemistry,2018-2024,MOAB,MOAB_003,MOAB_003.basePlot.bgc,distributed,6,3.8,-22,0.09333333333333334,1.3966666666666667,NA,1,2022,2022,permill,permill,percent,percent,NA,number,NA,NA
DP1.10086.001,MOAB,sls_soilChemistry,2018-2024,MOAB,MOAB_004,MOAB_004.basePlot.bgc,distributed,6,6.933333333333334,-20.8,0.03666666666666667,0.49000000000000005,NA,1,2022,2022,permill,permill,percent,percent,NA,number,NA,NA
DP1.10086.001,MOAB,sls_soilChemistry,2018-2024,MOAB,MOAB_005,MOAB_005.basePlot.bgc,distributed,6,7.2,-19.266666666666666,0.04666666666666667,0.4866666666666667,NA,1,2022,2022,permill,permill,percent,percent,NA,number,NA,NA
DP1.10086.001,MOAB,sls_soilChemistry,2018-2024,MOAB,MOAB_006,MOAB_006.basePlot.bgc,distributed,6,6.6,-20.266666666666666,0.03,0.20333333333333334,NA,1,2022,2022,permill,permill,percent,percent,NA,number,NA,NA
DP1.10086.001,MOAB,sls_soilChemistry,2018-2024,MOAB,MOAB_044,MOAB_044.basePlot.bgc,tower,6,6.833333333333333,-21.8,0.04,0.6033333333333334,NA,1,2022,2022,permill,permill,percent,percent,NA,number,NA,NA
DP1.10086.001,MOAB,sls_soilChemistry,2018-2024,MOAB,MOAB_045,MOAB_045.basePlot.bgc,tower,8,7.625,-21.05,0.0325,0.43,NA,1.25,2022,2022,permill,permill,percent,percent,NA,number,NA,NA
DP1.10086.001,MOAB,sls_soilChemistry,2018-2024,MOAB,MOAB_046,MOAB_046.basePlot.bgc,tower,6,6.2,-20.400000000000002,0.03666666666666667,0.6633333333333333,NA,1,2022,2022,permill,permill,percent,percent,NA,number,NA,NA
DP1.10086.001,MOAB,sls_soilChemistry,2018-2024,MOAB,MOAB_047,MOAB_047.basePlot.bgc,tower,6,6.5,-21.03333333333333,0.03333333333333333,0.3333333333333333,NA,1,2022,2022,permill,permill,percent,percent,NA,number,NA,NA
