dpID,site,table,years_averaged,siteID,plotID,namedLocation,horizon,n_raw_records,boatMass_mean_2018_2024,freshMassBoatMass_mean_2018_2024,dryMassBoatMass_mean_2018_2024,soilMoisture_mean_2018_2024,dryMassFraction_mean_2018_2024,year_download_mean_2018_2024,collectYear_mean_2018_2024,boatMass_mean_2018_2024_unit,freshMassBoatMass_mean_2018_2024_unit,dryMassBoatMass_mean_2018_2024_unit,soilMoisture_mean_2018_2024_unit,dryMassFraction_mean_2018_2024_unit,year_download_mean_2018_2024_unit,collectYear_mean_2018_2024_unit
DP1.10086.001,UNDE,sls_soilMoisture,2018-2024,UNDE,UNDE_001,UNDE_001.basePlot.bgc,M,35,2.115142857142857,12.173428571428571,9.412571428571429,0.4346,0.7254,2020.8285714285714,2020.8285714285714,gram,gram,gram,gramsPerGram,NA,NA,NA
DP1.10086.001,UNDE,sls_soilMoisture,2018-2024,UNDE,UNDE_001,UNDE_001.basePlot.bgc,O,57,2.101754385964912,7.43561403508772,3.713859649122807,3.8055263157894736,0.30198245614035085,2021,2021,gram,gram,gram,gramsPerGram,NA,NA,NA
DP1.10086.001,UNDE,sls_soilMoisture,2018-2024,UNDE,UNDE_002,UNDE_002.basePlot.bgc,O,78,2.115897435897436,7.123076923076923,2.4975641025641027,13.384897435897436,0.07611538461538461,2021.1538461538462,2021.1538461538462,gram,gram,gram,gramsPerGram,NA,NA,NA
DP1.10086.001,UNDE,sls_soilMoisture,2018-2024,UNDE,UNDE_003,UNDE_003.basePlot.bgc,M,23,2.108260869565217,11.948260869565217,9.194782608695652,0.44856521739130434,0.7202608695652174,2021.608695652174,2021.608695652174,gram,gram,gram,gramsPerGram,NA,NA,NA
DP1.10086.001,UNDE,sls_soilMoisture,2018-2024,UNDE,UNDE_003,UNDE_003.basePlot.bgc,O,59,2.113728813559322,7.439152542372882,3.0157627118644066,6.088898305084745,0.1676271186440678,2021,2021,gram,gram,gram,gramsPerGram,NA,NA,NA
DP1.10086.001,UNDE,sls_soilMoisture,2018-2024,UNDE,UNDE_006,UNDE_006.basePlot.bgc,M,76,2.1135526315789472,12.09921052631579,10.352763157894737,0.21567105263157893,0.8249868421052632,2021.078947368421,2021.078947368421,gram,gram,gram,gramsPerGram,NA,NA,NA
DP1.10086.001,UNDE,sls_soilMoisture,2018-2024,UNDE,UNDE_008,UNDE_008.basePlot.bgc,M,78,2.108974358974359,12.161410256410257,10.348333333333333,0.22589743589743588,0.8195128205128205,2021.1538461538462,2021.1538461538462,gram,gram,gram,gramsPerGram,NA,NA,NA
DP1.10086.001,UNDE,sls_soilMoisture,2018-2024,UNDE,UNDE_010,UNDE_010.basePlot.bgc,M,34,2.118235294117647,12.000588235294117,9.190294117647058,0.5043529411764706,0.7170294117647059,2021.1470588235295,2021.1470588235295,gram,gram,gram,gramsPerGram,NA,NA,NA
DP1.10086.001,UNDE,sls_soilMoisture,2018-2024,UNDE,UNDE_010,UNDE_010.basePlot.bgc,O,46,2.1178260869565215,7.107391304347826,2.831086956521739,6.838369565217391,0.14276086956521739,2021.0652173913043,2021.0652173913043,gram,gram,gram,gramsPerGram,NA,NA,NA
DP1.10086.001,UNDE,sls_soilMoisture,2018-2024,UNDE,UNDE_037,UNDE_037.basePlot.bgc,M,40,2.10625,12.19975,9.224594594594594,0.717081081081081,0.7038648648648649,2021.425,2021.425,gram,gram,gram,gramsPerGram,NA,NA,NA
DP1.10086.001,UNDE,sls_soilMoisture,2018-2024,UNDE,UNDE_037,UNDE_037.basePlot.bgc,O,66,2.1053030303030305,7.036060606060606,3.5034848484848484,3.6144242424242425,0.2834848484848485,2021.1363636363637,2021.1363636363637,gram,gram,gram,gramsPerGram,NA,NA,NA
DP1.10086.001,UNDE,sls_soilMoisture,2018-2024,UNDE,UNDE_038,UNDE_038.basePlot.bgc,M,19,2.102105263157895,12.212631578947368,8.772941176470589,0.5869411764705882,0.6592941176470588,2021.3157894736842,2021.3157894736842,gram,gram,gram,gramsPerGram,NA,NA,NA
DP1.10086.001,UNDE,sls_soilMoisture,2018-2024,UNDE,UNDE_038,UNDE_038.basePlot.bgc,O,72,2.1126388888888887,7.103611111111111,2.916111111111111,7.517180555555556,0.1622222222222222,2021.0694444444443,2021.0694444444443,gram,gram,gram,gramsPerGram,NA,NA,NA
DP1.10086.001,UNDE,sls_soilMoisture,2018-2024,UNDE,UNDE_043,UNDE_043.basePlot.bgc,M,76,2.1184210526315788,11.842236842105264,9.748157894736842,0.2866184210526316,0.782578947368421,2021.1315789473683,2021.1315789473683,gram,gram,gram,gramsPerGram,NA,NA,NA
DP1.10086.001,UNDE,sls_soilMoisture,2018-2024,UNDE,UNDE_043,UNDE_043.basePlot.bgc,O,4,2.1175,7.29,3.8075,3.0252499999999998,0.3285,2023,2023,gram,gram,gram,gramsPerGram,NA,NA,NA
DP1.10086.001,UNDE,sls_soilMoisture,2018-2024,UNDE,UNDE_044,UNDE_044.basePlot.bgc,M,62,2.111774193548387,11.760806451612904,9.172131147540984,0.3806065573770492,0.7331639344262295,2021.241935483871,2021.241935483871,gram,gram,gram,gramsPerGram,NA,NA,NA
DP1.10086.001,UNDE,sls_soilMoisture,2018-2024,UNDE,UNDE_044,UNDE_044.basePlot.bgc,O,32,2.10625,7.2878125,4.00125,2.0739375,0.366125,2021.15625,2021.15625,gram,gram,gram,gramsPerGram,NA,NA,NA
