dpID,site,table,years_averaged,siteID,plotID,namedLocation,horizon,n_raw_records,soilInWaterpH_mean_2018_2024,soilInCaClpH_mean_2018_2024,pHSoilInWaterMass_mean_2018_2024,pHWaterVol_mean_2018_2024,waterpHRatio_mean_2018_2024,pHSoilInCaClMass_mean_2018_2024,pHCaClVol_mean_2018_2024,caclpHRatio_mean_2018_2024,year_download_mean_2018_2024,collectYear_mean_2018_2024,soilInWaterpH_mean_2018_2024_unit,soilInCaClpH_mean_2018_2024_unit,pHSoilInWaterMass_mean_2018_2024_unit,pHWaterVol_mean_2018_2024_unit,waterpHRatio_mean_2018_2024_unit,pHSoilInCaClMass_mean_2018_2024_unit,pHCaClVol_mean_2018_2024_unit,caclpHRatio_mean_2018_2024_unit,year_download_mean_2018_2024_unit,collectYear_mean_2018_2024_unit
DP1.10086.001,UNDE,sls_soilpH,2018-2024,UNDE,UNDE_001,UNDE_001.basePlot.bgc,M,22,5.0604545454545455,4.215454545454546,9.672727272727272,15,1.7727272727272727,9.663636363636364,20.90909090909091,2.3727272727272726,2020.5454545454545,2020.5454545454545,pH,pH,gram,milliliter,NA,gram,milliliter,NA,NA,NA
DP1.10086.001,UNDE,sls_soilpH,2018-2024,UNDE,UNDE_001,UNDE_001.basePlot.bgc,O,45,4.576222222222222,3.902222222222222,4.611111111111111,27.8,6.1755555555555555,4.586666666666667,46.26666666666667,10.257777777777777,2021.088888888889,2021.088888888889,pH,pH,gram,milliliter,NA,gram,milliliter,NA,NA,NA
DP1.10086.001,UNDE,sls_soilpH,2018-2024,UNDE,UNDE_002,UNDE_002.basePlot.bgc,O,58,4.466379310344828,3.6770689655172415,3.4879310344827585,38.12068965517241,12.320689655172414,3.436206896551724,65.20689655172414,20.413793103448274,2021.155172413793,2021.155172413793,pH,pH,gram,milliliter,NA,gram,milliliter,NA,NA,NA
DP1.10086.001,UNDE,sls_soilpH,2018-2024,UNDE,UNDE_003,UNDE_003.basePlot.bgc,M,16,5.346875,4.5175,10.06875,13.125,1.3125,10.08125,21.25,2.1125,2021.5,2021.5,pH,pH,gram,milliliter,NA,gram,milliliter,NA,NA,NA
DP1.10086.001,UNDE,sls_soilpH,2018-2024,UNDE,UNDE_003,UNDE_003.basePlot.bgc,O,46,6.097173913043478,5.598478260869565,4.821739130434783,26.304347826086957,5.8826086956521735,4.823913043478261,43.47826086956522,9.567391304347826,2020.9130434782608,2020.9130434782608,pH,pH,gram,milliliter,NA,gram,milliliter,NA,NA,NA
DP1.10086.001,UNDE,sls_soilpH,2018-2024,UNDE,UNDE_006,UNDE_006.basePlot.bgc,M,59,5.357118644067796,4.518983050847457,10.072881355932203,13.220338983050844,1.323728813559322,10.06271186440678,20.338983050847457,2.028813559322034,2021,2021,pH,pH,gram,milliliter,NA,gram,milliliter,NA,NA,NA
DP1.10086.001,UNDE,sls_soilpH,2018-2024,UNDE,UNDE_008,UNDE_008.basePlot.bgc,M,59,5.385762711864407,4.574406779661017,10.089830508474577,13.389830508474578,1.3372881355932202,10.089830508474577,21.016949152542374,2.0796610169491525,2021.1016949152543,2021.1016949152543,pH,pH,gram,milliliter,NA,gram,milliliter,NA,NA,NA
DP1.10086.001,UNDE,sls_soilpH,2018-2024,UNDE,UNDE_010,UNDE_010.basePlot.bgc,M,25,5.1908,4.3616,10.064,14,1.4040000000000001,10.048,21.6,2.156,2021.12,2021.12,pH,pH,gram,milliliter,NA,gram,milliliter,NA,NA,NA
DP1.10086.001,UNDE,sls_soilpH,2018-2024,UNDE,UNDE_010,UNDE_010.basePlot.bgc,O,36,4.581944444444445,3.845,4.716666666666667,28.055555555555557,6.336111111111111,4.711111111111111,46.66666666666667,10.35,2020.9444444444443,2020.9444444444443,pH,pH,gram,milliliter,NA,gram,milliliter,NA,NA,NA
DP1.10086.001,UNDE,sls_soilpH,2018-2024,UNDE,UNDE_037,UNDE_037.basePlot.bgc,M,24,4.784166666666667,3.9458333333333333,9.9,15.416666666666668,1.625,9.891666666666666,22.5,2.3208333333333333,2021.375,2021.375,pH,pH,gram,milliliter,NA,gram,milliliter,NA,NA,NA
DP1.10086.001,UNDE,sls_soilpH,2018-2024,UNDE,UNDE_037,UNDE_037.basePlot.bgc,O,50,4.3094,3.5172,4.816,26.6,5.636,4.812,41.6,8.808,2021.02,2021.02,pH,pH,gram,milliliter,NA,gram,milliliter,NA,NA,NA
DP1.10086.001,UNDE,sls_soilpH,2018-2024,UNDE,UNDE_038,UNDE_038.basePlot.bgc,M,11,4.827272727272727,3.9127272727272726,9.190909090909091,15.454545454545455,1.909090909090909,9.190909090909091,21.818181818181817,2.536363636363636,2021.1818181818182,2021.1818181818182,pH,pH,gram,milliliter,NA,gram,milliliter,NA,NA,NA
DP1.10086.001,UNDE,sls_soilpH,2018-2024,UNDE,UNDE_038,UNDE_038.basePlot.bgc,O,54,4.04537037037037,3.2777777777777777,4.305555555555555,28.51851851851852,7.442592592592593,4.2555555555555555,47.03703703703704,12.053703703703704,2021.0740740740741,2021.0740740740741,pH,pH,gram,milliliter,NA,gram,milliliter,NA,NA,NA
DP1.10086.001,UNDE,sls_soilpH,2018-2024,UNDE,UNDE_043,UNDE_043.basePlot.bgc,M,57,5.316666666666666,4.480350877192983,10.047368421052632,13.508771929824562,1.3526315789473682,10.042105263157895,21.05263157894737,2.101754385964912,2021.0701754385964,2021.0701754385964,pH,pH,gram,milliliter,NA,gram,milliliter,NA,NA,NA
DP1.10086.001,UNDE,sls_soilpH,2018-2024,UNDE,UNDE_043,UNDE_043.basePlot.bgc,O,3,5.15,4.413333333333333,5.066666666666666,20,3.966666666666667,5.066666666666666,40,7.933333333333334,2022.6666666666667,2022.6666666666667,pH,pH,gram,milliliter,NA,gram,milliliter,NA,NA,NA
DP1.10086.001,UNDE,sls_soilpH,2018-2024,UNDE,UNDE_044,UNDE_044.basePlot.bgc,M,44,4.964772727272727,4.113636363636363,10.05,13.636363636363635,1.3613636363636363,10.038636363636364,20.454545454545453,2.0386363636363636,2021.1363636363637,2021.1363636363637,pH,pH,gram,milliliter,NA,gram,milliliter,NA,NA,NA
DP1.10086.001,UNDE,sls_soilpH,2018-2024,UNDE,UNDE_044,UNDE_044.basePlot.bgc,O,24,4.280833333333333,3.5404166666666668,5.095833333333333,22.083333333333332,4.379166666666666,5.095833333333333,37.5,7.604166666666667,2021.0416666666667,2021.0416666666667,pH,pH,gram,milliliter,NA,gram,milliliter,NA,NA,NA
