dpID,site,table,years_averaged,siteID,plotID,namedLocation,horizon,n_raw_records,bgcArchiveMass_mean_2018_2024,year_download_mean_2018_2024,collectYear_mean_2018_2024,bgcArchiveMass_mean_2018_2024_unit,year_download_mean_2018_2024_unit,collectYear_mean_2018_2024_unit
DP1.10086.001,BARR,sls_bgcSubsampling,2018-2024,BARR,BARR_001,BARR_001.basePlot.bgc,M,3,67.93333333333334,2022,2022,gram,NA,NA
DP1.10086.001,BARR,sls_bgcSubsampling,2018-2024,BARR,BARR_001,BARR_001.basePlot.bgc,O,3,21.033333333333335,2022,2022,gram,NA,NA
DP1.10086.001,BARR,sls_bgcSubsampling,2018-2024,BARR,BARR_002,BARR_002.basePlot.bgc,M,3,95.2,2022,2022,gram,NA,NA
DP1.10086.001,BARR,sls_bgcSubsampling,2018-2024,BARR,BARR_002,BARR_002.basePlot.bgc,O,2,40.7,2022,2022,gram,NA,NA
DP1.10086.001,BARR,sls_bgcSubsampling,2018-2024,BARR,BARR_003,BARR_003.basePlot.bgc,M,1,42.2,2022,2022,gram,NA,NA
DP1.10086.001,BARR,sls_bgcSubsampling,2018-2024,BARR,BARR_003,BARR_003.basePlot.bgc,O,3,25.233333333333334,2022,2022,gram,NA,NA
DP1.10086.001,BARR,sls_bgcSubsampling,2018-2024,BARR,BARR_004,BARR_004.basePlot.bgc,M,3,88.66666666666667,2022,2022,gram,NA,NA
DP1.10086.001,BARR,sls_bgcSubsampling,2018-2024,BARR,BARR_004,BARR_004.basePlot.bgc,O,3,19.466666666666665,2022,2022,gram,NA,NA
DP1.10086.001,BARR,sls_bgcSubsampling,2018-2024,BARR,BARR_006,BARR_006.basePlot.bgc,M,1,78,2022,2022,gram,NA,NA
DP1.10086.001,BARR,sls_bgcSubsampling,2018-2024,BARR,BARR_006,BARR_006.basePlot.bgc,O,3,29.333333333333332,2022,2022,gram,NA,NA
DP1.10086.001,BARR,sls_bgcSubsampling,2018-2024,BARR,BARR_051,BARR_051.basePlot.bgc,M,2,69.95,2022,2022,gram,NA,NA
DP1.10086.001,BARR,sls_bgcSubsampling,2018-2024,BARR,BARR_051,BARR_051.basePlot.bgc,O,3,28.9,2022,2022,gram,NA,NA
DP1.10086.001,BARR,sls_bgcSubsampling,2018-2024,BARR,BARR_052,BARR_052.basePlot.bgc,M,3,82.76666666666667,2022,2022,gram,NA,NA
DP1.10086.001,BARR,sls_bgcSubsampling,2018-2024,BARR,BARR_052,BARR_052.basePlot.bgc,O,2,41.05,2022,2022,gram,NA,NA
DP1.10086.001,BARR,sls_bgcSubsampling,2018-2024,BARR,BARR_053,BARR_053.basePlot.bgc,M,2,47.65,2022,2022,gram,NA,NA
DP1.10086.001,BARR,sls_bgcSubsampling,2018-2024,BARR,BARR_053,BARR_053.basePlot.bgc,O,3,38.03333333333333,2022,2022,gram,NA,NA
DP1.10086.001,BARR,sls_bgcSubsampling,2018-2024,BARR,BARR_054,BARR_054.basePlot.bgc,M,1,119.7,2022,2022,gram,NA,NA
DP1.10086.001,BARR,sls_bgcSubsampling,2018-2024,BARR,BARR_054,BARR_054.basePlot.bgc,O,3,29.366666666666667,2022,2022,gram,NA,NA
